source,destination,distance,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_20,time_21,time_22,time_23
N_0_16,N_1_15,5.555964768835482,5.67,5.67,5.67,5.67,5.67,5.67,8.67,8.67,10.0,10.0,6.67,6.67,6.67,6.67,6.67,6.67,9.33,10.67,10.67,9.33,6.0,6.0,6.0,6.0
N_0_16,N_2_15,4.158686627206423,4.24,4.24,4.24,4.24,4.24,4.24,6.49,6.49,7.49,7.49,4.99,4.99,4.99,4.99,4.99,4.99,6.99,7.98,7.98,6.99,4.49,4.49,4.49,4.49
N_0_17,N_0_14,6.594716123144922,6.73,6.73,6.73,6.73,6.73,6.73,10.29,10.29,11.87,11.87,7.91,7.91,7.91,7.91,7.91,7.91,11.08,12.66,12.66,11.08,7.12,7.12,7.12,7.12
N_0_17,N_0_15,9.152599559230868,5.08,5.08,5.08,5.08,5.08,5.08,6.32,6.32,6.86,6.86,5.49,5.49,5.49,5.49,5.49,5.49,6.59,7.14,7.14,6.59,5.22,5.22,5.22,5.22
N_0_17,N_0_20,3.5746747646505383,3.65,3.65,3.65,3.65,3.65,3.65,5.58,5.58,6.43,6.43,4.29,4.29,4.29,4.29,4.29,4.29,6.01,6.86,6.86,6.01,3.86,3.86,3.86,3.86
N_0_18,N_2_17,8.354237042602032,4.64,4.64,4.64,4.64,4.64,4.64,5.76,5.76,6.27,6.27,5.01,5.01,5.01,5.01,5.01,5.01,6.02,6.52,6.52,6.02,4.76,4.76,4.76,4.76
N_0_18,N_2_19,1.336269486669753,2.19,2.19,2.19,2.19,2.19,2.19,3.63,3.63,4.28,4.28,2.67,2.67,2.67,2.67,2.67,2.67,3.96,4.6,4.6,3.96,2.35,2.35,2.35,2.35
N_0_18,N_0_20,2.126955692878899,3.49,3.49,3.49,3.49,3.49,3.49,5.79,5.79,6.81,6.81,4.25,4.25,4.25,4.25,4.25,4.25,6.3,7.32,7.32,6.3,3.74,3.74,3.74,3.74
N_0_19,N_2_18,3.1946325317186237,3.26,3.26,3.26,3.26,3.26,3.26,4.98,4.98,5.75,5.75,3.83,3.83,3.83,3.83,3.83,3.83,5.37,6.13,6.13,5.37,3.45,3.45,3.45,3.45
N_0_19,N_0_21,6.37139858765185,6.5,6.5,6.5,6.5,6.5,6.5,9.94,9.94,11.47,11.47,7.65,7.65,7.65,7.65,7.65,7.65,10.7,12.23,12.23,10.7,6.88,6.88,6.88,6.88
N_0_19,N_2_17,8.057241841630686,4.47,4.47,4.47,4.47,4.47,4.47,5.56,5.56,6.04,6.04,4.83,4.83,4.83,4.83,4.83,4.83,5.8,6.28,6.28,5.8,4.59,4.59,4.59,4.59
N_0_2,N_1_3,11.529788703862433,6.4,6.4,6.4,6.4,6.4,6.4,7.96,7.96,8.65,8.65,6.92,6.92,6.92,6.92,6.92,6.92,8.3,8.99,8.99,8.3,6.57,6.57,6.57,6.57
N_0_2,N_0_5,14.923634904345057,8.28,8.28,8.28,8.28,8.28,8.28,10.3,10.3,11.19,11.19,8.95,8.95,8.95,8.95,8.95,8.95,10.75,11.64,11.64,10.75,8.51,8.51,8.51,8.51
N_0_2,N_3_2,14.825579707896487,8.23,8.23,8.23,8.23,8.23,8.23,10.23,10.23,11.12,11.12,8.9,8.9,8.9,8.9,8.9,8.9,10.67,11.56,11.56,10.67,8.45,8.45,8.45,8.45
N_0_2,N_2_3,4.356341199810261,4.44,4.44,4.44,4.44,4.44,4.44,6.8,6.8,7.84,7.84,5.23,5.23,5.23,5.23,5.23,5.23,7.32,8.36,8.36,7.32,4.7,4.7,4.7,4.7
N_0_20,N_1_21,5.452272484258712,5.56,5.56,5.56,5.56,5.56,5.56,8.51,8.51,9.81,9.81,6.54,6.54,6.54,6.54,6.54,6.54,9.16,10.47,10.47,9.16,5.89,5.89,5.89,5.89
N_0_20,N_0_22,1.9786387211472083,3.24,3.24,3.24,3.24,3.24,3.24,5.38,5.38,6.33,6.33,3.96,3.96,3.96,3.96,3.96,3.96,5.86,6.81,6.81,5.86,3.48,3.48,3.48,3.48
N_0_20,N_1_22,6.313157543829504,6.44,6.44,6.44,6.44,6.44,6.44,9.85,9.85,11.36,11.36,7.58,7.58,7.58,7.58,7.58,7.58,10.61,12.12,12.12,10.61,6.82,6.82,6.82,6.82
N_0_20,N_1_18,4.199162258949655,4.28,4.28,4.28,4.28,4.28,4.28,6.55,6.55,7.56,7.56,5.04,5.04,5.04,5.04,5.04,5.04,7.05,8.06,8.06,7.05,4.54,4.54,4.54,4.54
N_0_21,N_0_19,6.37139858765185,6.5,6.5,6.5,6.5,6.5,6.5,9.94,9.94,11.47,11.47,7.65,7.65,7.65,7.65,7.65,7.65,10.7,12.23,12.23,10.7,6.88,6.88,6.88,6.88
N_0_21,N_2_22,3.6820482469866374,3.76,3.76,3.76,3.76,3.76,3.76,5.74,5.74,6.63,6.63,4.42,4.42,4.42,4.42,4.42,4.42,6.19,7.07,7.07,6.19,3.98,3.98,3.98,3.98
N_0_21,N_2_20,6.364668499833057,6.49,6.49,6.49,6.49,6.49,6.49,9.93,9.93,11.46,11.46,7.64,7.64,7.64,7.64,7.64,7.64,10.69,12.22,12.22,10.69,6.87,6.87,6.87,6.87
N_0_22,N_0_20,1.9786387211472083,3.24,3.24,3.24,3.24,3.24,3.24,5.38,5.38,6.33,6.33,3.96,3.96,3.96,3.96,3.96,3.96,5.86,6.81,6.81,5.86,3.48,3.48,3.48,3.48
N_0_22,N_2_22,1.9716745425373627,3.23,3.23,3.23,3.23,3.23,3.23,5.36,5.36,6.31,6.31,3.94,3.94,3.94,3.94,3.94,3.94,5.84,6.78,6.78,5.84,3.47,3.47,3.47,3.47
N_0_22,N_0_23,9.451391934798712,5.25,5.25,5.25,5.25,5.25,5.25,6.52,6.52,7.09,7.09,5.67,5.67,5.67,5.67,5.67,5.67,6.81,7.37,7.37,6.81,5.39,5.39,5.39,5.39
N_0_22,N_1_24,5.1019086056001415,5.2,5.2,5.2,5.2,5.2,5.2,7.96,7.96,9.18,9.18,6.12,6.12,6.12,6.12,6.12,6.12,8.57,9.8,9.8,8.57,5.51,5.51,5.51,5.51
N_0_22,N_2_23,14.384869126468072,7.98,7.98,7.98,7.98,7.98,7.98,9.93,9.93,10.79,10.79,8.63,8.63,8.63,8.63,8.63,8.63,10.36,11.22,11.22,10.36,8.2,8.2,8.2,8.2
N_0_22,N_0_25,6.087959136594963,6.21,6.21,6.21,6.21,6.21,6.21,9.5,9.5,10.96,10.96,7.31,7.31,7.31,7.31,7.31,7.31,10.23,11.69,11.69,10.23,6.57,6.57,6.57,6.57
N_0_22,N_1_21,5.773253240119283,5.89,5.89,5.89,5.89,5.89,5.89,9.01,9.01,10.39,10.39,6.93,6.93,6.93,6.93,6.93,6.93,9.7,11.08,11.08,9.7,6.24,6.24,6.24,6.24
N_0_22,N_0_21,9.725633948691522,5.4,5.4,5.4,5.4,5.4,5.4,6.71,6.71,7.29,7.29,5.84,5.84,5.84,5.84,5.84,5.84,7.0,7.59,7.59,7.0,5.54,5.54,5.54,5.54
N_0_23,N_0_22,9.451391934798712,5.25,5.25,5.25,5.25,5.25,5.25,6.52,6.52,7.09,7.09,5.67,5.67,5.67,5.67,5.67,5.67,6.81,7.37,7.37,6.81,5.39,5.39,5.39,5.39
N_0_23,N_2_23,1.2890649112817265,2.11,2.11,2.11,2.11,2.11,2.11,3.51,3.51,4.13,4.13,2.58,2.58,2.58,2.58,2.58,2.58,3.82,4.43,4.43,3.82,2.27,2.27,2.27,2.27
N_0_23,N_1_25,3.5859044876829578,3.66,3.66,3.66,3.66,3.66,3.66,5.59,5.59,6.45,6.45,4.3,4.3,4.3,4.3,4.3,4.3,6.02,6.88,6.88,6.02,3.87,3.87,3.87,3.87
N_0_23,N_2_21,0.6580588720197007,1.08,1.08,1.08,1.08,1.08,1.08,1.79,1.79,2.11,2.11,1.32,1.32,1.32,1.32,1.32,1.32,1.95,2.26,2.26,1.95,1.16,1.16,1.16,1.16
N_0_23,N_1_24,5.989353998872019,6.11,6.11,6.11,6.11,6.11,6.11,9.34,9.34,10.78,10.78,7.19,7.19,7.19,7.19,7.19,7.19,10.06,11.5,11.5,10.06,6.47,6.47,6.47,6.47
N_0_23,N_2_24,1.0422654439959516,1.71,1.71,1.71,1.71,1.71,1.71,2.83,2.83,3.34,3.34,2.08,2.08,2.08,2.08,2.08,2.08,3.09,3.59,3.59,3.09,1.83,1.83,1.83,1.83
N_0_24,N_1_22,3.4021796191093916,3.47,3.47,3.47,3.47,3.47,3.47,5.31,5.31,6.12,6.12,4.08,4.08,4.08,4.08,4.08,4.08,5.72,6.53,6.53,5.72,3.67,3.67,3.67,3.67
N_0_24,N_1_25,11.852467960457316,6.58,6.58,6.58,6.58,6.58,6.58,8.18,8.18,8.89,8.89,7.11,7.11,7.11,7.11,7.11,7.11,8.53,9.24,9.24,8.53,6.76,6.76,6.76,6.76
N_0_24,N_0_25,6.740128394384606,6.87,6.87,6.87,6.87,6.87,6.87,10.51,10.51,12.13,12.13,8.09,8.09,8.09,8.09,8.09,8.09,11.32,12.94,12.94,11.32,7.28,7.28,7.28,7.28
N_0_24,N_1_26,3.7978238986704067,3.87,3.87,3.87,3.87,3.87,3.87,5.92,5.92,6.84,6.84,4.56,4.56,4.56,4.56,4.56,4.56,6.38,7.29,7.29,6.38,4.1,4.1,4.1,4.1
N_0_25,N_2_24,13.243022410086688,7.35,7.35,7.35,7.35,7.35,7.35,9.14,9.14,9.93,9.93,7.95,7.95,7.95,7.95,7.95,7.95,9.53,10.33,10.33,9.53,7.55,7.55,7.55,7.55
N_0_25,N_1_27,8.262263231462763,4.59,4.59,4.59,4.59,4.59,4.59,5.7,5.7,6.2,6.2,4.96,4.96,4.96,4.96,4.96,4.96,5.95,6.44,6.44,5.95,4.71,4.71,4.71,4.71
N_0_25,N_3_25,6.713819384068069,6.85,6.85,6.85,6.85,6.85,6.85,10.47,10.47,12.08,12.08,8.06,8.06,8.06,8.06,8.06,8.06,11.28,12.89,12.89,11.28,7.25,7.25,7.25,7.25
N_0_25,N_0_24,5.56524963805975,5.68,5.68,5.68,5.68,5.68,5.68,8.68,8.68,10.02,10.02,6.68,6.68,6.68,6.68,6.68,6.68,9.35,10.69,10.69,9.35,6.01,6.01,6.01,6.01
N_0_25,N_2_23,0.7683998920181354,1.26,1.26,1.26,1.26,1.26,1.26,2.09,2.09,2.46,2.46,1.54,1.54,1.54,1.54,1.54,1.54,2.27,2.64,2.64,2.27,1.35,1.35,1.35,1.35
N_0_25,N_0_26,13.661697147701139,7.58,7.58,7.58,7.58,7.58,7.58,9.43,9.43,10.25,10.25,8.2,8.2,8.2,8.2,8.2,8.2,9.84,10.66,10.66,9.84,7.79,7.79,7.79,7.79
N_0_26,N_0_25,13.661697147701139,7.58,7.58,7.58,7.58,7.58,7.58,9.43,9.43,10.25,10.25,8.2,8.2,8.2,8.2,8.2,8.2,9.84,10.66,10.66,9.84,7.79,7.79,7.79,7.79
N_0_26,N_0_23,12.68479097386968,7.04,7.04,7.04,7.04,7.04,7.04,8.75,8.75,9.51,9.51,7.61,7.61,7.61,7.61,7.61,7.61,9.13,9.89,9.89,9.13,7.23,7.23,7.23,7.23
N_0_26,N_1_24,10.26521169059558,5.7,5.7,5.7,5.7,5.7,5.7,7.08,7.08,7.7,7.7,6.16,6.16,6.16,6.16,6.16,6.16,7.39,8.01,8.01,7.39,5.85,5.85,5.85,5.85
N_0_26,N_2_27,9.648648769610737,5.36,5.36,5.36,5.36,5.36,5.36,6.66,6.66,7.24,7.24,5.79,5.79,5.79,5.79,5.79,5.79,6.95,7.53,7.53,6.95,5.5,5.5,5.5,5.5
N_0_26,N_1_26,1.1038916793832294,1.81,1.81,1.81,1.81,1.81,1.81,3.0,3.0,3.53,3.53,2.21,2.21,2.21,2.21,2.21,2.21,3.27,3.8,3.8,3.27,1.94,1.94,1.94,1.94
N_0_27,N_0_26,6.7625424949836015,6.9,6.9,6.9,6.9,6.9,6.9,10.55,10.55,12.17,12.17,8.12,8.12,8.12,8.12,8.12,8.12,11.36,12.98,12.98,11.36,7.3,7.3,7.3,7.3
N_0_27,N_1_25,14.701523757986585,8.16,8.16,8.16,8.16,8.16,8.16,10.14,10.14,11.03,11.03,8.82,8.82,8.82,8.82,8.82,8.82,10.59,11.47,11.47,10.59,8.38,8.38,8.38,8.38
N_0_27,N_2_26,6.955351847581236,7.09,7.09,7.09,7.09,7.09,7.09,10.85,10.85,12.52,12.52,8.35,8.35,8.35,8.35,8.35,8.35,11.68,13.35,13.35,11.68,7.51,7.51,7.51,7.51
N_0_28,N_0_31,3.599409525529657,3.67,3.67,3.67,3.67,3.67,3.67,5.62,5.62,6.48,6.48,4.32,4.32,4.32,4.32,4.32,4.32,6.05,6.91,6.91,6.05,3.89,3.89,3.89,3.89
N_0_28,N_0_30,3.464960088738657,3.53,3.53,3.53,3.53,3.53,3.53,5.41,5.41,6.24,6.24,4.16,4.16,4.16,4.16,4.16,4.16,5.82,6.65,6.65,5.82,3.74,3.74,3.74,3.74
N_0_28,N_2_26,3.3637665778067514,3.43,3.43,3.43,3.43,3.43,3.43,5.25,5.25,6.05,6.05,4.04,4.04,4.04,4.04,4.04,4.04,5.65,6.46,6.46,5.65,3.63,3.63,3.63,3.63
N_0_28,N_1_27,1.406864600359564,2.31,2.31,2.31,2.31,2.31,2.31,3.83,3.83,4.5,4.5,2.81,2.81,2.81,2.81,2.81,2.81,4.16,4.84,4.84,4.16,2.48,2.48,2.48,2.48
N_0_28,N_2_27,3.230947123730099,3.3,3.3,3.3,3.3,3.3,3.3,5.04,5.04,5.82,5.82,3.88,3.88,3.88,3.88,3.88,3.88,5.43,6.2,6.2,5.43,3.49,3.49,3.49,3.49
N_0_28,N_1_30,1.9465601596500046,3.19,3.19,3.19,3.19,3.19,3.19,5.29,5.29,6.23,6.23,3.89,3.89,3.89,3.89,3.89,3.89,5.76,6.7,6.7,5.76,3.43,3.43,3.43,3.43
N_0_28,N_0_29,1.9916089656636313,3.27,3.27,3.27,3.27,3.27,3.27,5.42,5.42,6.37,6.37,3.98,3.98,3.98,3.98,3.98,3.98,5.9,6.85,6.85,5.9,3.51,3.51,3.51,3.51
N_0_29,N_0_28,1.9916089656636313,3.27,3.27,3.27,3.27,3.27,3.27,5.42,5.42,6.37,6.37,3.98,3.98,3.98,3.98,3.98,3.98,5.9,6.85,6.85,5.9,3.51,3.51,3.51,3.51
N_0_29,N_0_30,6.565334420874107,6.7,6.7,6.7,6.7,6.7,6.7,10.24,10.24,11.82,11.82,7.88,7.88,7.88,7.88,7.88,7.88,11.03,12.61,12.61,11.03,7.09,7.09,7.09,7.09
N_0_29,N_2_31,1.254992699260198,2.06,2.06,2.06,2.06,2.06,2.06,3.41,3.41,4.02,4.02,2.51,2.51,2.51,2.51,2.51,2.51,3.71,4.32,4.32,3.71,2.21,2.21,2.21,2.21
N_0_29,N_0_27,2.24910744338185,3.69,3.69,3.69,3.69,3.69,3.69,6.12,6.12,7.2,7.2,4.5,4.5,4.5,4.5,4.5,4.5,6.66,7.74,7.74,6.66,3.96,3.96,3.96,3.96
N_0_29,N_2_30,0.7372663345705512,1.21,1.21,1.21,1.21,1.21,1.21,2.01,2.01,2.36,2.36,1.47,1.47,1.47,1.47,1.47,1.47,2.18,2.54,2.54,2.18,1.3,1.3,1.3,1.3
N_0_29,N_3_29,3.5093883492904343,3.58,3.58,3.58,3.58,3.58,3.58,5.47,5.47,6.32,6.32,4.21,4.21,4.21,4.21,4.21,4.21,5.9,6.74,6.74,5.9,3.79,3.79,3.79,3.79
N_0_3,N_0_0,3.190997786475405,3.25,3.25,3.25,3.25,3.25,3.25,4.98,4.98,5.74,5.74,3.83,3.83,3.83,3.83,3.83,3.83,5.36,6.13,6.13,5.36,3.45,3.45,3.45,3.45
N_0_3,N_0_2,14.561872527945468,8.08,8.08,8.08,8.08,8.08,8.08,10.05,10.05,10.92,10.92,8.74,8.74,8.74,8.74,8.74,8.74,10.48,11.36,11.36,10.48,8.3,8.3,8.3,8.3
N_0_3,N_3_3,13.66634728477436,7.58,7.58,7.58,7.58,7.58,7.58,9.43,9.43,10.25,10.25,8.2,8.2,8.2,8.2,8.2,8.2,9.84,10.66,10.66,9.84,7.79,7.79,7.79,7.79
N_0_3,N_1_4,6.535026487381498,6.67,6.67,6.67,6.67,6.67,6.67,10.19,10.19,11.76,11.76,7.84,7.84,7.84,7.84,7.84,7.84,10.98,12.55,12.55,10.98,7.06,7.06,7.06,7.06
N_0_3,N_2_3,8.706276991647549,4.83,4.83,4.83,4.83,4.83,4.83,6.01,6.01,6.53,6.53,5.22,5.22,5.22,5.22,5.22,5.22,6.27,6.79,6.79,6.27,4.96,4.96,4.96,4.96
N_0_30,N_0_28,3.464960088738657,3.53,3.53,3.53,3.53,3.53,3.53,5.41,5.41,6.24,6.24,4.16,4.16,4.16,4.16,4.16,4.16,5.82,6.65,6.65,5.82,3.74,3.74,3.74,3.74
