source,destination,distance,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_20,time_21,time_22,time_23
N_0_3,N_1_2,5.7268414761063,5.84,5.84,5.84,5.84,5.84,5.84,8.93,8.93,10.31,10.31,6.87,6.87,6.87,6.87,6.87,6.87,9.62,11.0,11.0,9.62,6.18,6.18,6.18,6.18
N_0_3,N_0_5,12.486732590058656,6.93,6.93,6.93,6.93,6.93,6.93,8.62,8.62,9.37,9.37,7.49,7.49,7.49,7.49,7.49,7.49,8.99,9.74,9.74,8.99,7.12,7.12,7.12,7.12
N_0_4,N_0_3,2.221559404468996,3.64,3.64,3.64,3.64,3.64,3.64,6.04,6.04,7.11,7.11,4.44,4.44,4.44,4.44,4.44,4.44,6.58,7.64,7.64,6.58,3.91,3.91,3.91,3.91
N_0_4,N_0_6,3.42564329119082,3.49,3.49,3.49,3.49,3.49,3.49,5.34,5.34,6.17,6.17,4.11,4.11,4.11,4.11,4.11,4.11,5.76,6.58,6.58,5.76,3.7,3.7,3.7,3.7
N_0_4,N_0_5,1.5153257639552684,2.49,2.49,2.49,2.49,2.49,2.49,4.12,4.12,4.85,4.85,3.03,3.03,3.03,3.03,3.03,3.03,4.49,5.21,5.21,4.49,2.67,2.67,2.67,2.67
N_0_5,N_0_3,12.486732590058656,6.93,6.93,6.93,6.93,6.93,6.93,8.62,8.62,9.37,9.37,7.49,7.49,7.49,7.49,7.49,7.49,8.99,9.74,9.74,8.99,7.12,7.12,7.12,7.12
N_0_5,N_0_4,1.5153257639552684,2.49,2.49,2.49,2.49,2.49,2.49,4.12,4.12,4.85,4.85,3.03,3.03,3.03,3.03,3.03,3.03,4.49,5.21,5.21,4.49,2.67,2.67,2.67,2.67
N_0_6,N_0_4,3.42564329119082,3.49,3.49,3.49,3.49,3.49,3.49,5.34,5.34,6.17,6.17,4.11,4.11,4.11,4.11,4.11,4.11,5.76,6.58,6.58,5.76,3.7,3.7,3.7,3.7
N_0_6,N_2_6,11.97149860582237,6.64,6.64,6.64,6.64,6.64,6.64,8.26,8.26,8.98,8.98,7.18,7.18,7.18,7.18,7.18,7.18,8.62,9.34,9.34,8.62,6.82,6.82,6.82,6.82
N_0_7,N_2_7,0.8302539179482553,1.36,1.36,1.36,1.36,1.36,1.36,2.26,2.26,2.66,2.66,1.66,1.66,1.66,1.66,1.66,1.66,2.46,2.86,2.86,2.46,1.46,1.46,1.46,1.46
N_0_7,N_0_9,6.857451624029821,6.99,6.99,6.99,6.99,6.99,6.99,10.7,10.7,12.34,12.34,8.23,8.23,8.23,8.23,8.23,8.23,11.52,13.17,13.17,11.52,7.41,7.41,7.41,7.41
N_0_8,N_2_8,5.0703033641423625,5.17,5.17,5.17,5.17,5.17,5.17,7.91,7.91,9.13,9.13,6.08,6.08,6.08,6.08,6.08,6.08,8.52,9.73,9.73,8.52,5.48,5.48,5.48,5.48
N_0_8,N_0_6,10.366598935032187,5.75,5.75,5.75,5.75,5.75,5.75,7.15,7.15,7.77,7.77,6.22,6.22,6.22,6.22,6.22,6.22,7.46,8.09,8.09,7.46,5.91,5.91,5.91,5.91
N_0_8,N_0_9,9.541521691160916,5.3,5.3,5.3,5.3,5.3,5.3,6.58,6.58,7.16,7.16,5.72,5.72,5.72,5.72,5.72,5.72,6.87,7.44,7.44,6.87,5.44,5.44,5.44,5.44
N_0_8,N_1_8,3.9157671352446175,3.99,3.99,3.99,3.99,3.99,3.99,6.11,6.11,7.05,7.05,4.7,4.7,4.7,4.7,4.7,4.7,6.58,7.52,7.52,6.58,4.23,4.23,4.23,4.23
N_0_9,N_0_8,9.541521691160916,5.3,5.3,5.3,5.3,5.3,5.3,6.58,6.58,7.16,7.16,5.72,5.72,5.72,5.72,5.72,5.72,6.87,7.44,7.44,6.87,5.44,5.44,5.44,5.44
N_0_9,N_1_8,11.397901494053436,6.33,6.33,6.33,6.33,6.33,6.33,7.86,7.86,8.55,8.55,6.84,6.84,6.84,6.84,6.84,6.84,8.21,8.89,8.89,8.21,6.5,6.5,6.5,6.5
N_1_0,N_0_0,10.208171336413574,5.67,5.67,5.67,5.67,5.67,5.67,7.04,7.04,7.66,7.66,6.12,6.12,6.12,6.12,6.12,6.12,7.35,7.96,7.96,7.35,5.82,5.82,5.82,5.82
N_1_0,N_0_1,5.334131699782625,5.44,5.44,5.44,5.44,5.44,5.44,8.32,8.32,9.6,9.6,6.4,6.4,6.4,6.4,6.4,6.4,8.96,10.24,10.24,8.96,5.76,5.76,5.76,5.76
N_1_0,N_1_2,0.8808198287237554,1.44,1.44,1.44,1.44,1.44,1.44,2.4,2.4,2.82,2.82,1.76,1.76,1.76,1.76,1.76,1.76,2.61,3.03,3.03,2.61,1.55,1.55,1.55,1.55
N_1_0,N_2_1,4.694314492079683,4.79,4.79,4.79,4.79,4.79,4.79,7.32,7.32,8.45,8.45,5.63,5.63,5.63,5.63,5.63,5.63,7.89,9.01,9.01,7.89,5.07,5.07,5.07,5.07
N_1_1,N_0_1,11.140294834831924,6.18,6.18,6.18,6.18,6.18,6.18,7.69,7.69,8.36,8.36,6.68,6.68,6.68,6.68,6.68,6.68,8.02,8.69,8.69,8.02,6.35,6.35,6.35,6.35
N_1_1,N_1_0,9.748645135174703,5.41,5.41,5.41,5.41,5.41,5.41,6.73,6.73,7.31,7.31,5.85,5.85,5.85,5.85,5.85,5.85,7.02,7.6,7.6,7.02,5.56,5.56,5.56,5.56
N_1_1,N_3_1,6.445396419047322,6.57,6.57,6.57,6.57,6.57,6.57,10.05,10.05,11.6,11.6,7.73,7.73,7.73,7.73,7.73,7.73,10.83,12.38,12.38,10.83,6.96,6.96,6.96,6.96
N_1_1,N_2_1,14.994977278889086,8.32,8.32,8.32,8.32,8.32,8.32,10.35,10.35,11.25,11.25,9.0,9.0,9.0,9.0,9.0,9.0,10.8,11.7,11.7,10.8,8.55,8.55,8.55,8.55
N_1_2,N_0_2,6.168317457451856,6.29,6.29,6.29,6.29,6.29,6.29,9.62,9.62,11.1,11.1,7.4,7.4,7.4,7.4,7.4,7.4,10.36,11.84,11.84,10.36,6.66,6.66,6.66,6.66
N_1_2,N_0_3,5.7268414761063,5.84,5.84,5.84,5.84,5.84,5.84,8.93,8.93,10.31,10.31,6.87,6.87,6.87,6.87,6.87,6.87,9.62,11.0,11.0,9.62,6.18,6.18,6.18,6.18
N_1_2,N_1_0,0.8808198287237554,1.44,1.44,1.44,1.44,1.44,1.44,2.4,2.4,2.82,2.82,1.76,1.76,1.76,1.76,1.76,1.76,2.61,3.03,3.03,2.61,1.55,1.55,1.55,1.55
N_1_2,N_1_1,6.941235375118904,7.08,7.08,7.08,7.08,7.08,7.08,10.83,10.83,12.49,12.49,8.33,8.33,8.33,8.33,8.33,8.33,11.66,13.33,13.33,11.66,7.5,7.5,7.5,7.5
N_1_3,N_2_4,3.2286610916299323,3.29,3.29,3.29,3.29,3.29,3.29,5.04,5.04,5.81,5.81,3.87,3.87,3.87,3.87,3.87,3.87,5.42,6.2,6.2,5.42,3.49,3.49,3.49,3.49
N_1_3,N_0_2,6.410879568193142,6.54,6.54,6.54,6.54,6.54,6.54,10.0,10.0,11.54,11.54,7.69,7.69,7.69,7.69,7.69,7.69,10.77,12.31,12.31,10.77,6.92,6.92,6.92,6.92
N_1_4,N_1_2,3.1589666491562576,3.22,3.22,3.22,3.22,3.22,3.22,4.93,4.93,5.69,5.69,3.79,3.79,3.79,3.79,3.79,3.79,5.31,6.07,6.07,5.31,3.41,3.41,3.41,3.41
N_1_4,N_1_3,5.260907695376358,5.37,5.37,5.37,5.37,5.37,5.37,8.21,8.21,9.47,9.47,6.31,6.31,6.31,6.31,6.31,6.31,8.84,10.1,10.1,8.84,5.68,5.68,5.68,5.68
N_1_4,N_1_5,12.688081823388805,7.04,7.04,7.04,7.04,7.04,7.04,8.75,8.75,9.52,9.52,7.61,7.61,7.61,7.61,7.61,7.61,9.14,9.9,9.9,9.14,7.23,7.23,7.23,7.23
N_1_4,N_1_6,8.916147974892196,4.95,4.95,4.95,4.95,4.95,4.95,6.15,6.15,6.69,6.69,5.35,5.35,5.35,5.35,5.35,5.35,6.42,6.95,6.95,6.42,5.08,5.08,5.08,5.08
N_1_5,N_1_4,12.688081823388805,7.04,7.04,7.04,7.04,7.04,7.04,8.75,8.75,9.52,9.52,7.61,7.61,7.61,7.61,7.61,7.61,9.14,9.9,9.9,9.14,7.23,7.23,7.23,7.23
N_1_5,N_2_6,3.529826281465869,3.6,3.6,3.6,3.6,3.6,3.6,5.51,5.51,6.35,6.35,4.24,4.24,4.24,4.24,4.24,4.24,5.93,6.78,6.78,5.93,3.81,3.81,3.81,3.81
N_1_5,N_0_6,9.709990915556919,5.39,5.39,5.39,5.39,5.39,5.39,6.7,6.7,7.28,7.28,5.83,5.83,5.83,5.83,5.83,5.83,6.99,7.57,7.57,6.99,5.53,5.53,5.53,5.53
N_1_6,N_1_4,8.916147974892196,4.95,4.95,4.95,4.95,4.95,4.95,6.15,6.15,6.69,6.69,5.35,5.35,5.35,5.35,5.35,5.35,6.42,6.95,6.95,6.42,5.08,5.08,5.08,5.08
N_1_6,N_2_7,8.749251843965924,4.86,4.86,4.86,4.86,4.86,4.86,6.04,6.04,6.56,6.56,5.25,5.25,5.25,5.25,5.25,5.25,6.3,6.82,6.82,6.3,4.99,4.99,4.99,4.99
N_1_7,N_0_6,10.965030407946085,6.09,6.09,6.09,6.09,6.09,6.09,7.57,7.57,8.22,8.22,6.58,6.58,6.58,6.58,6.58,6.58,7.89,8.55,8.55,7.89,6.25,6.25,6.25,6.25
N_1_7,N_3_7,13.39783456113739,7.44,7.44,7.44,7.44,7.44,7.44,9.24,9.24,10.05,10.05,8.04,8.04,8.04,8.04,8.04,8.04,9.65,10.45,10.45,9.65,7.64,7.64,7.64,7.64
N_1_8,N_0_9,11.397901494053436,6.33,6.33,6.33,6.33,6.33,6.33,7.86,7.86,8.55,8.55,6.84,6.84,6.84,6.84,6.84,6.84,8.21,8.89,8.89,8.21,6.5,6.5,6.5,6.5
N_1_8,N_0_7,1.8820392475117529,3.09,3.09,3.09,3.09,3.09,3.09,5.12,5.12,6.02,6.02,3.76,3.76,3.76,3.76,3.76,3.76,5.57,6.47,6.47,5.57,3.31,3.31,3.31,3.31
N_1_9,N_0_9,10.552560607290793,5.86,5.86,5.86,5.86,5.86,5.86,7.28,7.28,7.91,7.91,6.33,6.33,6.33,6.33,6.33,6.33,7.6,8.23,8.23,7.6,6.01,6.01,6.01,6.01
N_1_9,N_2_9,0.5797897562224363,0.95,0.95,0.95,0.95,0.95,0.95,1.58,1.58,1.86,1.86,1.16,1.16,1.16,1.16,1.16,1.16,1.72,1.99,1.99,1.72,1.02,1.02,1.02,1.02
N_2_0,N_0_0,2.0519998230924896,3.37,3.37,3.37,3.37,3.37,3.37,5.58,5.58,6.57,6.57,4.1,4.1,4.1,4.1,4.1,4.1,6.07,7.06,7.06,6.07,3.61,3.61,3.61,3.61
N_2_0,N_1_1,0.9734746644587173,1.6,1.6,1.6,1.6,1.6,1.6,2.65,2.65,3.12,3.12,1.95,1.95,1.95,1.95,1.95,1.95,2.88,3.35,3.35,2.88,1.71,1.71,1.71,1.71
N_2_1,N_1_0,4.694314492079683,4.79,4.79,4.79,4.79,4.79,4.79,7.32,7.32,8.45,8.45,5.63,5.63,5.63,5.63,5.63,5.63,7.89,9.01,9.01,7.89,5.07,5.07,5.07,5.07
N_2_1,N_2_2,3.4323825056118284,3.5,3.5,3.5,3.5,3.5,3.5,5.35,5.35,6.18,6.18,4.12,4.12,4.12,4.12,4.12,4.12,5.77,6.59,6.59,5.77,3.71,3.71,3.71,3.71
N_2_1,N_3_0,0.9448674350913289,1.55,1.55,1.55,1.55,1.55,1.55,2.57,2.57,3.02,3.02,1.89,1.89,1.89,1.89,1.89,1.89,2.8,3.25,3.25,2.8,1.66,1.66,1.66,1.66
N_2_1,N_1_1,4.220763469354402,4.31,4.31,4.31,4.31,4.31,4.31,6.58,6.58,7.6,7.6,5.06,5.06,5.06,5.06,5.06,5.06,7.09,8.1,8.1,7.09,4.56,4.56,4.56,4.56
N_2_2,N_3_2,6.374644653088323,6.5,6.5,6.5,6.5,6.5,6.5,9.94,9.94,11.47,11.47,7.65,7.65,7.65,7.65,7.65,7.65,10.71,12.24,12.24,10.71,6.88,6.88,6.88,6.88
N_2_2,N_4_2,14.139268881028922,7.85,7.85,7.85,7.85,7.85,7.85,9.76,9.76,10.6,10.6,8.48,8.48,8.48,8.48,8.48,8.48,10.18,11.03,11.03,10.18,8.06,8.06,8.06,8.06
N_2_2,N_1_2,6.9342022915323485,7.07,7.07,7.07,7.07,7.07,7.07,10.82,10.82,12.48,12.48,8.32,8.32,8.32,8.32,8.32,8.32,11.65,13.31,13.31,11.65,7.49,7.49,7.49,7.49
N_2_2,N_2_4,4.3827484467192015,4.47,4.47,4.47,4.47,4.47,4.47,6.84,6.84,7.89,7.89,5.26,5.26,5.26,5.26,5.26,5.26,7.36,8.41,8.41,7.36,4.73,4.73,4.73,4.73
N_2_3,N_3_2,14.479026158493578,8.04,8.04,8.04,8.04,8.04,8.04,9.99,9.99,10.86,10.86,8.69,8.69,8.69,8.69,8.69,8.69,10.42,11.29,11.29,10.42,8.25,8.25,8.25,8.25
N_2_3,N_2_1,5.967800311357906,6.09,6.09,6.09,6.09,6.09,6.09,9.31,9.31,10.74,10.74,7.16,7.16,7.16,7.16,7.16,7.16,10.03,11.46,11.46,10.03,6.45,6.45,6.45,6.45
N_2_4,N_1_3,3.2286610916299323,3.29,3.29,3.29,3.29,3.29,3.29,5.04,5.04,5.81,5.81,3.87,3.87,3.87,3.87,3.87,3.87,5.42,6.2,6.2,5.42,3.49,3.49,3.49,3.49
N_2_4,N_2_2,4.3827484467192015,4.47,4.47,4.47,4.47,4.47,4.47,6.84,6.84,7.89,7.89,5.26,5.26,5.26,5.26,5.26,5.26,7.36,8.41,8.41,7.36,4.73,4.73,4.73,4.73
N_2_4,N_1_5,5.788833656777596,5.9,5.9,5.9,5.9,5.9,5.9,9.03,9.03,10.42,10.42,6.95,6.95,6.95,6.95,6.95,6.95,9.73,11.11,11.11,9.73,6.25,6.25,6.25,6.25
N_2_4,N_3_3,12.654506039489402,7.02,7.02,7.02,7.02,7.02,7.02,8.73,8.73,9.49,9.49,7.59,7.59,7.59,7.59,7.59,7.59,9.11,9.87,9.87,9.11,7.21,7.21,7.21,7.21
N_2_5,N_4_5,5.426646281919051,5.54,5.54,5.54,5.54,5.54,5.54,8.47,8.47,9.77,9.77,6.51,6.51,6.51,6.51,6.51,6.51,9.12,10.42,10.42,9.12,5.86,5.86,5.86,5.86
N_2_5,N_2_6,5.7025089327603995,5.82,5.82,5.82,5.82,5.82,5.82,8.9,8.9,10.26,10.26,6.84,6.84,6.84,6.84,6.84,6.84,9.58,10.95,10.95,9.58,6.16,6.16,6.16,6.16
N_2_6,N_0_6,11.97149860582237,6.64,6.64,6.64,6.64,6.64,6.64,8.26,8.26,8.98,8.98,7.18,7.18,7.18,7.18,7.18,7.18,8.62,9.34,9.34,8.62,6.82,6.82,6.82,6.82
N_2_6,N_1_5,3.529826281465869,3.6,3.6,3.6,3.6,3.6,3.6,5.51,5.51,6.35,6.35,4.24,4.24,4.24,4.24,4.24,4.24,5.93,6.78,6.78,5.93,3.81,3.81,3.81,3.81
N_2_6,N_2_5,5.7025089327603995,5.82,5.82,5.82,5.82,5.82,5.82,8.9,8.9,10.26,10.26,6.84,6.84,6.84,6.84,6.84,6.84,9.58,10.95,10.95,9.58,6.16,6.16,6.16,6.16
N_2_6,N_4_6,9.71389780854845,5.39,5.39,5.39,5.39,5.39,5.39,6.7,6.7,7.29,7.29,5.83,5.83,5.83,5.83,5.83,5.83,6.99,7.58,7.58,6.99,5.54,5.54,5.54,5.54
N_2_7,N_0_7,0.8302539179482553,1.36,1.36,1.36,1.36,1.36,1.36,2.26,2.26,2.66,2.66,1.66,1.66,1.66,1.66,1.66,1.66,2.46,2.86,2.86,2.46,1.46,1.46,1.46,1.46
N_2_7,N_1_6,8.749251843965924,4.86,4.86,4.86,4.86,4.86,4.86,6.04,6.04,6.56,6.56,5.25,5.25,5.25,5.25,5.25,5.25,6.3,6.82,6.82,6.3,4.99,4.99,4.99,4.99
N_2_7,N_2_6,2.2208811308450427,3.64,3.64,3.64,3.64,3.64,3.64,6.04,6.04,7.11,7.11,4.44,4.44,4.44,4.44,4.44,4.44,6.57,7.64,7.64,6.57,3.91,3.91,3.91,3.91
N_2_7,N_3_8,3.8753645472492777,3.95,3.95,3.95,3.95,3.95,3.95,6.05,6.05,6.98,6.98,4.65,4.65,4.65,4.65,4.65,4.65,6.51,7.44,7.44,6.51,4.19,4.19,4.19,4.19
N_2_8,N_0_8,5.0703033641423625,5.17,5.17,5.17,5.17,5.17,5.17,7.91,7.91,9.13,9.13,6.08,6.08,6.08,6.08,6.08,6.08,8.52,9.73,9.73,8.52,5.48,5.48,5.48,5.48
N_2_8,N_3_9,5.877095845103868,5.99,5.99,5.99,5.99,5.99,5.99,9.17,9.17,10.58,10.58,7.05,7.05,7.05,7.05,7.05,7.05,9.87,11.28,11.28,9.87,6.35,6.35,6.35,6.35
N_2_8,N_1_8,1.5957439012216568,2.62,2.62,2.62,2.62,2.62,2.62,4.34,4.34,5.11,5.11,3.19,3.19,3.19,3.19,3.19,3.19,4.72,5.49,5.49,4.72,2.81,2.81,2.81,2.81
N_2_8,N_3_8,4.898697747292213,5.0,5.0,5.0,5.0,5.0,5.0,7.64,7.64,8.82,8.82,5.88,5.88,5.88,5.88,5.88,5.88,8.23,9.41,9.41,8.23,5.29,5.29,5.29,5.29
N_2_9,N_1_9,0.5797897562224363,0.95,0.95,0.95,0.95,0.95,0.95,1.58,1.58,1.86,1.86,1.16,1.16,1.16,1.16,1.16,1.16,1.72,1.99,1.99,1.72,1.02,1.02,1.02,1.02
N_2_9,N_1_8,8.54238347705315,4.74,4.74,4.74,4.74,4.74,4.74,5.89,5.89,6.41,6.41,5.13,5.13,5.13,5.13,5.13,5.13,6.15,6.66,6.66,6.15,4.87,4.87,4.87,4.87
N_2_9,N_2_7,10.237966978931336,5.68,5.68,5.68,5.68,5.68,5.68,7.06,7.06,7.68,7.68,6.14,6.14,6.14,6.14,6.14,6.14,7.37,7.99,7.99,7.37,5.84,5.84,5.84,5.84
N_2_9,N_0_9,9.618830358097307,5.34,5.34,5.34,5.34,5.34,5.34,6.64,6.64,7.21,7.21,5.77,5.77,5.77,5.77,5.77,5.77,6.93,7.5,7.5,6.93,5.48,5.48,5.48,5.48
N_3_0,N_2_1,3.827337558057641,3.9,3.9,3.9,3.9,3.9,3.9,5.97,5.97,6.89,6.89,4.59,4.59,4.59,4.59,4.59,4.59,6.43,7.35,7.35,6.43,4.13,4.13,4.13,4.13
N_3_0,N_2_0,1.6681588284084503,2.74,2.74,2.74,2.74,2.74,2.74,4.54,4.54,5.34,5.34,3.34,3.34,3.34,3.34,3.34,3.34,4.94,5.74,5.74,4.94,2.94,2.94,2.94,2.94
N_3_0,N_5_0,2.0311891522361387,3.33,3.33,3.33,3.33,3.33,3.33,5.52,5.52,6.5,6.5,4.06,4.06,4.06,4.06,4.06,4.06,6.01,6.99,6.99,6.01,3.57,3.57,3.57,3.57
N_3_1,N_1_1,6.445396419047322,6.57,6.57,6.57,6.57,6.57,6.57,10.05,10.05,11.6,11.6,7.73,7.73,7.73,7.73,7.73,7.73,10.83,12.38,12.38,10.83,6.96,6.96,6.96,6.96
N_3_1,N_2_1,11.399493956589502,6.33,6.33,6.33,6.33,6.33,6.33,7.87,7.87,8.55,8.55,6.84,6.84,6.84,6.84,6.84,6.84,8.21,8.89,8.89,8.21,6.5,6.5,6.5,6.5
N_3_2,N_2_2,6.374644653088323,6.5,6.5,6.5,6.5,6.5,6.5,9.94,9.94,11.47,11.47,7.65,7.65,7.65,7.65,7.65,7.65,10.71,12.24,12.24,10.71,6.88,6.88,6.88,6.88
N_3_2,N_2_3,14.479026158493578,8.04,8.04,8.04,8.04,8.04,8.04,9.99,9.99,10.86,10.86,8.69,8.69,8.69,8.69,8.69,8.69,10.42,11.29,11.29,10.42,8.25,8.25,8.25,8.25
N_3_2,N_3_4,11.000289387627664,6.11,6.11,6.11,6.11,6.11,6.11,7.59,7.59,8.25,8.25,6.6,6.6,6.6,6.6,6.6,6.6,7.92,8.58,8.58,7.92,6.27,6.27,6.27,6.27
N_3_3,N_2_4,12.654506039489402,7.02,7.02,7.02,7.02,7.02,7.02,8.73,8.73,9.49,9.49,7.59,7.59,7.59,7.59,7.59,7.59,9.11,9.87,9.87,9.11,7.21,7.21,7.21,7.21
N_3_3,N_3_4,6.3276971406210905,6.45,6.45,6.45,6.45,6.45,6.45,9.87,9.87,11.39,11.39,7.59,7.59,7.59,7.59,7.59,7.59,10.63,12.15,12.15,10.63,6.83,6.83,6.83,6.83
N_3_3,N_2_3,8.135683009350075,4.52,4.52,4.52,4.52,4.52,4.52,5.61,5.61,6.1,6.1,4.88,4.88,4.88,4.88,4.88,4.88,5.86,6.35,6.35,5.86,4.64,4.64,4.64,4.64
N_3_3,N_2_2,1.1999206874403678,1.97,1.97,1.97,1.97,1.97,1.97,3.26,3.26,3.84,3.84,2.4,2.4,2.4,2.4,2.4,2.4,3.55,4.13,4.13,3.55,2.11,2.11,2.11,2.11
N_3_4,N_3_3,6.3276971406210905,6.45,6.45,6.45,6.45,6.45,6.45,9.87,9.87,11.39,11.39,7.59,7.59,7.59,7.59,7.59,7.59,10.63,12.15,12.15,10.63,6.83,6.83,6.83,6.83
N_3_4,N_3_6,3.4575577844372263,3.53,3.53,3.53,3.53,3.53,3.53,5.39,5.39,6.22,6.22,4.15,4.15,4.15,4.15,4.15,4.15,5.81,6.64,6.64,5.81,3.73,3.73,3.73,3.73
N_3_4,N_2_4,4.024974786248746,4.11,4.11,4.11,4.11,4.11,4.11,6.28,6.28,7.24,7.24,4.83,4.83,4.83,4.83,4.83,4.83,6.76,7.73,7.73,6.76,4.35,4.35,4.35,4.35
N_3_5,N_3_3,5.860058820197874,5.98,5.98,5.98,5.98,5.98,5.98,9.14,9.14,10.55,10.55,7.03,7.03,7.03,7.03,7.03,7.03,9.84,11.25,11.25,9.84,6.33,6.33,6.33,6.33
N_3_5,N_5_5,5.508969582404178,5.62,5.62,5.62,5.62,5.62,5.62,8.59,8.59,9.92,9.92,6.61,6.61,6.61,6.61,6.61,6.61,9.26,10.58,10.58,9.26,5.95,5.95,5.95,5.95
N_3_6,N_2_5,10.940411185892794,6.07,6.07,6.07,6.07,6.07,6.07,7.55,7.55,8.21,8.21,6.56,6.56,6.56,6.56,6.56,6.56,7.88,8.53,8.53,7.88,6.24,6.24,6.24,6.24
N_3_6,N_3_8,4.448752153980288,4.54,4.54,4.54,4.54,4.54,4.54,6.94,6.94,8.01,8.01,5.34,5.34,5.34,5.34,5.34,5.34,7.47,8.54,8.54,7.47,4.8,4.8,4.8,4.8
N_3_7,N_1_7,13.39783456113739,7.44,7.44,7.44,7.44,7.44,7.44,9.24,9.24,10.05,10.05,8.04,8.04,8.04,8.04,8.04,8.04,9.65,10.45,10.45,9.65,7.64,7.64,7.64,7.64
N_3_7,N_4_8,3.9819806763747634,4.06,4.06,4.06,4.06,4.06,4.06,6.21,6.21,7.17,7.17,4.78,4.78,4.78,4.78,4.78,4.78,6.69,7.65,7.65,6.69,4.3,4.3,4.3,4.3
N_3_7,N_3_8,11.155614001356394,6.19,6.19,6.19,6.19,6.19,6.19,7.7,7.7,8.37,8.37,6.69,6.69,6.69,6.69,6.69,6.69,8.03,8.7,8.7,8.03,6.36,6.36,6.36,6.36
N_3_7,N_4_6,5.672753881781974,5.79,5.79,5.79,5.79,5.79,5.79,8.85,8.85,10.21,10.21,6.81,6.81,6.81,6.81,6.81,6.81,9.53,10.89,10.89,9.53,6.13,6.13,6.13,6.13
N_3_8,N_2_8,4.898697747292213,5.0,5.0,5.0,5.0,5.0,5.0,7.64,7.64,8.82,8.82,5.88,5.88,5.88,5.88,5.88,5.88,8.23,9.41,9.41,8.23,5.29,5.29,5.29,5.29
N_3_8,N_3_7,11.155614001356394,6.19,6.19,6.19,6.19,6.19,6.19,7.7,7.7,8.37,8.37,6.69,6.69,6.69,6.69,6.69,6.69,8.03,8.7,8.7,8.03,6.36,6.36,6.36,6.36
N_3_8,N_4_9,5.066509006859737,5.17,5.17,5.17,5.17,5.17,5.17,7.9,7.9,9.12,9.12,6.08,6.08,6.08,6.08,6.08,6.08,8.51,9.73,9.73,8.51,5.47,5.47,5.47,5.47
N_3_9,N_2_8,5.877095845103868,5.99,5.99,5.99,5.99,5.99,5.99,9.17,9.17,10.58,10.58,7.05,7.05,7.05,7.05,7.05,7.05,9.87,11.28,11.28,9.87,6.35,6.35,6.35,6.35
N_3_9,N_1_9,3.3722134022186867,3.44,3.44,3.44,3.44,3.44,3.44,5.26,5.26,6.07,6.07,4.05,4.05,4.05,4.05,4.05,4.05,5.67,6.47,6.47,5.67,3.64,3.64,3.64,3.64
