source,destination,distance,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_20,time_21,time_22,time_23
N_0_4,N_0_5,3.618439204966945,3.69,3.69,3.69,3.69,3.69,3.69,5.64,5.64,6.51,6.51,4.34,4.34,4.34,4.34,4.34,4.34,6.08,6.95,6.95,6.08,3.91,3.91,3.91,3.91
N_0_4,N_1_5,3.498068438954375,3.57,3.57,3.57,3.57,3.57,3.57,5.46,5.46,6.3,6.3,4.2,4.2,4.2,4.2,4.2,4.2,5.88,6.72,6.72,5.88,3.78,3.78,3.78,3.78
N_0_5,N_0_4,3.618439204966945,3.69,3.69,3.69,3.69,3.69,3.69,5.64,5.64,6.51,6.51,4.34,4.34,4.34,4.34,4.34,4.34,6.08,6.95,6.95,6.08,3.91,3.91,3.91,3.91
N_0_5,N_1_4,10.188272780388367,5.65,5.65,5.65,5.65,5.65,5.65,7.03,7.03,7.64,7.64,6.11,6.11,6.11,6.11,6.11,6.11,7.34,7.95,7.95,7.34,5.81,5.81,5.81,5.81
N_0_5,N_2_5,3.605613967554798,3.68,3.68,3.68,3.68,3.68,3.68,5.62,5.62,6.49,6.49,4.33,4.33,4.33,4.33,4.33,4.33,6.06,6.92,6.92,6.06,3.89,3.89,3.89,3.89
N_0_6,N_1_5,2.088676990174587,3.43,3.43,3.43,3.43,3.43,3.43,5.68,5.68,6.68,6.68,4.18,4.18,4.18,4.18,4.18,4.18,6.18,7.19,7.19,6.18,3.68,3.68,3.68,3.68
N_0_6,N_0_5,4.27998823592927,4.37,4.37,4.37,4.37,4.37,4.37,6.68,6.68,7.7,7.7,5.14,5.14,5.14,5.14,5.14,5.14,7.19,8.22,8.22,7.19,4.62,4.62,4.62,4.62
N_0_6,N_0_8,14.792720015962555,8.21,8.21,8.21,8.21,8.21,8.21,10.21,10.21,11.09,11.09,8.88,8.88,8.88,8.88,8.88,8.88,10.65,11.54,11.54,10.65,8.43,8.43,8.43,8.43
N_0_6,N_1_6,4.777200588554951,4.87,4.87,4.87,4.87,4.87,4.87,7.45,7.45,8.6,8.6,5.73,5.73,5.73,5.73,5.73,5.73,8.03,9.17,9.17,8.03,5.16,5.16,5.16,5.16
N_0_7,N_2_7,5.072153324342771,5.17,5.17,5.17,5.17,5.17,5.17,7.91,7.91,9.13,9.13,6.09,6.09,6.09,6.09,6.09,6.09,8.52,9.74,9.74,8.52,5.48,5.48,5.48,5.48
N_0_7,N_1_7,14.515020958309321,8.06,8.06,8.06,8.06,8.06,8.06,10.02,10.02,10.89,10.89,8.71,8.71,8.71,8.71,8.71,8.71,10.45,11.32,11.32,10.45,8.27,8.27,8.27,8.27
N_0_7,N_0_5,1.7127385846611691,2.81,2.81,2.81,2.81,2.81,2.81,4.66,4.66,5.48,5.48,3.43,3.43,3.43,3.43,3.43,3.43,5.07,5.89,5.89,5.07,3.01,3.01,3.01,3.01
N_0_7,N_1_8,14.172543573861812,7.87,7.87,7.87,7.87,7.87,7.87,9.78,9.78,10.63,10.63,8.5,8.5,8.5,8.5,8.5,8.5,10.2,11.05,11.05,10.2,8.08,8.08,8.08,8.08
N_0_8,N_0_6,14.792720015962555,8.21,8.21,8.21,8.21,8.21,8.21,10.21,10.21,11.09,11.09,8.88,8.88,8.88,8.88,8.88,8.88,10.65,11.54,11.54,10.65,8.43,8.43,8.43,8.43
N_0_8,N_2_8,11.402186199920111,6.33,6.33,6.33,6.33,6.33,6.33,7.87,7.87,8.55,8.55,6.84,6.84,6.84,6.84,6.84,6.84,8.21,8.89,8.89,8.21,6.5,6.5,6.5,6.5
N_0_9,N_1_8,4.066919639667808,4.15,4.15,4.15,4.15,4.15,4.15,6.34,6.34,7.32,7.32,4.88,4.88,4.88,4.88,4.88,4.88,6.83,7.81,7.81,6.83,4.39,4.39,4.39,4.39
N_0_9,N_0_8,1.216340710711538,1.99,1.99,1.99,1.99,1.99,1.99,3.31,3.31,3.89,3.89,2.43,2.43,2.43,2.43,2.43,2.43,3.6,4.18,4.18,3.6,2.14,2.14,2.14,2.14
N_0_9,N_1_9,5.79300945969182,5.91,5.91,5.91,5.91,5.91,5.91,9.04,9.04,10.43,10.43,6.95,6.95,6.95,6.95,6.95,6.95,9.73,11.12,11.12,9.73,6.26,6.26,6.26,6.26
N_1_0,N_0_0,3.1518960638811393,3.21,3.21,3.21,3.21,3.21,3.21,4.92,4.92,5.67,5.67,3.78,3.78,3.78,3.78,3.78,3.78,5.3,6.05,6.05,5.3,3.4,3.4,3.4,3.4
N_1_0,N_2_0,4.738119519946283,4.83,4.83,4.83,4.83,4.83,4.83,7.39,7.39,8.53,8.53,5.69,5.69,5.69,5.69,5.69,5.69,7.96,9.1,9.1,7.96,5.12,5.12,5.12,5.12
N_1_0,N_1_1,12.462119507345914,6.92,6.92,6.92,6.92,6.92,6.92,8.6,8.6,9.35,9.35,7.48,7.48,7.48,7.48,7.48,7.48,8.97,9.72,9.72,8.97,7.1,7.1,7.1,7.1
N_1_0,N_1_2,3.5234033402415674,3.59,3.59,3.59,3.59,3.59,3.59,5.5,5.5,6.34,6.34,4.23,4.23,4.23,4.23,4.23,4.23,5.92,6.76,6.76,5.92,3.81,3.81,3.81,3.81
N_1_1,N_0_0,2.4532153133763552,4.02,4.02,4.02,4.02,4.02,4.02,6.67,6.67,7.85,7.85,4.91,4.91,4.91,4.91,4.91,4.91,7.26,8.44,8.44,7.26,4.32,4.32,4.32,4.32
N_1_1,N_1_2,1.530793240109597,2.51,2.51,2.51,2.51,2.51,2.51,4.16,4.16,4.9,4.9,3.06,3.06,3.06,3.06,3.06,3.06,4.53,5.27,5.27,4.53,2.69,2.69,2.69,2.69
N_1_1,N_3_1,1.1166825518172216,1.83,1.83,1.83,1.83,1.83,1.83,3.04,3.04,3.57,3.57,2.23,2.23,2.23,2.23,2.23,2.23,3.31,3.84,3.84,3.31,1.97,1.97,1.97,1.97
N_1_2,N_1_0,3.5234033402415674,3.59,3.59,3.59,3.59,3.59,3.59,5.5,5.5,6.34,6.34,4.23,4.23,4.23,4.23,4.23,4.23,5.92,6.76,6.76,5.92,3.81,3.81,3.81,3.81
N_1_2,N_1_1,1.530793240109597,2.51,2.51,2.51,2.51,2.51,2.51,4.16,4.16,4.9,4.9,3.06,3.06,3.06,3.06,3.06,3.06,4.53,5.27,5.27,4.53,2.69,2.69,2.69,2.69
N_1_2,N_0_1,5.170840670117311,5.27,5.27,5.27,5.27,5.27,5.27,8.07,8.07,9.31,9.31,6.21,6.21,6.21,6.21,6.21,6.21,8.69,9.93,9.93,8.69,5.58,5.58,5.58,5.58
N_1_2,N_1_3,3.3050539281142948,3.37,3.37,3.37,3.37,3.37,3.37,5.16,5.16,5.95,5.95,3.97,3.97,3.97,3.97,3.97,3.97,5.55,6.35,6.35,5.55,3.57,3.57,3.57,3.57
N_1_3,N_0_2,0.9438704303711647,1.55,1.55,1.55,1.55,1.55,1.55,2.57,2.57,3.02,3.02,1.89,1.89,1.89,1.89,1.89,1.89,2.79,3.25,3.25,2.79,1.66,1.66,1.66,1.66
N_1_3,N_1_2,3.3050539281142948,3.37,3.37,3.37,3.37,3.37,3.37,5.16,5.16,5.95,5.95,3.97,3.97,3.97,3.97,3.97,3.97,5.55,6.35,6.35,5.55,3.57,3.57,3.57,3.57
N_1_4,N_0_5,10.188272780388367,5.65,5.65,5.65,5.65,5.65,5.65,7.03,7.03,7.64,7.64,6.11,6.11,6.11,6.11,6.11,6.11,7.34,7.95,7.95,7.34,5.81,5.81,5.81,5.81
N_1_4,N_0_3,13.985328606216907,7.76,7.76,7.76,7.76,7.76,7.76,9.65,9.65,10.49,10.49,8.39,8.39,8.39,8.39,8.39,8.39,10.07,10.91,10.91,10.07,7.97,7.97,7.97,7.97
N_1_4,N_0_4,14.259965179345457,7.91,7.91,7.91,7.91,7.91,7.91,9.84,9.84,10.69,10.69,8.56,8.56,8.56,8.56,8.56,8.56,10.27,11.12,11.12,10.27,8.13,8.13,8.13,8.13
N_1_4,N_1_3,3.978358717042042,4.06,4.06,4.06,4.06,4.06,4.06,6.21,6.21,7.16,7.16,4.77,4.77,4.77,4.77,4.77,4.77,6.68,7.64,7.64,6.68,4.3,4.3,4.3,4.3
N_1_5,N_0_4,3.498068438954375,3.57,3.57,3.57,3.57,3.57,3.57,5.46,5.46,6.3,6.3,4.2,4.2,4.2,4.2,4.2,4.2,5.88,6.72,6.72,5.88,3.78,3.78,3.78,3.78
N_1_5,N_0_6,2.088676990174587,3.43,3.43,3.43,3.43,3.43,3.43,5.68,5.68,6.68,6.68,4.18,4.18,4.18,4.18,4.18,4.18,6.18,7.19,7.19,6.18,3.68,3.68,3.68,3.68
N_1_5,N_0_5,3.745141559579082,3.82,3.82,3.82,3.82,3.82,3.82,5.84,5.84,6.74,6.74,4.49,4.49,4.49,4.49,4.49,4.49,6.29,7.19,7.19,6.29,4.04,4.04,4.04,4.04
N_1_6,N_0_6,4.777200588554951,4.87,4.87,4.87,4.87,4.87,4.87,7.45,7.45,8.6,8.6,5.73,5.73,5.73,5.73,5.73,5.73,8.03,9.17,9.17,8.03,5.16,5.16,5.16,5.16
N_1_6,N_0_7,5.545135314250187,5.66,5.66,5.66,5.66,5.66,5.66,8.65,8.65,9.98,9.98,6.65,6.65,6.65,6.65,6.65,6.65,9.32,10.65,10.65,9.32,5.99,5.99,5.99,5.99
N_1_6,N_2_7,1.544936147547744,2.53,2.53,2.53,2.53,2.53,2.53,4.2,4.2,4.94,4.94,3.09,3.09,3.09,3.09,3.09,3.09,4.57,5.31,5.31,4.57,2.72,2.72,2.72,2.72
N_1_6,N_2_5,6.614136057453764,6.75,6.75,6.75,6.75,6.75,6.75,10.32,10.32,11.91,11.91,7.94,7.94,7.94,7.94,7.94,7.94,11.11,12.7,12.7,11.11,7.14,7.14,7.14,7.14
N_1_7,N_0_7,14.515020958309321,8.06,8.06,8.06,8.06,8.06,8.06,10.02,10.02,10.89,10.89,8.71,8.71,8.71,8.71,8.71,8.71,10.45,11.32,11.32,10.45,8.27,8.27,8.27,8.27
N_1_7,N_1_6,1.8106255904242172,2.97,2.97,2.97,2.97,2.97,2.97,4.92,4.92,5.79,5.79,3.62,3.62,3.62,3.62,3.62,3.62,5.36,6.23,6.23,5.36,3.19,3.19,3.19,3.19
N_1_7,N_3_7,4.985189162589642,5.08,5.08,5.08,5.08,5.08,5.08,7.78,7.78,8.97,8.97,5.98,5.98,5.98,5.98,5.98,5.98,8.38,9.57,9.57,8.38,5.38,5.38,5.38,5.38
N_1_8,N_0_7,14.172543573861812,7.87,7.87,7.87,7.87,7.87,7.87,9.78,9.78,10.63,10.63,8.5,8.5,8.5,8.5,8.5,8.5,10.2,11.05,11.05,10.2,8.08,8.08,8.08,8.08
N_1_8,N_0_9,4.066919639667808,4.15,4.15,4.15,4.15,4.15,4.15,6.34,6.34,7.32,7.32,4.88,4.88,4.88,4.88,4.88,4.88,6.83,7.81,7.81,6.83,4.39,4.39,4.39,4.39
N_1_8,N_2_8,6.477442039027203,6.61,6.61,6.61,6.61,6.61,6.61,10.1,10.1,11.66,11.66,7.77,7.77,7.77,7.77,7.77,7.77,10.88,12.44,12.44,10.88,7.0,7.0,7.0,7.0
N_1_8,N_1_6,11.887337799898148,6.6,6.6,6.6,6.6,6.6,6.6,8.2,8.2,8.92,8.92,7.13,7.13,7.13,7.13,7.13,7.13,8.56,9.27,9.27,8.56,6.78,6.78,6.78,6.78
N_1_9,N_0_9,5.79300945969182,5.91,5.91,5.91,5.91,5.91,5.91,9.04,9.04,10.43,10.43,6.95,6.95,6.95,6.95,6.95,6.95,9.73,11.12,11.12,9.73,6.26,6.26,6.26,6.26
N_1_9,N_2_8,5.172064841479547,5.28,5.28,5.28,5.28,5.28,5.28,8.07,8.07,9.31,9.31,6.21,6.21,6.21,6.21,6.21,6.21,8.69,9.93,9.93,8.69,5.59,5.59,5.59,5.59
N_1_9,N_2_9,8.139416389096336,4.52,4.52,4.52,4.52,4.52,4.52,5.62,5.62,6.1,6.1,4.88,4.88,4.88,4.88,4.88,4.88,5.86,6.35,6.35,5.86,4.64,4.64,4.64,4.64
N_1_9,N_3_9,1.5772435858616631,2.59,2.59,2.59,2.59,2.59,2.59,4.29,4.29,5.05,5.05,3.15,3.15,3.15,3.15,3.15,3.15,4.67,5.43,5.43,4.67,2.78,2.78,2.78,2.78
N_2_0,N_4_0,3.324644158871082,3.39,3.39,3.39,3.39,3.39,3.39,5.19,5.19,5.98,5.98,3.99,3.99,3.99,3.99,3.99,3.99,5.59,6.38,6.38,5.59,3.59,3.59,3.59,3.59
N_2_0,N_3_0,5.169290635700987,5.27,5.27,5.27,5.27,5.27,5.27,8.06,8.06,9.3,9.3,6.2,6.2,6.2,6.2,6.2,6.2,8.68,9.93,9.93,8.68,5.58,5.58,5.58,5.58
N_2_0,N_1_0,4.794262805058253,4.89,4.89,4.89,4.89,4.89,4.89,7.48,7.48,8.63,8.63,5.75,5.75,5.75,5.75,5.75,5.75,8.05,9.2,9.2,8.05,5.18,5.18,5.18,5.18
N_2_1,N_3_2,12.19530232287519,6.77,6.77,6.77,6.77,6.77,6.77,8.41,8.41,9.15,9.15,7.32,7.32,7.32,7.32,7.32,7.32,8.78,9.51,9.51,8.78,6.95,6.95,6.95,6.95
N_2_1,N_1_2,4.627978834570186,4.72,4.72,4.72,4.72,4.72,4.72,7.22,7.22,8.33,8.33,5.55,5.55,5.55,5.55,5.55,5.55,7.78,8.89,8.89,7.78,5.0,5.0,5.0,5.0
N_2_1,N_0_1,3.4332630573742113,3.5,3.5,3.5,3.5,3.5,3.5,5.36,5.36,6.18,6.18,4.12,4.12,4.12,4.12,4.12,4.12,5.77,6.59,6.59,5.77,3.71,3.71,3.71,3.71
N_2_2,N_0_2,3.0585519423772323,3.12,3.12,3.12,3.12,3.12,3.12,4.77,4.77,5.51,5.51,3.67,3.67,3.67,3.67,3.67,3.67,5.14,5.87,5.87,5.14,3.3,3.3,3.3,3.3
N_2_2,N_4_2,6.4347820765931285,6.56,6.56,6.56,6.56,6.56,6.56,10.04,10.04,11.58,11.58,7.72,7.72,7.72,7.72,7.72,7.72,10.81,12.35,12.35,10.81,6.95,6.95,6.95,6.95
N_2_3,N_2_4,4.213037717764802,4.3,4.3,4.3,4.3,4.3,4.3,6.57,6.57,7.58,7.58,5.06,5.06,5.06,5.06,5.06,5.06,7.08,8.09,8.09,7.08,4.55,4.55,4.55,4.55
N_2_3,N_0_3,14.904440846377337,8.27,8.27,8.27,8.27,8.27,8.27,10.28,10.28,11.18,11.18,8.94,8.94,8.94,8.94,8.94,8.94,10.73,11.63,11.63,10.73,8.5,8.5,8.5,8.5
N_2_4,N_2_3,4.213037717764802,4.3,4.3,4.3,4.3,4.3,4.3,6.57,6.57,7.58,7.58,5.06,5.06,5.06,5.06,5.06,5.06,7.08,8.09,8.09,7.08,4.55,4.55,4.55,4.55
N_2_4,N_1_4,13.59361168473983,7.54,7.54,7.54,7.54,7.54,7.54,9.38,9.38,10.2,10.2,8.16,8.16,8.16,8.16,8.16,8.16,9.79,10.6,10.6,9.79,7.75,7.75,7.75,7.75
N_2_5,N_0_5,3.605613967554798,3.68,3.68,3.68,3.68,3.68,3.68,5.62,5.62,6.49,6.49,4.33,4.33,4.33,4.33,4.33,4.33,6.06,6.92,6.92,6.06,3.89,3.89,3.89,3.89
N_2_5,N_1_6,6.614136057453764,6.75,6.75,6.75,6.75,6.75,6.75,10.32,10.32,11.91,11.91,7.94,7.94,7.94,7.94,7.94,7.94,11.11,12.7,12.7,11.11,7.14,7.14,7.14,7.14
N_2_6,N_0_6,6.027256790093736,6.15,6.15,6.15,6.15,6.15,6.15,9.4,9.4,10.85,10.85,7.23,7.23,7.23,7.23,7.23,7.23,10.13,11.57,11.57,10.13,6.51,6.51,6.51,6.51
N_2_6,N_2_8,4.140450130343865,4.22,4.22,4.22,4.22,4.22,4.22,6.46,6.46,7.45,7.45,4.97,4.97,4.97,4.97,4.97,4.97,6.96,7.95,7.95,6.96,4.47,4.47,4.47,4.47
N_2_6,N_1_7,5.504127561862034,5.61,5.61,5.61,5.61,5.61,5.61,8.59,8.59,9.91,9.91,6.6,6.6,6.6,6.6,6.6,6.6,9.25,10.57,10.57,9.25,5.94,5.94,5.94,5.94
N_2_7,N_0_7,5.072153324342771,5.17,5.17,5.17,5.17,5.17,5.17,7.91,7.91,9.13,9.13,6.09,6.09,6.09,6.09,6.09,6.09,8.52,9.74,9.74,8.52,5.48,5.48,5.48,5.48
N_2_7,N_4_7,2.2925198919773537,3.76,3.76,3.76,3.76,3.76,3.76,6.24,6.24,7.34,7.34,4.59,4.59,4.59,4.59,4.59,4.59,6.79,7.89,7.89,6.79,4.03,4.03,4.03,4.03
N_2_8,N_0_8,11.402186199920111,6.33,6.33,6.33,6.33,6.33,6.33,7.87,7.87,8.55,8.55,6.84,6.84,6.84,6.84,6.84,6.84,8.21,8.89,8.89,8.21,6.5,6.5,6.5,6.5
N_2_8,N_1_8,6.477442039027203,6.61,6.61,6.61,6.61,6.61,6.61,10.1,10.1,11.66,11.66,7.77,7.77,7.77,7.77,7.77,7.77,10.88,12.44,12.44,10.88,7.0,7.0,7.0,7.0
N_2_9,N_1_9,8.139416389096336,4.52,4.52,4.52,4.52,4.52,4.52,5.62,5.62,6.1,6.1,4.88,4.88,4.88,4.88,4.88,4.88,5.86,6.35,6.35,5.86,4.64,4.64,4.64,4.64
N_2_9,N_2_7,4.2767856189645785,4.36,4.36,4.36,4.36,4.36,4.36,6.67,6.67,7.7,7.7,5.13,5.13,5.13,5.13,5.13,5.13,7.18,8.21,8.21,7.18,4.62,4.62,4.62,4.62
N_3_0,N_2_0,5.169290635700987,5.27,5.27,5.27,5.27,5.27,5.27,8.06,8.06,9.3,9.3,6.2,6.2,6.2,6.2,6.2,6.2,8.68,9.93,9.93,8.68,5.58,5.58,5.58,5.58
N_3_0,N_3_1,8.284431682621097,4.6,4.6,4.6,4.6,4.6,4.6,5.72,5.72,6.21,6.21,4.97,4.97,4.97,4.97,4.97,4.97,5.96,6.46,6.46,5.96,4.72,4.72,4.72,4.72
N_3_0,N_4_0,4.131738364998654,4.21,4.21,4.21,4.21,4.21,4.21,6.45,6.45,7.44,7.44,4.96,4.96,4.96,4.96,4.96,4.96,6.94,7.93,7.93,6.94,4.46,4.46,4.46,4.46
N_3_0,N_3_2,1.9812901999258843,3.25,3.25,3.25,3.25,3.25,3.25,5.39,5.39,6.34,6.34,3.96,3.96,3.96,3.96,3.96,3.96,5.86,6.82,6.82,5.86,3.49,3.49,3.49,3.49
N_3_1,N_1_1,1.1166825518172216,1.83,1.83,1.83,1.83,1.83,1.83,3.04,3.04,3.57,3.57,2.23,2.23,2.23,2.23,2.23,2.23,3.31,3.84,3.84,3.31,1.97,1.97,1.97,1.97
N_3_1,N_3_0,8.284431682621097,4.6,4.6,4.6,4.6,4.6,4.6,5.72,5.72,6.21,6.21,4.97,4.97,4.97,4.97,4.97,4.97,5.96,6.46,6.46,5.96,4.72,4.72,4.72,4.72
N_3_1,N_2_1,0.6640177217678913,1.09,1.09,1.09,1.09,1.09,1.09,1.81,1.81,2.12,2.12,1.33,1.33,1.33,1.33,1.33,1.33,1.97,2.28,2.28,1.97,1.17,1.17,1.17,1.17
N_3_2,N_2_1,12.19530232287519,6.77,6.77,6.77,6.77,6.77,6.77,8.41,8.41,9.15,9.15,7.32,7.32,7.32,7.32,7.32,7.32,8.78,9.51,9.51,8.78,6.95,6.95,6.95,6.95
N_3_2,N_3_0,1.9812901999258843,3.25,3.25,3.25,3.25,3.25,3.25,5.39,5.39,6.34,6.34,3.96,3.96,3.96,3.96,3.96,3.96,5.86,6.82,6.82,5.86,3.49,3.49,3.49,3.49
N_3_3,N_1_3,6.522314610718642,6.65,6.65,6.65,6.65,6.65,6.65,10.17,10.17,11.74,11.74,7.83,7.83,7.83,7.83,7.83,7.83,10.96,12.52,12.52,10.96,7.04,7.04,7.04,7.04
N_3_3,N_3_5,6.5640899254947875,6.7,6.7,6.7,6.7,6.7,6.7,10.24,10.24,11.82,11.82,7.88,7.88,7.88,7.88,7.88,7.88,11.03,12.6,12.6,11.03,7.09,7.09,7.09,7.09
N_3_3,N_2_4,3.7879850992495974,3.86,3.86,3.86,3.86,3.86,3.86,5.91,5.91,6.82,6.82,4.55,4.55,4.55,4.55,4.55,4.55,6.36,7.27,7.27,6.36,4.09,4.09,4.09,4.09
N_3_4,N_3_5,4.618247429273835,4.71,4.71,4.71,4.71,4.71,4.71,7.2,7.2,8.31,8.31,5.54,5.54,5.54,5.54,5.54,5.54,7.76,8.87,8.87,7.76,4.99,4.99,4.99,4.99
N_3_4,N_3_2,4.872705952710378,4.97,4.97,4.97,4.97,4.97,4.97,7.6,7.6,8.77,8.77,5.85,5.85,5.85,5.85,5.85,5.85,8.19,9.36,9.36,8.19,5.26,5.26,5.26,5.26
N_3_4,N_1_4,5.578402991146163,5.69,5.69,5.69,5.69,5.69,5.69,8.7,8.7,10.04,10.04,6.69,6.69,6.69,6.69,6.69,6.69,9.37,10.71,10.71,9.37,6.02,6.02,6.02,6.02
N_3_4,N_3_3,12.969260965665889,7.2,7.2,7.2,7.2,7.2,7.2,8.95,8.95,9.73,9.73,7.78,7.78,7.78,7.78,7.78,7.78,9.34,10.12,10.12,9.34,7.39,7.39,7.39,7.39
N_3_5,N_3_3,6.5640899254947875,6.7,6.7,6.7,6.7,6.7,6.7,10.24,10.24,11.82,11.82,7.88,7.88,7.88,7.88,7.88,7.88,11.03,12.6,12.6,11.03,7.09,7.09,7.09,7.09
N_3_5,N_3_4,4.618247429273835,4.71,4.71,4.71,4.71,4.71,4.71,7.2,7.2,8.31,8.31,5.54,5.54,5.54,5.54,5.54,5.54,7.76,8.87,8.87,7.76,4.99,4.99,4.99,4.99
N_3_5,N_3_7,14.996934899764451,8.32,8.32,8.32,8.32,8.32,8.32,10.35,10.35,11.25,11.25,9.0,9.0,9.0,9.0,9.0,9.0,10.8,11.7,11.7,10.8,8.55,8.55,8.55,8.55
N_3_5,N_4_6,1.7789855618857828,2.92,2.92,2.92,2.92,2.92,2.92,4.84,4.84,5.69,5.69,3.56,3.56,3.56,3.56,3.56,3.56,5.27,6.12,6.12,5.27,3.13,3.13,3.13,3.13
N_3_6,N_4_7,6.6698117288936025,6.8,6.8,6.8,6.8,6.8,6.8,10.4,10.4,12.01,12.01,8.0,8.0,8.0,8.0,8.0,8.0,11.21,12.81,12.81,11.21,7.2,7.2,7.2,7.2
N_3_6,N_5_6,4.505655523739797,4.6,4.6,4.6,4.6,4.6,4.6,7.03,7.03,8.11,8.11,5.41,5.41,5.41,5.41,5.41,5.41,7.57,8.65,8.65,7.57,4.87,4.87,4.87,4.87
N_3_6,N_1_6,6.834667478459213,6.97,6.97,6.97,6.97,6.97,6.97,10.66,10.66,12.3,12.3,8.2,8.2,8.2,8.2,8.2,8.2,11.48,13.12,13.12,11.48,7.38,7.38,7.38,7.38
N_3_7,N_3_5,14.996934899764451,8.32,8.32,8.32,8.32,8.32,8.32,10.35,10.35,11.25,11.25,9.0,9.0,9.0,9.0,9.0,9.0,10.8,11.7,11.7,10.8,8.55,8.55,8.55,8.55
N_3_7,N_4_8,14.545998062331961,8.07,8.07,8.07,8.07,8.07,8.07,10.04,10.04,10.91,10.91,8.73,8.73,8.73,8.73,8.73,8.73,10.47,11.35,11.35,10.47,8.29,8.29,8.29,8.29
N_3_7,N_1_7,10.591932916868089,5.88,5.88,5.88,5.88,5.88,5.88,7.31,7.31,7.94,7.94,6.36,6.36,6.36,6.36,6.36,6.36,7.63,8.26,8.26,7.63,6.04,6.04,6.04,6.04
N_3_7,N_4_7,0.5024709673828978,0.82,0.82,0.82,0.82,0.82,0.82,1.37,1.37,1.61,1.61,1.0,1.0,1.0,1.0,1.0,1.0,1.49,1.73,1.73,1.49,0.88,0.88,0.88,0.88
N_3_8,N_3_7,9.514082985941386,5.28,5.28,5.28,5.28,5.28,5.28,6.56,6.56,7.14,7.14,5.71,5.71,5.71,5.71,5.71,5.71,6.85,7.42,7.42,6.85,5.42,5.42,5.42,5.42
N_3_8,N_3_6,4.822524344790063,4.92,4.92,4.92,4.92,4.92,4.92,7.52,7.52,8.68,8.68,5.79,5.79,5.79,5.79,5.79,5.79,8.1,9.26,9.26,8.1,5.21,5.21,5.21,5.21
N_3_9,N_1_9,1.5772435858616631,2.59,2.59,2.59,2.59,2.59,2.59,4.29,4.29,5.05,5.05,3.15,3.15,3.15,3.15,3.15,3.15,4.67,5.43,5.43,4.67,2.78,2.78,2.78,2.78
