source,destination,distance,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_20,time_21,time_22,time_23
N_0_10,N_2_8,5.193824268166635,5.3,5.3,5.3,5.3,5.3,5.3,8.1,8.1,9.35,9.35,6.23,6.23,6.23,6.23,6.23,6.23,8.73,9.97,9.97,8.73,5.61,5.61,5.61,5.61
N_0_11,N_1_13,6.5426638933807455,6.67,6.67,6.67,6.67,6.67,6.67,10.21,10.21,11.78,11.78,7.85,7.85,7.85,7.85,7.85,7.85,10.99,12.56,12.56,10.99,7.07,7.07,7.07,7.07
N_0_11,N_2_13,14.234684133755376,7.9,7.9,7.9,7.9,7.9,7.9,9.82,9.82,10.68,10.68,8.54,8.54,8.54,8.54,8.54,8.54,10.25,11.1,11.1,10.25,8.11,8.11,8.11,8.11
N_0_11,N_2_9,10.437412794905025,5.79,5.79,5.79,5.79,5.79,5.79,7.2,7.2,7.83,7.83,6.26,6.26,6.26,6.26,6.26,6.26,7.51,8.14,8.14,7.51,5.95,5.95,5.95,5.95
N_0_11,N_1_9,6.431789554653204,6.56,6.56,6.56,6.56,6.56,6.56,10.03,10.03,11.58,11.58,7.72,7.72,7.72,7.72,7.72,7.72,10.81,12.35,12.35,10.81,6.95,6.95,6.95,6.95
N_0_11,N_3_11,11.398075269682344,6.33,6.33,6.33,6.33,6.33,6.33,7.86,7.86,8.55,8.55,6.84,6.84,6.84,6.84,6.84,6.84,8.21,8.89,8.89,8.21,6.5,6.5,6.5,6.5
N_0_11,N_0_9,4.728743807012929,4.82,4.82,4.82,4.82,4.82,4.82,7.38,7.38,8.51,8.51,5.67,5.67,5.67,5.67,5.67,5.67,7.94,9.08,9.08,7.94,5.11,5.11,5.11,5.11
N_0_12,N_0_15,12.807211595016376,7.11,7.11,7.11,7.11,7.11,7.11,8.84,8.84,9.61,9.61,7.68,7.68,7.68,7.68,7.68,7.68,9.22,9.99,9.99,9.22,7.3,7.3,7.3,7.3
N_0_12,N_0_9,4.184804422667103,4.27,4.27,4.27,4.27,4.27,4.27,6.53,6.53,7.53,7.53,5.02,5.02,5.02,5.02,5.02,5.02,7.03,8.03,8.03,7.03,4.52,4.52,4.52,4.52
N_0_12,N_1_11,14.863602381339948,8.25,8.25,8.25,8.25,8.25,8.25,10.26,10.26,11.15,11.15,8.92,8.92,8.92,8.92,8.92,8.92,10.7,11.59,11.59,10.7,8.47,8.47,8.47,8.47
N_0_12,N_2_12,11.569901337159763,6.42,6.42,6.42,6.42,6.42,6.42,7.98,7.98,8.68,8.68,6.94,6.94,6.94,6.94,6.94,6.94,8.33,9.02,9.02,8.33,6.59,6.59,6.59,6.59
N_0_12,N_2_10,14.77278585837502,8.2,8.2,8.2,8.2,8.2,8.2,10.19,10.19,11.08,11.08,8.86,8.86,8.86,8.86,8.86,8.86,10.64,11.52,11.52,10.64,8.42,8.42,8.42,8.42
N_0_12,N_0_13,12.088769802509027,6.71,6.71,6.71,6.71,6.71,6.71,8.34,8.34,9.07,9.07,7.25,7.25,7.25,7.25,7.25,7.25,8.7,9.43,9.43,8.7,6.89,6.89,6.89,6.89
N_0_13,N_0_12,12.088769802509027,6.71,6.71,6.71,6.71,6.71,6.71,8.34,8.34,9.07,9.07,7.25,7.25,7.25,7.25,7.25,7.25,8.7,9.43,9.43,8.7,6.89,6.89,6.89,6.89
N_0_13,N_2_14,4.456467305509602,4.55,4.55,4.55,4.55,4.55,4.55,6.95,6.95,8.02,8.02,5.35,5.35,5.35,5.35,5.35,5.35,7.49,8.56,8.56,7.49,4.81,4.81,4.81,4.81
N_0_13,N_2_13,2.367411692969856,3.88,3.88,3.88,3.88,3.88,3.88,6.44,6.44,7.58,7.58,4.73,4.73,4.73,4.73,4.73,4.73,7.01,8.14,8.14,7.01,4.17,4.17,4.17,4.17
N_0_14,N_0_16,5.353730605845199,5.46,5.46,5.46,5.46,5.46,5.46,8.35,8.35,9.64,9.64,6.42,6.42,6.42,6.42,6.42,6.42,8.99,10.28,10.28,8.99,5.78,5.78,5.78,5.78
N_0_14,N_2_15,9.638739885450525,5.35,5.35,5.35,5.35,5.35,5.35,6.65,6.65,7.23,7.23,5.78,5.78,5.78,5.78,5.78,5.78,6.94,7.52,7.52,6.94,5.49,5.49,5.49,5.49
N_0_14,N_2_16,5.904440320462524,6.02,6.02,6.02,6.02,6.02,6.02,9.21,9.21,10.63,10.63,7.09,7.09,7.09,7.09,7.09,7.09,9.92,11.34,11.34,9.92,6.38,6.38,6.38,6.38
N_0_14,N_1_14,3.3270878688970282,3.39,3.39,3.39,3.39,3.39,3.39,5.19,5.19,5.99,5.99,3.99,3.99,3.99,3.99,3.99,3.99,5.59,6.39,6.39,5.59,3.59,3.59,3.59,3.59
N_0_14,N_1_12,4.612597879783603,4.7,4.7,4.7,4.7,4.7,4.7,7.2,7.2,8.3,8.3,5.54,5.54,5.54,5.54,5.54,5.54,7.75,8.86,8.86,7.75,4.98,4.98,4.98,4.98
N_0_14,N_2_14,1.513950381557014,2.48,2.48,2.48,2.48,2.48,2.48,4.12,4.12,4.84,4.84,3.03,3.03,3.03,3.03,3.03,3.03,4.48,5.21,5.21,4.48,2.66,2.66,2.66,2.66
N_0_15,N_0_12,12.807211595016376,7.11,7.11,7.11,7.11,7.11,7.11,8.84,8.84,9.61,9.61,7.68,7.68,7.68,7.68,7.68,7.68,9.22,9.99,9.99,9.22,7.3,7.3,7.3,7.3
N_0_15,N_1_15,1.5116751468781877,2.48,2.48,2.48,2.48,2.48,2.48,4.11,4.11,4.84,4.84,3.02,3.02,3.02,3.02,3.02,3.02,4.47,5.2,5.2,4.47,2.66,2.66,2.66,2.66
N_0_15,N_0_18,1.7620536678068568,2.89,2.89,2.89,2.89,2.89,2.89,4.79,4.79,5.64,5.64,3.52,3.52,3.52,3.52,3.52,3.52,5.22,6.06,6.06,5.22,3.1,3.1,3.1,3.1
N_0_15,N_1_14,5.150632459366742,5.25,5.25,5.25,5.25,5.25,5.25,8.03,8.03,9.27,9.27,6.18,6.18,6.18,6.18,6.18,6.18,8.65,9.89,9.89,8.65,5.56,5.56,5.56,5.56
N_0_15,N_0_16,6.292300187381429,6.42,6.42,6.42,6.42,6.42,6.42,9.82,9.82,11.33,11.33,7.55,7.55,7.55,7.55,7.55,7.55,10.57,12.08,12.08,10.57,6.8,6.8,6.8,6.8
N_0_15,N_1_16,6.792429688565676,6.93,6.93,6.93,6.93,6.93,6.93,10.6,10.6,12.23,12.23,8.15,8.15,8.15,8.15,8.15,8.15,11.41,13.04,13.04,11.41,7.34,7.34,7.34,7.34
N_0_16,N_0_14,5.353730605845199,5.46,5.46,5.46,5.46,5.46,5.46,8.35,8.35,9.64,9.64,6.42,6.42,6.42,6.42,6.42,6.42,8.99,10.28,10.28,8.99,5.78,5.78,5.78,5.78
N_0_16,N_0_15,6.292300187381429,6.42,6.42,6.42,6.42,6.42,6.42,9.82,9.82,11.33,11.33,7.55,7.55,7.55,7.55,7.55,7.55,10.57,12.08,12.08,10.57,6.8,6.8,6.8,6.8
N_0_16,N_2_17,1.385301538351683,2.27,2.27,2.27,2.27,2.27,2.27,3.77,3.77,4.43,4.43,2.77,2.77,2.77,2.77,2.77,2.77,4.1,4.77,4.77,4.1,2.44,2.44,2.44,2.44
N_0_17,N_0_14,11.121601612890718,6.17,6.17,6.17,6.17,6.17,6.17,7.67,7.67,8.34,8.34,6.67,6.67,6.67,6.67,6.67,6.67,8.01,8.67,8.67,8.01,6.34,6.34,6.34,6.34
N_0_17,N_2_17,4.98701016919401,5.09,5.09,5.09,5.09,5.09,5.09,7.78,7.78,8.98,8.98,5.98,5.98,5.98,5.98,5.98,5.98,8.38,9.58,9.58,8.38,5.39,5.39,5.39,5.39
N_0_17,N_1_17,11.90925766001227,6.61,6.61,6.61,6.61,6.61,6.61,8.22,8.22,8.93,8.93,7.15,7.15,7.15,7.15,7.15,7.15,8.57,9.29,9.29,8.57,6.79,6.79,6.79,6.79
N_0_17,N_2_18,4.657170546227146,4.75,4.75,4.75,4.75,4.75,4.75,7.27,7.27,8.38,8.38,5.59,5.59,5.59,5.59,5.59,5.59,7.82,8.94,8.94,7.82,5.03,5.03,5.03,5.03
N_0_17,N_0_18,8.581500195984072,4.76,4.76,4.76,4.76,4.76,4.76,5.92,5.92,6.44,6.44,5.15,5.15,5.15,5.15,5.15,5.15,6.18,6.69,6.69,6.18,4.89,4.89,4.89,4.89
N_0_17,N_3_17,4.374905387350576,4.46,4.46,4.46,4.46,4.46,4.46,6.82,6.82,7.87,7.87,5.25,5.25,5.25,5.25,5.25,5.25,7.35,8.4,8.4,7.35,4.72,4.72,4.72,4.72
N_0_18,N_0_15,1.7620536678068568,2.89,2.89,2.89,2.89,2.89,2.89,4.79,4.79,5.64,5.64,3.52,3.52,3.52,3.52,3.52,3.52,5.22,6.06,6.06,5.22,3.1,3.1,3.1,3.1
N_0_18,N_0_17,8.581500195984072,4.76,4.76,4.76,4.76,4.76,4.76,5.92,5.92,6.44,6.44,5.15,5.15,5.15,5.15,5.15,5.15,6.18,6.69,6.69,6.18,4.89,4.89,4.89,4.89
N_0_18,N_2_20,3.2425271539109697,3.31,3.31,3.31,3.31,3.31,3.31,5.06,5.06,5.84,5.84,3.89,3.89,3.89,3.89,3.89,3.89,5.45,6.23,6.23,5.45,3.5,3.5,3.5,3.5
N_0_18,N_1_20,9.971296509743393,5.53,5.53,5.53,5.53,5.53,5.53,6.88,6.88,7.48,7.48,5.98,5.98,5.98,5.98,5.98,5.98,7.18,7.78,7.78,7.18,5.68,5.68,5.68,5.68
N_0_18,N_2_16,3.0887017562419543,3.15,3.15,3.15,3.15,3.15,3.15,4.82,4.82,5.56,5.56,3.71,3.71,3.71,3.71,3.71,3.71,5.19,5.93,5.93,5.19,3.34,3.34,3.34,3.34
N_0_19,N_1_18,13.957109458419932,7.75,7.75,7.75,7.75,7.75,7.75,9.63,9.63,10.47,10.47,8.37,8.37,8.37,8.37,8.37,8.37,10.05,10.89,10.89,10.05,7.96,7.96,7.96,7.96
N_0_19,N_0_21,13.640030620633034,7.57,7.57,7.57,7.57,7.57,7.57,9.41,9.41,10.23,10.23,8.18,8.18,8.18,8.18,8.18,8.18,9.82,10.64,10.64,9.82,7.77,7.77,7.77,7.77
N_0_19,N_2_21,6.834543067220414,6.97,6.97,6.97,6.97,6.97,6.97,10.66,10.66,12.3,12.3,8.2,8.2,8.2,8.2,8.2,8.2,11.48,13.12,13.12,11.48,7.38,7.38,7.38,7.38
N_0_19,N_1_21,5.384360234696458,5.49,5.49,5.49,5.49,5.49,5.49,8.4,8.4,9.69,9.69,6.46,6.46,6.46,6.46,6.46,6.46,9.05,10.34,10.34,9.05,5.82,5.82,5.82,5.82
N_0_19,N_0_20,3.59287690682925,3.66,3.66,3.66,3.66,3.66,3.66,5.6,5.6,6.47,6.47,4.31,4.31,4.31,4.31,4.31,4.31,6.04,6.9,6.9,6.04,3.88,3.88,3.88,3.88
N_0_19,N_0_16,1.2363880800920637,2.03,2.03,2.03,2.03,2.03,2.03,3.36,3.36,3.96,3.96,2.47,2.47,2.47,2.47,2.47,2.47,3.66,4.25,4.25,3.66,2.18,2.18,2.18,2.18
N_0_2,N_3_2,14.370929382975753,7.98,7.98,7.98,7.98,7.98,7.98,9.92,9.92,10.78,10.78,8.62,8.62,8.62,8.62,8.62,8.62,10.35,11.21,11.21,10.35,8.19,8.19,8.19,8.19
N_0_2,N_2_0,1.3549813444361989,2.22,2.22,2.22,2.22,2.22,2.22,3.69,3.69,4.34,4.34,2.71,2.71,2.71,2.71,2.71,2.71,4.01,4.66,4.66,4.01,2.38,2.38,2.38,2.38
N_0_2,N_1_1,4.464289115094088,4.55,4.55,4.55,4.55,4.55,4.55,6.96,6.96,8.04,8.04,5.36,5.36,5.36,5.36,5.36,5.36,7.5,8.57,8.57,7.5,4.82,4.82,4.82,4.82
N_0_2,N_2_2,4.356000138438139,4.44,4.44,4.44,4.44,4.44,4.44,6.8,6.8,7.84,7.84,5.23,5.23,5.23,5.23,5.23,5.23,7.32,8.36,8.36,7.32,4.7,4.7,4.7,4.7
N_0_2,N_1_0,3.5987796535563894,3.67,3.67,3.67,3.67,3.67,3.67,5.61,5.61,6.48,6.48,4.32,4.32,4.32,4.32,4.32,4.32,6.05,6.91,6.91,6.05,3.89,3.89,3.89,3.89
N_0_2,N_2_1,4.087315226472504,4.17,4.17,4.17,4.17,4.17,4.17,6.38,6.38,7.36,7.36,4.9,4.9,4.9,4.9,4.9,4.9,6.87,7.85,7.85,6.87,4.41,4.41,4.41,4.41
N_0_20,N_0_19,3.59287690682925,3.66,3.66,3.66,3.66,3.66,3.66,5.6,5.6,6.47,6.47,4.31,4.31,4.31,4.31,4.31,4.31,6.04,6.9,6.9,6.04,3.88,3.88,3.88,3.88
N_0_20,N_1_19,4.50933292601092,4.6,4.6,4.6,4.6,4.6,4.6,7.03,7.03,8.12,8.12,5.41,5.41,5.41,5.41,5.41,5.41,7.58,8.66,8.66,7.58,4.87,4.87,4.87,4.87
N_0_20,N_1_18,5.841739659463597,5.96,5.96,5.96,5.96,5.96,5.96,9.11,9.11,10.52,10.52,7.01,7.01,7.01,7.01,7.01,7.01,9.81,11.22,11.22,9.81,6.31,6.31,6.31,6.31
N_0_20,N_2_18,4.806561200343868,4.9,4.9,4.9,4.9,4.9,4.9,7.5,7.5,8.65,8.65,5.77,5.77,5.77,5.77,5.77,5.77,8.08,9.23,9.23,8.08,5.19,5.19,5.19,5.19
N_0_21,N_0_19,13.640030620633034,7.57,7.57,7.57,7.57,7.57,7.57,9.41,9.41,10.23,10.23,8.18,8.18,8.18,8.18,8.18,8.18,9.82,10.64,10.64,9.82,7.77,7.77,7.77,7.77
N_0_21,N_1_23,4.330703167053075,4.42,4.42,4.42,4.42,4.42,4.42,6.76,6.76,7.8,7.8,5.2,5.2,5.2,5.2,5.2,5.2,7.28,8.31,8.31,7.28,4.68,4.68,4.68,4.68
N_0_21,N_3_21,11.159379605332841,6.19,6.19,6.19,6.19,6.19,6.19,7.7,7.7,8.37,8.37,6.7,6.7,6.7,6.7,6.7,6.7,8.03,8.7,8.7,8.03,6.36,6.36,6.36,6.36
N_0_22,N_1_21,5.084468056533232,5.19,5.19,5.19,5.19,5.19,5.19,7.93,7.93,9.15,9.15,6.1,6.1,6.1,6.1,6.1,6.1,8.54,9.76,9.76,8.54,5.49,5.49,5.49,5.49
N_0_22,N_0_20,5.364373174797158,5.47,5.47,5.47,5.47,5.47,5.47,8.37,8.37,9.66,9.66,6.44,6.44,6.44,6.44,6.44,6.44,9.01,10.3,10.3,9.01,5.79,5.79,5.79,5.79
N_0_22,N_0_25,14.519081545011643,8.06,8.06,8.06,8.06,8.06,8.06,10.02,10.02,10.89,10.89,8.71,8.71,8.71,8.71,8.71,8.71,10.45,11.32,11.32,10.45,8.28,8.28,8.28,8.28
N_0_23,N_3_23,5.5564428970386786,5.67,5.67,5.67,5.67,5.67,5.67,8.67,8.67,10.0,10.0,6.67,6.67,6.67,6.67,6.67,6.67,9.33,10.67,10.67,9.33,6.0,6.0,6.0,6.0
N_0_23,N_2_23,9.639758854048528,5.35,5.35,5.35,5.35,5.35,5.35,6.65,6.65,7.23,7.23,5.78,5.78,5.78,5.78,5.78,5.78,6.94,7.52,7.52,6.94,5.49,5.49,5.49,5.49
N_0_23,N_0_21,8.100669060489137,4.5,4.5,4.5,4.5,4.5,4.5,5.59,5.59,6.08,6.08,4.86,4.86,4.86,4.86,4.86,4.86,5.83,6.32,6.32,5.83,4.62,4.62,4.62,4.62
N_0_24,N_0_21,6.946129555587268,7.09,7.09,7.09,7.09,7.09,7.09,10.84,10.84,12.5,12.5,8.34,8.34,8.34,8.34,8.34,8.34,11.67,13.34,13.34,11.67,7.5,7.5,7.5,7.5
N_0_24,N_3_24,13.814575434142682,7.67,7.67,7.67,7.67,7.67,7.67,9.53,9.53,10.36,10.36,8.29,8.29,8.29,8.29,8.29,8.29,9.95,10.78,10.78,9.95,7.87,7.87,7.87,7.87
N_0_24,N_0_25,2.1602067024548584,3.54,3.54,3.54,3.54,3.54,3.54,5.88,5.88,6.91,6.91,4.32,4.32,4.32,4.32,4.32,4.32,6.39,7.43,7.43,6.39,3.8,3.8,3.8,3.8
N_0_24,N_0_22,14.786235170995333,8.21,8.21,8.21,8.21,8.21,8.21,10.2,10.2,11.09,11.09,8.87,8.87,8.87,8.87,8.87,8.87,10.65,11.53,11.53,10.65,8.43,8.43,8.43,8.43
N_0_24,N_0_26,5.142492459508486,5.25,5.25,5.25,5.25,5.25,5.25,8.02,8.02,9.26,9.26,6.17,6.17,6.17,6.17,6.17,6.17,8.64,9.87,9.87,8.64,5.55,5.55,5.55,5.55
N_0_24,N_1_25,4.936644497885493,5.04,5.04,5.04,5.04,5.04,5.04,7.7,7.7,8.89,8.89,5.92,5.92,5.92,5.92,5.92,5.92,8.29,9.48,9.48,8.29,5.33,5.33,5.33,5.33
N_0_25,N_0_24,2.1602067024548584,3.54,3.54,3.54,3.54,3.54,3.54,5.88,5.88,6.91,6.91,4.32,4.32,4.32,4.32,4.32,4.32,6.39,7.43,7.43,6.39,3.8,3.8,3.8,3.8
N_0_25,N_2_26,4.513805267259167,4.6,4.6,4.6,4.6,4.6,4.6,7.04,7.04,8.12,8.12,5.42,5.42,5.42,5.42,5.42,5.42,7.58,8.67,8.67,7.58,4.87,4.87,4.87,4.87
N_0_25,N_0_28,1.0314157664743508,1.69,1.69,1.69,1.69,1.69,1.69,2.81,2.81,3.3,3.3,2.06,2.06,2.06,2.06,2.06,2.06,3.05,3.55,3.55,3.05,1.82,1.82,1.82,1.82
N_0_25,N_2_25,2.2312369520432216,3.66,3.66,3.66,3.66,3.66,3.66,6.07,6.07,7.14,7.14,4.46,4.46,4.46,4.46,4.46,4.46,6.6,7.68,7.68,6.6,3.93,3.93,3.93,3.93
N_0_26,N_2_24,1.3922791075654835,2.28,2.28,2.28,2.28,2.28,2.28,3.79,3.79,4.46,4.46,2.78,2.78,2.78,2.78,2.78,2.78,4.12,4.79,4.79,4.12,2.45,2.45,2.45,2.45
N_0_26,N_0_23,5.3678931929911675,5.48,5.48,5.48,5.48,5.48,5.48,8.37,8.37,9.66,9.66,6.44,6.44,6.44,6.44,6.44,6.44,9.02,10.31,10.31,9.02,5.8,5.8,5.8,5.8
N_0_26,N_2_25,5.592402208059757,5.7,5.7,5.7,5.7,5.7,5.7,8.72,8.72,10.07,10.07,6.71,6.71,6.71,6.71,6.71,6.71,9.4,10.74,10.74,9.4,6.04,6.04,6.04,6.04
N_0_26,N_3_26,13.385815956704883,7.43,7.43,7.43,7.43,7.43,7.43,9.24,9.24,10.04,10.04,8.03,8.03,8.03,8.03,8.03,8.03,9.64,10.44,10.44,9.64,7.63,7.63,7.63,7.63
N_0_26,N_0_24,2.144894280179719,3.52,3.52,3.52,3.52,3.52,3.52,5.83,5.83,6.86,6.86,4.29,4.29,4.29,4.29,4.29,4.29,6.35,7.38,7.38,6.35,3.78,3.78,3.78,3.78
N_0_26,N_2_28,5.184925533649528,5.29,5.29,5.29,5.29,5.29,5.29,8.09,8.09,9.33,9.33,6.22,6.22,6.22,6.22,6.22,6.22,8.71,9.96,9.96,8.71,5.6,5.6,5.6,5.6
N_0_26,N_1_27,5.26418152486611,5.37,5.37,5.37,5.37,5.37,5.37,8.21,8.21,9.48,9.48,6.32,6.32,6.32,6.32,6.32,6.32,8.84,10.11,10.11,8.84,5.69,5.69,5.69,5.69
N_0_27,N_2_29,11.539710591726974,6.4,6.4,6.4,6.4,6.4,6.4,7.96,7.96,8.65,8.65,6.92,6.92,6.92,6.92,6.92,6.92,8.31,9.0,9.0,8.31,6.58,6.58,6.58,6.58
N_0_27,N_2_28,4.903081392916572,5.0,5.0,5.0,5.0,5.0,5.0,7.65,7.65,8.83,8.83,5.88,5.88,5.88,5.88,5.88,5.88,8.24,9.41,9.41,8.24,5.3,5.3,5.3,5.3
N_0_27,N_2_25,4.792680545137899,4.89,4.89,4.89,4.89,4.89,4.89,7.48,7.48,8.63,8.63,5.75,5.75,5.75,5.75,5.75,5.75,8.05,9.2,9.2,8.05,5.18,5.18,5.18,5.18
N_0_27,N_2_26,9.242333672902735,5.13,5.13,5.13,5.13,5.13,5.13,6.38,6.38,6.93,6.93,5.55,5.55,5.55,5.55,5.55,5.55,6.65,7.21,7.21,6.65,5.27,5.27,5.27,5.27
N_0_27,N_0_26,4.538436712377004,4.63,4.63,4.63,4.63,4.63,4.63,7.08,7.08,8.17,8.17,5.45,5.45,5.45,5.45,5.45,5.45,7.62,8.71,8.71,7.62,4.9,4.9,4.9,4.9
N_0_27,N_1_27,1.8596235737278943,3.05,3.05,3.05,3.05,3.05,3.05,5.06,5.06,5.95,5.95,3.72,3.72,3.72,3.72,3.72,3.72,5.5,6.4,6.4,5.5,3.27,3.27,3.27,3.27
N_0_27,N_0_30,3.6646594255111156,3.74,3.74,3.74,3.74,3.74,3.74,5.72,5.72,6.6,6.6,4.4,4.4,4.4,4.4,4.4,4.4,6.16,7.04,7.04,6.16,3.96,3.96,3.96,3.96
N_0_28,N_0_25,1.0314157664743508,1.69,1.69,1.69,1.69,1.69,1.69,2.81,2.81,3.3,3.3,2.06,2.06,2.06,2.06,2.06,2.06,3.05,3.55,3.55,3.05,1.82,1.82,1.82,1.82
N_0_28,N_1_28,13.878275857814966,7.7,7.7,7.7,7.7,7.7,7.7,9.58,9.58,10.41,10.41,8.33,8.33,8.33,8.33,8.33,8.33,9.99,10.83,10.83,9.99,7.91,7.91,7.91,7.91
N_0_28,N_3_28,8.541559575232418,4.74,4.74,4.74,4.74,4.74,4.74,5.89,5.89,6.41,6.41,5.12,5.12,5.12,5.12,5.12,5.12,6.15,6.66,6.66,6.15,4.87,4.87,4.87,4.87
N_0_28,N_0_26,4.382224727486461,4.47,4.47,4.47,4.47,4.47,4.47,6.84,6.84,7.89,7.89,5.26,5.26,5.26,5.26,5.26,5.26,7.36,8.41,8.41,7.36,4.73,4.73,4.73,4.73
N_0_28,N_1_30,12.016756756103362,6.67,6.67,6.67,6.67,6.67,6.67,8.29,8.29,9.01,9.01,7.21,7.21,7.21,7.21,7.21,7.21,8.65,9.37,9.37,8.65,6.85,6.85,6.85,6.85
N_0_28,N_0_31,6.602674137167021,6.73,6.73,6.73,6.73,6.73,6.73,10.3,10.3,11.88,11.88,7.92,7.92,7.92,7.92,7.92,7.92,11.09,12.68,12.68,11.09,7.13,7.13,7.13,7.13
N_0_29,N_1_31,11.547018267843406,6.41,6.41,6.41,6.41,6.41,6.41,7.97,7.97,8.66,8.66,6.93,6.93,6.93,6.93,6.93,6.93,8.31,9.01,9.01,8.31,6.58,6.58,6.58,6.58
N_0_29,N_0_28,5.718220047957409,5.83,5.83,5.83,5.83,5.83,5.83,8.92,8.92,10.29,10.29,6.86,6.86,6.86,6.86,6.86,6.86,9.61,10.98,10.98,9.61,6.18,6.18,6.18,6.18
N_0_29,N_1_28,4.6618670851584145,4.76,4.76,4.76,4.76,4.76,4.76,7.27,7.27,8.39,8.39,5.59,5.59,5.59,5.59,5.59,5.59,7.83,8.95,8.95,7.83,5.03,5.03,5.03,5.03
N_0_29,N_1_27,4.271348583612026,4.36,4.36,4.36,4.36,4.36,4.36,6.66,6.66,7.69,7.69,5.13,5.13,5.13,5.13,5.13,5.13,7.18,8.2,8.2,7.18,4.61,4.61,4.61,4.61
N_0_3,N_1_2,4.274719474242522,4.36,4.36,4.36,4.36,4.36,4.36,6.67,6.67,7.69,7.69,5.13,5.13,5.13,5.13,5.13,5.13,7.18,8.21,8.21,7.18,4.62,4.62,4.62,4.62
N_0_3,N_1_4,9.485448304048283,5.26,5.26,5.26,5.26,5.26,5.26,6.54,6.54,7.11,7.11,5.69,5.69,5.69,5.69,5.69,5.69,6.83,7.4,7.4,6.83,5.41,5.41,5.41,5.41
N_0_3,N_3_3,4.260111375062966,4.35,4.35,4.35,4.35,4.35,4.35,6.65,6.65,7.67,7.67,5.11,5.11,5.11,5.11,5.11,5.11,7.16,8.18,8.18,7.16,4.6,4.6,4.6,4.6
N_0_3,N_2_2,5.849366147799018,5.97,5.97,5.97,5.97,5.97,5.97,9.13,9.13,10.53,10.53,7.02,7.02,7.02,7.02,7.02,7.02,9.83,11.23,11.23,9.83,6.32,6.32,6.32,6.32
N_0_3,N_0_6,10.001123729852736,5.55,5.55,5.55,5.55,5.55,5.55,6.9,6.9,7.5,7.5,6.0,6.0,6.0,6.0,6.0,6.0,7.2,7.8,7.8,7.2,5.7,5.7,5.7,5.7
N_0_3,N_2_4,5.845304802334909,5.96,5.96,5.96,5.96,5.96,5.96,9.12,9.12,10.52,10.52,7.01,7.01,7.01,7.01,7.01,7.01,9.82,11.22,11.22,9.82,6.31,6.31,6.31,6.31
