source,destination,distance,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_20,time_21,time_22,time_23
N_0_24,N_0_23,8.368261784978653,4.64,4.64,4.64,4.64,4.64,4.64,5.77,5.77,6.28,6.28,5.02,5.02,5.02,5.02,5.02,5.02,6.03,6.53,6.53,6.03,4.77,4.77,4.77,4.77
N_0_24,N_1_26,11.586424140607733,6.43,6.43,6.43,6.43,6.43,6.43,7.99,7.99,8.69,8.69,6.95,6.95,6.95,6.95,6.95,6.95,8.34,9.04,9.04,8.34,6.6,6.6,6.6,6.6
N_0_25,N_0_26,3.844935916881249,3.92,3.92,3.92,3.92,3.92,3.92,6.0,6.0,6.92,6.92,4.61,4.61,4.61,4.61,4.61,4.61,6.46,7.38,7.38,6.46,4.15,4.15,4.15,4.15
N_0_25,N_1_26,10.296856491564888,5.71,5.71,5.71,5.71,5.71,5.71,7.1,7.1,7.72,7.72,6.18,6.18,6.18,6.18,6.18,6.18,7.41,8.03,8.03,7.41,5.87,5.87,5.87,5.87
N_0_26,N_0_25,3.844935916881249,3.92,3.92,3.92,3.92,3.92,3.92,6.0,6.0,6.92,6.92,4.61,4.61,4.61,4.61,4.61,4.61,6.46,7.38,7.38,6.46,4.15,4.15,4.15,4.15
N_0_26,N_2_27,0.5846045231255828,0.96,0.96,0.96,0.96,0.96,0.96,1.59,1.59,1.87,1.87,1.17,1.17,1.17,1.17,1.17,1.17,1.73,2.01,2.01,1.73,1.03,1.03,1.03,1.03
N_0_27,N_0_28,10.273377256118597,5.7,5.7,5.7,5.7,5.7,5.7,7.09,7.09,7.71,7.71,6.16,6.16,6.16,6.16,6.16,6.16,7.4,8.01,8.01,7.4,5.86,5.86,5.86,5.86
N_0_27,N_0_25,6.328103652286829,6.45,6.45,6.45,6.45,6.45,6.45,9.87,9.87,11.39,11.39,7.59,7.59,7.59,7.59,7.59,7.59,10.63,12.15,12.15,10.63,6.83,6.83,6.83,6.83
N_0_28,N_0_29,3.8862882355770054,3.96,3.96,3.96,3.96,3.96,3.96,6.06,6.06,7.0,7.0,4.66,4.66,4.66,4.66,4.66,4.66,6.53,7.46,7.46,6.53,4.2,4.2,4.2,4.2
N_0_28,N_0_30,12.432572668777304,6.9,6.9,6.9,6.9,6.9,6.9,8.58,8.58,9.32,9.32,7.46,7.46,7.46,7.46,7.46,7.46,8.95,9.7,9.7,8.95,7.09,7.09,7.09,7.09
N_0_28,N_2_29,13.433597605270347,7.46,7.46,7.46,7.46,7.46,7.46,9.27,9.27,10.08,10.08,8.06,8.06,8.06,8.06,8.06,8.06,9.67,10.48,10.48,9.67,7.66,7.66,7.66,7.66
N_0_28,N_1_27,1.7908859523391276,2.94,2.94,2.94,2.94,2.94,2.94,4.87,4.87,5.73,5.73,3.58,3.58,3.58,3.58,3.58,3.58,5.3,6.16,6.16,5.3,3.15,3.15,3.15,3.15
N_0_28,N_2_27,9.791777554012109,5.43,5.43,5.43,5.43,5.43,5.43,6.76,6.76,7.34,7.34,5.88,5.88,5.88,5.88,5.88,5.88,7.05,7.64,7.64,7.05,5.58,5.58,5.58,5.58
N_0_28,N_1_29,13.314066660318993,7.39,7.39,7.39,7.39,7.39,7.39,9.19,9.19,9.99,9.99,7.99,7.99,7.99,7.99,7.99,7.99,9.59,10.38,10.38,9.59,7.59,7.59,7.59,7.59
N_0_29,N_2_28,5.525540480101718,5.64,5.64,5.64,5.64,5.64,5.64,8.62,8.62,9.95,9.95,6.63,6.63,6.63,6.63,6.63,6.63,9.28,10.61,10.61,9.28,5.97,5.97,5.97,5.97
N_0_29,N_2_29,4.407768890480306,4.5,4.5,4.5,4.5,4.5,4.5,6.88,6.88,7.93,7.93,5.29,5.29,5.29,5.29,5.29,5.29,7.41,8.46,8.46,7.41,4.76,4.76,4.76,4.76
N_0_29,N_2_30,3.1504289822843683,3.21,3.21,3.21,3.21,3.21,3.21,4.91,4.91,5.67,5.67,3.78,3.78,3.78,3.78,3.78,3.78,5.29,6.05,6.05,5.29,3.4,3.4,3.4,3.4
N_0_29,N_1_31,12.512665287030861,6.94,6.94,6.94,6.94,6.94,6.94,8.63,8.63,9.38,9.38,7.51,7.51,7.51,7.51,7.51,7.51,9.01,9.76,9.76,9.01,7.13,7.13,7.13,7.13
N_0_3,N_0_4,4.902516111772278,5.0,5.0,5.0,5.0,5.0,5.0,7.65,7.65,8.82,8.82,5.88,5.88,5.88,5.88,5.88,5.88,8.24,9.41,9.41,8.24,5.29,5.29,5.29,5.29
N_0_3,N_1_5,8.724513140892741,4.84,4.84,4.84,4.84,4.84,4.84,6.02,6.02,6.54,6.54,5.23,5.23,5.23,5.23,5.23,5.23,6.28,6.81,6.81,6.28,4.97,4.97,4.97,4.97
N_0_30,N_0_28,12.432572668777304,6.9,6.9,6.9,6.9,6.9,6.9,8.58,8.58,9.32,9.32,7.46,7.46,7.46,7.46,7.46,7.46,8.95,9.7,9.7,8.95,7.09,7.09,7.09,7.09
N_0_30,N_0_31,6.097859154294942,6.22,6.22,6.22,6.22,6.22,6.22,9.51,9.51,10.98,10.98,7.32,7.32,7.32,7.32,7.32,7.32,10.24,11.71,11.71,10.24,6.59,6.59,6.59,6.59
N_0_30,N_1_28,12.416206021093856,6.89,6.89,6.89,6.89,6.89,6.89,8.57,8.57,9.31,9.31,7.45,7.45,7.45,7.45,7.45,7.45,8.94,9.68,9.68,8.94,7.08,7.08,7.08,7.08
N_0_30,N_1_30,5.23185284967361,5.34,5.34,5.34,5.34,5.34,5.34,8.16,8.16,9.42,9.42,6.28,6.28,6.28,6.28,6.28,6.28,8.79,10.05,10.05,8.79,5.65,5.65,5.65,5.65
N_0_31,N_0_30,6.097859154294942,6.22,6.22,6.22,6.22,6.22,6.22,9.51,9.51,10.98,10.98,7.32,7.32,7.32,7.32,7.32,7.32,10.24,11.71,11.71,10.24,6.59,6.59,6.59,6.59
N_0_31,N_1_32,12.961838100597376,7.19,7.19,7.19,7.19,7.19,7.19,8.94,8.94,9.72,9.72,7.78,7.78,7.78,7.78,7.78,7.78,9.33,10.11,10.11,9.33,7.39,7.39,7.39,7.39
N_0_32,N_1_30,6.804677254384537,6.94,6.94,6.94,6.94,6.94,6.94,10.62,10.62,12.25,12.25,8.17,8.17,8.17,8.17,8.17,8.17,11.43,13.06,13.06,11.43,7.35,7.35,7.35,7.35
N_0_32,N_0_34,3.768020934657545,3.84,3.84,3.84,3.84,3.84,3.84,5.88,5.88,6.78,6.78,4.52,4.52,4.52,4.52,4.52,4.52,6.33,7.23,7.23,6.33,4.07,4.07,4.07,4.07
N_0_32,N_0_30,10.070544711582352,5.59,5.59,5.59,5.59,5.59,5.59,6.95,6.95,7.55,7.55,6.04,6.04,6.04,6.04,6.04,6.04,7.25,7.86,7.86,7.25,5.74,5.74,5.74,5.74
N_0_32,N_1_32,5.159083033654684,5.26,5.26,5.26,5.26,5.26,5.26,8.05,8.05,9.29,9.29,6.19,6.19,6.19,6.19,6.19,6.19,8.67,9.91,9.91,8.67,5.57,5.57,5.57,5.57
N_0_32,N_0_33,5.6477169494856705,5.76,5.76,5.76,5.76,5.76,5.76,8.81,8.81,10.17,10.17,6.78,6.78,6.78,6.78,6.78,6.78,9.49,10.84,10.84,9.49,6.1,6.1,6.1,6.1
N_0_32,N_1_34,5.388985764286514,5.5,5.5,5.5,5.5,5.5,5.5,8.41,8.41,9.7,9.7,6.47,6.47,6.47,6.47,6.47,6.47,9.05,10.35,10.35,9.05,5.82,5.82,5.82,5.82
N_0_32,N_2_31,12.849919486028586,7.13,7.13,7.13,7.13,7.13,7.13,8.87,8.87,9.64,9.64,7.71,7.71,7.71,7.71,7.71,7.71,9.25,10.02,10.02,9.25,7.32,7.32,7.32,7.32
N_0_33,N_1_33,6.13520143773937,6.26,6.26,6.26,6.26,6.26,6.26,9.57,9.57,11.04,11.04,7.36,7.36,7.36,7.36,7.36,7.36,10.31,11.78,11.78,10.31,6.63,6.63,6.63,6.63
N_0_33,N_2_33,14.759176460358255,8.19,8.19,8.19,8.19,8.19,8.19,10.18,10.18,11.07,11.07,8.86,8.86,8.86,8.86,8.86,8.86,10.63,11.51,11.51,10.63,8.41,8.41,8.41,8.41
N_0_33,N_0_32,0.8880323524451397,1.46,1.46,1.46,1.46,1.46,1.46,2.42,2.42,2.84,2.84,1.78,1.78,1.78,1.78,1.78,1.78,2.63,3.05,3.05,2.63,1.56,1.56,1.56,1.56
N_0_33,N_0_35,4.762389614036082,4.86,4.86,4.86,4.86,4.86,4.86,7.43,7.43,8.57,8.57,5.71,5.71,5.71,5.71,5.71,5.71,8.0,9.14,9.14,8.0,5.14,5.14,5.14,5.14
N_0_34,N_0_36,6.496467780208948,6.63,6.63,6.63,6.63,6.63,6.63,10.13,10.13,11.69,11.69,7.8,7.8,7.8,7.8,7.8,7.8,10.91,12.47,12.47,10.91,7.02,7.02,7.02,7.02
N_0_34,N_1_32,13.921245937134069,7.73,7.73,7.73,7.73,7.73,7.73,9.61,9.61,10.44,10.44,8.35,8.35,8.35,8.35,8.35,8.35,10.02,10.86,10.86,10.02,7.94,7.94,7.94,7.94
N_0_34,N_2_33,13.341817812041835,7.4,7.4,7.4,7.4,7.4,7.4,9.21,9.21,10.01,10.01,8.01,8.01,8.01,8.01,8.01,8.01,9.61,10.41,10.41,9.61,7.6,7.6,7.6,7.6
N_0_34,N_2_35,0.7946973119832086,1.3,1.3,1.3,1.3,1.3,1.3,2.16,2.16,2.54,2.54,1.59,1.59,1.59,1.59,1.59,1.59,2.35,2.73,2.73,2.35,1.4,1.4,1.4,1.4
N_0_35,N_1_34,1.2498253468355351,2.05,2.05,2.05,2.05,2.05,2.05,3.4,3.4,4.0,4.0,2.5,2.5,2.5,2.5,2.5,2.5,3.7,4.3,4.3,3.7,2.2,2.2,2.2,2.2
N_0_35,N_2_35,2.1783525752232116,3.57,3.57,3.57,3.57,3.57,3.57,5.93,5.93,6.97,6.97,4.36,4.36,4.36,4.36,4.36,4.36,6.45,7.49,7.49,6.45,3.83,3.83,3.83,3.83
N_0_35,N_0_33,3.5503983509034867,3.62,3.62,3.62,3.62,3.62,3.62,5.54,5.54,6.39,6.39,4.26,4.26,4.26,4.26,4.26,4.26,5.96,6.82,6.82,5.96,3.83,3.83,3.83,3.83
N_0_35,N_0_34,1.8921439771519672,3.1,3.1,3.1,3.1,3.1,3.1,5.15,5.15,6.05,6.05,3.78,3.78,3.78,3.78,3.78,3.78,5.6,6.51,6.51,5.6,3.33,3.33,3.33,3.33
N_0_36,N_0_34,6.496467780208948,6.63,6.63,6.63,6.63,6.63,6.63,10.13,10.13,11.69,11.69,7.8,7.8,7.8,7.8,7.8,7.8,10.91,12.47,12.47,10.91,7.02,7.02,7.02,7.02
N_0_36,N_2_37,10.016711046274613,5.56,5.56,5.56,5.56,5.56,5.56,6.91,6.91,7.51,7.51,6.01,6.01,6.01,6.01,6.01,6.01,7.21,7.81,7.81,7.21,5.71,5.71,5.71,5.71
N_0_36,N_2_36,10.938778806274101,6.07,6.07,6.07,6.07,6.07,6.07,7.55,7.55,8.2,8.2,6.56,6.56,6.56,6.56,6.56,6.56,7.88,8.53,8.53,7.88,6.24,6.24,6.24,6.24
N_0_37,N_2_37,8.010950351533793,4.45,4.45,4.45,4.45,4.45,4.45,5.53,5.53,6.01,6.01,4.81,4.81,4.81,4.81,4.81,4.81,5.77,6.25,6.25,5.77,4.57,4.57,4.57,4.57
N_0_37,N_0_38,3.74925564719353,3.82,3.82,3.82,3.82,3.82,3.82,5.85,5.85,6.75,6.75,4.5,4.5,4.5,4.5,4.5,4.5,6.3,7.2,7.2,6.3,4.05,4.05,4.05,4.05
N_0_38,N_0_37,3.74925564719353,3.82,3.82,3.82,3.82,3.82,3.82,5.85,5.85,6.75,6.75,4.5,4.5,4.5,4.5,4.5,4.5,6.3,7.2,7.2,6.3,4.05,4.05,4.05,4.05
N_0_38,N_2_37,10.708169250691503,5.94,5.94,5.94,5.94,5.94,5.94,7.39,7.39,8.03,8.03,6.42,6.42,6.42,6.42,6.42,6.42,7.71,8.35,8.35,7.71,6.1,6.1,6.1,6.1
N_0_38,N_0_36,4.428375506058932,4.52,4.52,4.52,4.52,4.52,4.52,6.91,6.91,7.97,7.97,5.31,5.31,5.31,5.31,5.31,5.31,7.44,8.5,8.5,7.44,4.78,4.78,4.78,4.78
N_0_39,N_1_39,4.3541890327188035,4.44,4.44,4.44,4.44,4.44,4.44,6.79,6.79,7.84,7.84,5.23,5.23,5.23,5.23,5.23,5.23,7.32,8.36,8.36,7.32,4.7,4.7,4.7,4.7
N_0_39,N_1_37,1.869365132817967,3.07,3.07,3.07,3.07,3.07,3.07,5.08,5.08,5.98,5.98,3.74,3.74,3.74,3.74,3.74,3.74,5.53,6.43,6.43,5.53,3.29,3.29,3.29,3.29
N_0_39,N_0_38,3.729111993655493,3.8,3.8,3.8,3.8,3.8,3.8,5.82,5.82,6.71,6.71,4.47,4.47,4.47,4.47,4.47,4.47,6.26,7.16,7.16,6.26,4.03,4.03,4.03,4.03
N_0_39,N_1_38,6.774420602848517,6.91,6.91,6.91,6.91,6.91,6.91,10.57,10.57,12.19,12.19,8.13,8.13,8.13,8.13,8.13,8.13,11.38,13.01,13.01,11.38,7.32,7.32,7.32,7.32
N_0_39,N_2_39,13.537764492603308,7.51,7.51,7.51,7.51,7.51,7.51,9.34,9.34,10.15,10.15,8.12,8.12,8.12,8.12,8.12,8.12,9.75,10.56,10.56,9.75,7.72,7.72,7.72,7.72
N_0_4,N_0_2,3.8600922653099876,3.94,3.94,3.94,3.94,3.94,3.94,6.02,6.02,6.95,6.95,4.63,4.63,4.63,4.63,4.63,4.63,6.48,7.41,7.41,6.48,4.17,4.17,4.17,4.17
N_0_4,N_0_3,4.902516111772278,5.0,5.0,5.0,5.0,5.0,5.0,7.65,7.65,8.82,8.82,5.88,5.88,5.88,5.88,5.88,5.88,8.24,9.41,9.41,8.24,5.29,5.29,5.29,5.29
N_0_4,N_1_5,10.57613422020271,5.87,5.87,5.87,5.87,5.87,5.87,7.3,7.3,7.93,7.93,6.35,6.35,6.35,6.35,6.35,6.35,7.61,8.25,8.25,7.61,6.03,6.03,6.03,6.03
N_0_5,N_2_6,1.9541626486852715,3.2,3.2,3.2,3.2,3.2,3.2,5.32,5.32,6.25,6.25,3.91,3.91,3.91,3.91,3.91,3.91,5.78,6.72,6.72,5.78,3.44,3.44,3.44,3.44
N_0_5,N_2_5,6.289365118159546,6.42,6.42,6.42,6.42,6.42,6.42,9.81,9.81,11.32,11.32,7.55,7.55,7.55,7.55,7.55,7.55,10.57,12.08,12.08,10.57,6.79,6.79,6.79,6.79
N_0_6,N_0_4,3.169420651400518,3.23,3.23,3.23,3.23,3.23,3.23,4.94,4.94,5.7,5.7,3.8,3.8,3.8,3.8,3.8,3.8,5.32,6.09,6.09,5.32,3.42,3.42,3.42,3.42
