source,destination,distance,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_20,time_21,time_22,time_23
N_0_10,N_2_10,9.50953207966831,5.28,5.28,5.28,5.28,5.28,5.28,6.56,6.56,7.13,7.13,5.71,5.71,5.71,5.71,5.71,5.71,6.85,7.42,7.42,6.85,5.42,5.42,5.42,5.42
N_0_10,N_1_10,5.483646974741581,5.59,5.59,5.59,5.59,5.59,5.59,8.55,8.55,9.87,9.87,6.58,6.58,6.58,6.58,6.58,6.58,9.21,10.53,10.53,9.21,5.92,5.92,5.92,5.92
N_0_11,N_2_11,10.153378950876556,5.64,5.64,5.64,5.64,5.64,5.64,7.01,7.01,7.62,7.62,6.09,6.09,6.09,6.09,6.09,6.09,7.31,7.92,7.92,7.31,5.79,5.79,5.79,5.79
N_0_11,N_0_9,11.779784933445274,6.54,6.54,6.54,6.54,6.54,6.54,8.13,8.13,8.83,8.83,7.07,7.07,7.07,7.07,7.07,7.07,8.48,9.19,9.19,8.48,6.71,6.71,6.71,6.71
N_0_12,N_1_13,5.9861904524805585,6.11,6.11,6.11,6.11,6.11,6.11,9.34,9.34,10.78,10.78,7.18,7.18,7.18,7.18,7.18,7.18,10.06,11.49,11.49,10.06,6.47,6.47,6.47,6.47
N_0_12,N_2_12,12.74183481967899,7.07,7.07,7.07,7.07,7.07,7.07,8.79,8.79,9.56,9.56,7.65,7.65,7.65,7.65,7.65,7.65,9.17,9.94,9.94,9.17,7.26,7.26,7.26,7.26
N_0_12,N_2_13,5.387445163966767,5.5,5.5,5.5,5.5,5.5,5.5,8.4,8.4,9.7,9.7,6.46,6.46,6.46,6.46,6.46,6.46,9.05,10.34,10.34,9.05,5.82,5.82,5.82,5.82
N_0_13,N_0_11,12.231402997717389,6.79,6.79,6.79,6.79,6.79,6.79,8.44,8.44,9.17,9.17,7.34,7.34,7.34,7.34,7.34,7.34,8.81,9.54,9.54,8.81,6.97,6.97,6.97,6.97
N_0_13,N_1_12,9.854461351933567,5.47,5.47,5.47,5.47,5.47,5.47,6.8,6.8,7.39,7.39,5.91,5.91,5.91,5.91,5.91,5.91,7.1,7.69,7.69,7.1,5.62,5.62,5.62,5.62
N_0_13,N_1_14,3.562082687159234,3.63,3.63,3.63,3.63,3.63,3.63,5.56,5.56,6.41,6.41,4.27,4.27,4.27,4.27,4.27,4.27,5.98,6.84,6.84,5.98,3.85,3.85,3.85,3.85
N_0_14,N_0_12,1.810000178932174,2.97,2.97,2.97,2.97,2.97,2.97,4.92,4.92,5.79,5.79,3.62,3.62,3.62,3.62,3.62,3.62,5.36,6.23,6.23,5.36,3.19,3.19,3.19,3.19
N_0_14,N_1_13,4.633450160311115,4.73,4.73,4.73,4.73,4.73,4.73,7.23,7.23,8.34,8.34,5.56,5.56,5.56,5.56,5.56,5.56,7.78,8.9,8.9,7.78,5.0,5.0,5.0,5.0
N_0_14,N_1_15,14.235925124149299,7.9,7.9,7.9,7.9,7.9,7.9,9.82,9.82,10.68,10.68,8.54,8.54,8.54,8.54,8.54,8.54,10.25,11.1,11.1,10.25,8.11,8.11,8.11,8.11
N_0_14,N_2_15,4.301337295816554,4.39,4.39,4.39,4.39,4.39,4.39,6.71,6.71,7.74,7.74,5.16,5.16,5.16,5.16,5.16,5.16,7.23,8.26,8.26,7.23,4.65,4.65,4.65,4.65
N_0_15,N_0_16,1.4219235879253862,2.33,2.33,2.33,2.33,2.33,2.33,3.87,3.87,4.55,4.55,2.84,2.84,2.84,2.84,2.84,2.84,4.21,4.89,4.89,4.21,2.5,2.5,2.5,2.5
N_0_15,N_2_16,10.384771364424903,5.76,5.76,5.76,5.76,5.76,5.76,7.17,7.17,7.79,7.79,6.23,6.23,6.23,6.23,6.23,6.23,7.48,8.1,8.1,7.48,5.92,5.92,5.92,5.92
N_0_15,N_1_14,2.4603713709109574,4.04,4.04,4.04,4.04,4.04,4.04,6.69,6.69,7.87,7.87,4.92,4.92,4.92,4.92,4.92,4.92,7.28,8.46,8.46,7.28,4.33,4.33,4.33,4.33
N_0_15,N_0_17,13.832074896878655,7.68,7.68,7.68,7.68,7.68,7.68,9.54,9.54,10.37,10.37,8.3,8.3,8.3,8.3,8.3,8.3,9.96,10.79,10.79,9.96,7.88,7.88,7.88,7.88
N_0_16,N_0_15,1.4219235879253862,2.33,2.33,2.33,2.33,2.33,2.33,3.87,3.87,4.55,4.55,2.84,2.84,2.84,2.84,2.84,2.84,4.21,4.89,4.89,4.21,2.5,2.5,2.5,2.5
N_0_16,N_1_14,2.395624354554174,3.93,3.93,3.93,3.93,3.93,3.93,6.52,6.52,7.67,7.67,4.79,4.79,4.79,4.79,4.79,4.79,7.09,8.24,8.24,7.09,4.22,4.22,4.22,4.22
N_0_17,N_0_18,5.8937653708994695,6.01,6.01,6.01,6.01,6.01,6.01,9.19,9.19,10.61,10.61,7.07,7.07,7.07,7.07,7.07,7.07,9.9,11.32,11.32,9.9,6.37,6.37,6.37,6.37
N_0_17,N_2_17,3.7287591924776784,3.8,3.8,3.8,3.8,3.8,3.8,5.82,5.82,6.71,6.71,4.47,4.47,4.47,4.47,4.47,4.47,6.26,7.16,7.16,6.26,4.03,4.03,4.03,4.03
N_0_17,N_2_16,6.345171131352879,6.47,6.47,6.47,6.47,6.47,6.47,9.9,9.9,11.42,11.42,7.61,7.61,7.61,7.61,7.61,7.61,10.66,12.18,12.18,10.66,6.85,6.85,6.85,6.85
N_0_18,N_0_17,5.8937653708994695,6.01,6.01,6.01,6.01,6.01,6.01,9.19,9.19,10.61,10.61,7.07,7.07,7.07,7.07,7.07,7.07,9.9,11.32,11.32,9.9,6.37,6.37,6.37,6.37
N_0_18,N_2_19,11.696948219026535,6.49,6.49,6.49,6.49,6.49,6.49,8.07,8.07,8.77,8.77,7.02,7.02,7.02,7.02,7.02,7.02,8.42,9.12,9.12,8.42,6.67,6.67,6.67,6.67
N_0_18,N_2_17,14.785348526719353,8.21,8.21,8.21,8.21,8.21,8.21,10.2,10.2,11.09,11.09,8.87,8.87,8.87,8.87,8.87,8.87,10.65,11.53,11.53,10.65,8.43,8.43,8.43,8.43
N_0_18,N_1_18,6.325040220231495,6.45,6.45,6.45,6.45,6.45,6.45,9.87,9.87,11.39,11.39,7.59,7.59,7.59,7.59,7.59,7.59,10.63,12.14,12.14,10.63,6.83,6.83,6.83,6.83
N_0_18,N_1_19,4.087591361938303,4.17,4.17,4.17,4.17,4.17,4.17,6.38,6.38,7.36,7.36,4.91,4.91,4.91,4.91,4.91,4.91,6.87,7.85,7.85,6.87,4.41,4.41,4.41,4.41
N_0_18,N_0_20,6.04789355210518,6.17,6.17,6.17,6.17,6.17,6.17,9.43,9.43,10.89,10.89,7.26,7.26,7.26,7.26,7.26,7.26,10.16,11.61,11.61,10.16,6.53,6.53,6.53,6.53
N_0_19,N_1_17,8.989994254251437,4.99,4.99,4.99,4.99,4.99,4.99,6.2,6.2,6.74,6.74,5.39,5.39,5.39,5.39,5.39,5.39,6.47,7.01,7.01,6.47,5.12,5.12,5.12,5.12
N_0_19,N_1_20,4.040318808630426,4.12,4.12,4.12,4.12,4.12,4.12,6.3,6.3,7.27,7.27,4.85,4.85,4.85,4.85,4.85,4.85,6.79,7.76,7.76,6.79,4.36,4.36,4.36,4.36
N_0_19,N_0_21,1.5490520584935727,2.54,2.54,2.54,2.54,2.54,2.54,4.21,4.21,4.96,4.96,3.1,3.1,3.1,3.1,3.1,3.1,4.59,5.33,5.33,4.59,2.73,2.73,2.73,2.73
N_0_19,N_0_17,10.642523921401244,5.91,5.91,5.91,5.91,5.91,5.91,7.34,7.34,7.98,7.98,6.39,6.39,6.39,6.39,6.39,6.39,7.66,8.3,8.3,7.66,6.07,6.07,6.07,6.07
N_0_19,N_2_19,3.8530947757128375,3.93,3.93,3.93,3.93,3.93,3.93,6.01,6.01,6.94,6.94,4.62,4.62,4.62,4.62,4.62,4.62,6.47,7.4,7.4,6.47,4.16,4.16,4.16,4.16
N_0_19,N_2_20,12.457807947566302,6.91,6.91,6.91,6.91,6.91,6.91,8.6,8.6,9.34,9.34,7.47,7.47,7.47,7.47,7.47,7.47,8.97,9.72,9.72,8.97,7.1,7.1,7.1,7.1
N_0_2,N_0_3,4.177774311207302,4.26,4.26,4.26,4.26,4.26,4.26,6.52,6.52,7.52,7.52,5.01,5.01,5.01,5.01,5.01,5.01,7.02,8.02,8.02,7.02,4.51,4.51,4.51,4.51
N_0_2,N_2_1,5.33355862481216,5.44,5.44,5.44,5.44,5.44,5.44,8.32,8.32,9.6,9.6,6.4,6.4,6.4,6.4,6.4,6.4,8.96,10.24,10.24,8.96,5.76,5.76,5.76,5.76
N_0_2,N_0_0,5.241696510190327,5.35,5.35,5.35,5.35,5.35,5.35,8.18,8.18,9.44,9.44,6.29,6.29,6.29,6.29,6.29,6.29,8.81,10.06,10.06,8.81,5.66,5.66,5.66,5.66
N_0_2,N_1_2,4.829486226649215,4.93,4.93,4.93,4.93,4.93,4.93,7.53,7.53,8.69,8.69,5.8,5.8,5.8,5.8,5.8,5.8,8.11,9.27,9.27,8.11,5.22,5.22,5.22,5.22
N_0_20,N_0_18,6.04789355210518,6.17,6.17,6.17,6.17,6.17,6.17,9.43,9.43,10.89,10.89,7.26,7.26,7.26,7.26,7.26,7.26,10.16,11.61,11.61,10.16,6.53,6.53,6.53,6.53
N_0_20,N_1_20,6.239364779759545,6.36,6.36,6.36,6.36,6.36,6.36,9.73,9.73,11.23,11.23,7.49,7.49,7.49,7.49,7.49,7.49,10.48,11.98,11.98,10.48,6.74,6.74,6.74,6.74
N_0_20,N_2_19,5.043679371372343,5.14,5.14,5.14,5.14,5.14,5.14,7.87,7.87,9.08,9.08,6.05,6.05,6.05,6.05,6.05,6.05,8.47,9.68,9.68,8.47,5.45,5.45,5.45,5.45
N_0_20,N_0_19,6.563461766913576,6.69,6.69,6.69,6.69,6.69,6.69,10.24,10.24,11.81,11.81,7.88,7.88,7.88,7.88,7.88,7.88,11.03,12.6,12.6,11.03,7.09,7.09,7.09,7.09
N_0_20,N_1_19,14.523611478173867,8.06,8.06,8.06,8.06,8.06,8.06,10.02,10.02,10.89,10.89,8.71,8.71,8.71,8.71,8.71,8.71,10.46,11.33,11.33,10.46,8.28,8.28,8.28,8.28
N_0_21,N_0_19,1.5490520584935727,2.54,2.54,2.54,2.54,2.54,2.54,4.21,4.21,4.96,4.96,3.1,3.1,3.1,3.1,3.1,3.1,4.59,5.33,5.33,4.59,2.73,2.73,2.73,2.73
N_0_21,N_1_23,12.335172812388446,6.85,6.85,6.85,6.85,6.85,6.85,8.51,8.51,9.25,9.25,7.4,7.4,7.4,7.4,7.4,7.4,8.88,9.62,9.62,8.88,7.03,7.03,7.03,7.03
N_0_21,N_0_22,2.297503652662799,3.77,3.77,3.77,3.77,3.77,3.77,6.25,6.25,7.35,7.35,4.6,4.6,4.6,4.6,4.6,4.6,6.8,7.9,7.9,6.8,4.04,4.04,4.04,4.04
N_0_21,N_2_21,3.9316835297531596,4.01,4.01,4.01,4.01,4.01,4.01,6.13,6.13,7.08,7.08,4.72,4.72,4.72,4.72,4.72,4.72,6.61,7.55,7.55,6.61,4.25,4.25,4.25,4.25
N_0_22,N_0_21,2.297503652662799,3.77,3.77,3.77,3.77,3.77,3.77,6.25,6.25,7.35,7.35,4.6,4.6,4.6,4.6,4.6,4.6,6.8,7.9,7.9,6.8,4.04,4.04,4.04,4.04
N_0_22,N_1_20,4.985186926650992,5.08,5.08,5.08,5.08,5.08,5.08,7.78,7.78,8.97,8.97,5.98,5.98,5.98,5.98,5.98,5.98,8.38,9.57,9.57,8.38,5.38,5.38,5.38,5.38
N_0_22,N_0_23,3.777131987293222,3.85,3.85,3.85,3.85,3.85,3.85,5.89,5.89,6.8,6.8,4.53,4.53,4.53,4.53,4.53,4.53,6.35,7.25,7.25,6.35,4.08,4.08,4.08,4.08
N_0_23,N_1_23,4.671398784306893,4.76,4.76,4.76,4.76,4.76,4.76,7.29,7.29,8.41,8.41,5.61,5.61,5.61,5.61,5.61,5.61,7.85,8.97,8.97,7.85,5.05,5.05,5.05,5.05
N_0_23,N_0_22,3.0317581891302594,3.09,3.09,3.09,3.09,3.09,3.09,4.73,4.73,5.46,5.46,3.64,3.64,3.64,3.64,3.64,3.64,5.09,5.82,5.82,5.09,3.27,3.27,3.27,3.27
N_0_23,N_1_21,5.751563712997967,5.87,5.87,5.87,5.87,5.87,5.87,8.97,8.97,10.35,10.35,6.9,6.9,6.9,6.9,6.9,6.9,9.66,11.04,11.04,9.66,6.21,6.21,6.21,6.21
N_0_23,N_1_22,6.622817252946579,6.76,6.76,6.76,6.76,6.76,6.76,10.33,10.33,11.92,11.92,7.95,7.95,7.95,7.95,7.95,7.95,11.13,12.72,12.72,11.13,7.15,7.15,7.15,7.15
N_0_24,N_0_26,6.068020746316731,6.19,6.19,6.19,6.19,6.19,6.19,9.47,9.47,10.92,10.92,7.28,7.28,7.28,7.28,7.28,7.28,10.19,11.65,11.65,10.19,6.55,6.55,6.55,6.55
N_0_24,N_2_23,3.2705026839478784,3.34,3.34,3.34,3.34,3.34,3.34,5.1,5.1,5.89,5.89,3.92,3.92,3.92,3.92,3.92,3.92,5.49,6.28,6.28,5.49,3.53,3.53,3.53,3.53
N_0_24,N_1_26,6.28129350109572,6.41,6.41,6.41,6.41,6.41,6.41,9.8,9.8,11.31,11.31,7.54,7.54,7.54,7.54,7.54,7.54,10.55,12.06,12.06,10.55,6.78,6.78,6.78,6.78
N_0_25,N_1_26,4.364732829973169,4.45,4.45,4.45,4.45,4.45,4.45,6.81,6.81,7.86,7.86,5.24,5.24,5.24,5.24,5.24,5.24,7.33,8.38,8.38,7.33,4.71,4.71,4.71,4.71
N_0_25,N_1_27,10.10616448866913,5.61,5.61,5.61,5.61,5.61,5.61,6.97,6.97,7.58,7.58,6.06,6.06,6.06,6.06,6.06,6.06,7.28,7.88,7.88,7.28,5.76,5.76,5.76,5.76
N_0_25,N_2_24,0.8199167198972972,1.34,1.34,1.34,1.34,1.34,1.34,2.23,2.23,2.62,2.62,1.64,1.64,1.64,1.64,1.64,1.64,2.43,2.82,2.82,2.43,1.44,1.44,1.44,1.44
N_0_25,N_0_27,9.136647624532522,5.07,5.07,5.07,5.07,5.07,5.07,6.3,6.3,6.85,6.85,5.48,5.48,5.48,5.48,5.48,5.48,6.58,7.13,7.13,6.58,5.21,5.21,5.21,5.21
N_0_26,N_0_24,4.200524576404538,4.28,4.28,4.28,4.28,4.28,4.28,6.55,6.55,7.56,7.56,5.04,5.04,5.04,5.04,5.04,5.04,7.06,8.07,8.07,7.06,4.54,4.54,4.54,4.54
N_0_26,N_2_27,3.535132199418357,3.61,3.61,3.61,3.61,3.61,3.61,5.51,5.51,6.36,6.36,4.24,4.24,4.24,4.24,4.24,4.24,5.94,6.79,6.79,5.94,3.82,3.82,3.82,3.82
N_0_26,N_1_25,3.9978761969036065,4.08,4.08,4.08,4.08,4.08,4.08,6.24,6.24,7.2,7.2,4.8,4.8,4.8,4.8,4.8,4.8,6.72,7.68,7.68,6.72,4.32,4.32,4.32,4.32
N_0_26,N_0_28,13.565265595899326,7.53,7.53,7.53,7.53,7.53,7.53,9.36,9.36,10.17,10.17,8.14,8.14,8.14,8.14,8.14,8.14,9.77,10.58,10.58,9.77,7.73,7.73,7.73,7.73
N_0_26,N_2_25,5.210485955593188,5.31,5.31,5.31,5.31,5.31,5.31,8.13,8.13,9.38,9.38,6.25,6.25,6.25,6.25,6.25,6.25,8.75,10.0,10.0,8.75,5.63,5.63,5.63,5.63
N_0_27,N_0_25,9.136647624532522,5.07,5.07,5.07,5.07,5.07,5.07,6.3,6.3,6.85,6.85,5.48,5.48,5.48,5.48,5.48,5.48,6.58,7.13,7.13,6.58,5.21,5.21,5.21,5.21
N_0_27,N_1_27,5.328769392422222,5.44,5.44,5.44,5.44,5.44,5.44,8.31,8.31,9.59,9.59,6.39,6.39,6.39,6.39,6.39,6.39,8.95,10.23,10.23,8.95,5.76,5.76,5.76,5.76
N_0_27,N_2_27,6.071332736971496,6.19,6.19,6.19,6.19,6.19,6.19,9.47,9.47,10.93,10.93,7.29,7.29,7.29,7.29,7.29,7.29,10.2,11.66,11.66,10.2,6.56,6.56,6.56,6.56
N_0_27,N_1_29,5.534384765597654,5.65,5.65,5.65,5.65,5.65,5.65,8.63,8.63,9.96,9.96,6.64,6.64,6.64,6.64,6.64,6.64,9.3,10.63,10.63,9.3,5.98,5.98,5.98,5.98
N_0_27,N_2_26,2.243641318126403,3.68,3.68,3.68,3.68,3.68,3.68,6.1,6.1,7.18,7.18,4.49,4.49,4.49,4.49,4.49,4.49,6.64,7.72,7.72,6.64,3.95,3.95,3.95,3.95
N_0_28,N_0_26,13.565265595899326,7.53,7.53,7.53,7.53,7.53,7.53,9.36,9.36,10.17,10.17,8.14,8.14,8.14,8.14,8.14,8.14,9.77,10.58,10.58,9.77,7.73,7.73,7.73,7.73
N_0_28,N_0_30,4.3508741643384745,4.44,4.44,4.44,4.44,4.44,4.44,6.79,6.79,7.83,7.83,5.22,5.22,5.22,5.22,5.22,5.22,7.31,8.35,8.35,7.31,4.7,4.7,4.7,4.7
N_0_28,N_1_28,2.0001354004335434,3.28,3.28,3.28,3.28,3.28,3.28,5.44,5.44,6.4,6.4,4.0,4.0,4.0,4.0,4.0,4.0,5.92,6.88,6.88,5.92,3.52,3.52,3.52,3.52
N_0_29,N_2_29,8.319481721741614,4.62,4.62,4.62,4.62,4.62,4.62,5.74,5.74,6.24,6.24,4.99,4.99,4.99,4.99,4.99,4.99,5.99,6.49,6.49,5.99,4.74,4.74,4.74,4.74
N_0_29,N_1_28,4.972424371896778,5.07,5.07,5.07,5.07,5.07,5.07,7.76,7.76,8.95,8.95,5.97,5.97,5.97,5.97,5.97,5.97,8.35,9.55,9.55,8.35,5.37,5.37,5.37,5.37
N_0_3,N_0_4,6.615853222842487,6.75,6.75,6.75,6.75,6.75,6.75,10.32,10.32,11.91,11.91,7.94,7.94,7.94,7.94,7.94,7.94,11.11,12.7,12.7,11.11,7.15,7.15,7.15,7.15
N_0_3,N_2_4,2.1810316054379593,3.58,3.58,3.58,3.58,3.58,3.58,5.93,5.93,6.98,6.98,4.36,4.36,4.36,4.36,4.36,4.36,6.46,7.5,7.5,6.46,3.84,3.84,3.84,3.84
N_0_3,N_2_2,1.3941171553503149,2.29,2.29,2.29,2.29,2.29,2.29,3.79,3.79,4.46,4.46,2.79,2.79,2.79,2.79,2.79,2.79,4.13,4.8,4.8,4.13,2.45,2.45,2.45,2.45
N_0_3,N_0_5,2.08645493567057,3.42,3.42,3.42,3.42,3.42,3.42,5.68,5.68,6.68,6.68,4.17,4.17,4.17,4.17,4.17,4.17,6.18,7.18,7.18,6.18,3.67,3.67,3.67,3.67
N_0_3,N_1_2,14.873383545925417,8.25,8.25,8.25,8.25,8.25,8.25,10.26,10.26,11.16,11.16,8.92,8.92,8.92,8.92,8.92,8.92,10.71,11.6,11.6,10.71,8.48,8.48,8.48,8.48
N_0_3,N_1_3,2.4840764347304187,4.07,4.07,4.07,4.07,4.07,4.07,6.76,6.76,7.95,7.95,4.97,4.97,4.97,4.97,4.97,4.97,7.35,8.55,8.55,7.35,4.37,4.37,4.37,4.37
N_0_3,N_1_1,4.115770682467639,4.2,4.2,4.2,4.2,4.2,4.2,6.42,6.42,7.41,7.41,4.94,4.94,4.94,4.94,4.94,4.94,6.91,7.9,7.9,6.91,4.45,4.45,4.45,4.45
N_0_30,N_0_28,4.3508741643384745,4.44,4.44,4.44,4.44,4.44,4.44,6.79,6.79,7.83,7.83,5.22,5.22,5.22,5.22,5.22,5.22,7.31,8.35,8.35,7.31,4.7,4.7,4.7,4.7
N_0_30,N_1_32,6.277999720315088,6.4,6.4,6.4,6.4,6.4,6.4,9.79,9.79,11.3,11.3,7.53,7.53,7.53,7.53,7.53,7.53,10.55,12.05,12.05,10.55,6.78,6.78,6.78,6.78
N_0_31,N_2_30,1.831738874527772,3.0,3.0,3.0,3.0,3.0,3.0,4.98,4.98,5.86,5.86,3.66,3.66,3.66,3.66,3.66,3.66,5.42,6.3,6.3,5.42,3.22,3.22,3.22,3.22
N_0_31,N_0_29,13.921026118529523,7.73,7.73,7.73,7.73,7.73,7.73,9.61,9.61,10.44,10.44,8.35,8.35,8.35,8.35,8.35,8.35,10.02,10.86,10.86,10.02,7.93,7.93,7.93,7.93
N_0_32,N_1_34,6.88925858462427,7.03,7.03,7.03,7.03,7.03,7.03,10.75,10.75,12.4,12.4,8.27,8.27,8.27,8.27,8.27,8.27,11.57,13.23,13.23,11.57,7.44,7.44,7.44,7.44
N_0_32,N_1_30,3.143359567001606,3.21,3.21,3.21,3.21,3.21,3.21,4.9,4.9,5.66,5.66,3.77,3.77,3.77,3.77,3.77,3.77,5.28,6.04,6.04,5.28,3.39,3.39,3.39,3.39
N_0_32,N_1_33,11.7551082245242,6.52,6.52,6.52,6.52,6.52,6.52,8.11,8.11,8.82,8.82,7.05,7.05,7.05,7.05,7.05,7.05,8.46,9.17,9.17,8.46,6.7,6.7,6.7,6.7
N_0_33,N_1_35,3.3156121545080963,3.38,3.38,3.38,3.38,3.38,3.38,5.17,5.17,5.97,5.97,3.98,3.98,3.98,3.98,3.98,3.98,5.57,6.37,6.37,5.57,3.58,3.58,3.58,3.58
N_0_33,N_2_34,5.511895263666753,5.62,5.62,5.62,5.62,5.62,5.62,8.6,8.6,9.92,9.92,6.61,6.61,6.61,6.61,6.61,6.61,9.26,10.58,10.58,9.26,5.95,5.95,5.95,5.95
N_0_34,N_1_33,4.010474388070704,4.09,4.09,4.09,4.09,4.09,4.09,6.26,6.26,7.22,7.22,4.81,4.81,4.81,4.81,4.81,4.81,6.74,7.7,7.7,6.74,4.33,4.33,4.33,4.33
N_0_34,N_2_33,4.320371043400609,4.41,4.41,4.41,4.41,4.41,4.41,6.74,6.74,7.78,7.78,5.18,5.18,5.18,5.18,5.18,5.18,7.26,8.3,8.3,7.26,4.67,4.67,4.67,4.67
N_0_35,N_0_34,5.632853056132694,5.75,5.75,5.75,5.75,5.75,5.75,8.79,8.79,10.14,10.14,6.76,6.76,6.76,6.76,6.76,6.76,9.46,10.82,10.82,9.46,6.08,6.08,6.08,6.08
N_0_35,N_0_36,1.2015883838766783,1.97,1.97,1.97,1.97,1.97,1.97,3.27,3.27,3.85,3.85,2.4,2.4,2.4,2.4,2.4,2.4,3.56,4.13,4.13,3.56,2.11,2.11,2.11,2.11
N_0_36,N_0_35,1.2015883838766783,1.97,1.97,1.97,1.97,1.97,1.97,3.27,3.27,3.85,3.85,2.4,2.4,2.4,2.4,2.4,2.4,3.56,4.13,4.13,3.56,2.11,2.11,2.11,2.11
N_0_36,N_1_36,4.910908623346405,5.01,5.01,5.01,5.01,5.01,5.01,7.66,7.66,8.84,8.84,5.89,5.89,5.89,5.89,5.89,5.89,8.25,9.43,9.43,8.25,5.3,5.3,5.3,5.3
N_0_36,N_2_37,1.7316034773066131,2.84,2.84,2.84,2.84,2.84,2.84,4.71,4.71,5.54,5.54,3.46,3.46,3.46,3.46,3.46,3.46,5.13,5.96,5.96,5.13,3.05,3.05,3.05,3.05
N_0_36,N_1_34,4.589679251014043,4.68,4.68,4.68,4.68,4.68,4.68,7.16,7.16,8.26,8.26,5.51,5.51,5.51,5.51,5.51,5.51,7.71,8.81,8.81,7.71,4.96,4.96,4.96,4.96
N_0_37,N_0_39,3.112240783184804,3.17,3.17,3.17,3.17,3.17,3.17,4.86,4.86,5.6,5.6,3.73,3.73,3.73,3.73,3.73,3.73,5.23,5.98,5.98,5.23,3.36,3.36,3.36,3.36
N_0_37,N_2_37,5.609134581627227,5.72,5.72,5.72,5.72,5.72,5.72,8.75,8.75,10.1,10.1,6.73,6.73,6.73,6.73,6.73,6.73,9.42,10.77,10.77,9.42,6.06,6.06,6.06,6.06
N_0_37,N_1_35,9.713557429526771,5.39,5.39,5.39,5.39,5.39,5.39,6.7,6.7,7.29,7.29,5.83,5.83,5.83,5.83,5.83,5.83,6.99,7.58,7.58,6.99,5.54,5.54,5.54,5.54
N_0_37,N_1_36,10.934775908661322,6.07,6.07,6.07,6.07,6.07,6.07,7.54,7.54,8.2,8.2,6.56,6.56,6.56,6.56,6.56,6.56,7.87,8.53,8.53,7.87,6.23,6.23,6.23,6.23
N_0_37,N_0_38,1.4141990199768526,2.32,2.32,2.32,2.32,2.32,2.32,3.85,3.85,4.53,4.53,2.83,2.83,2.83,2.83,2.83,2.83,4.19,4.86,4.86,4.19,2.49,2.49,2.49,2.49
N_0_37,N_1_39,2.0085751133357572,3.29,3.29,3.29,3.29,3.29,3.29,5.46,5.46,6.43,6.43,4.02,4.02,4.02,4.02,4.02,4.02,5.95,6.91,6.91,5.95,3.54,3.54,3.54,3.54
