node_id,x,y
N_10_39,10.0,39.0
N_10_4,10.0,4.0
N_10_40,10.0,40.0
N_10_41,10.0,41.0
N_10_42,10.0,42.0
N_10_43,10.0,43.0
N_10_44,10.0,44.0
N_10_45,10.0,45.0
N_10_46,10.0,46.0
N_10_47,10.0,47.0
N_10_48,10.0,48.0
N_10_49,10.0,49.0
N_10_5,10.0,5.0
N_10_50,10.0,50.0
N_10_51,10.0,51.0
N_10_52,10.0,52.0
N_10_53,10.0,53.0
N_10_54,10.0,54.0
N_10_55,10.0,55.0
N_10_56,10.0,56.0
N_10_57,10.0,57.0
N_10_58,10.0,58.0
N_10_59,10.0,59.0
N_10_6,10.0,6.0
N_10_60,10.0,60.0
N_10_61,10.0,61.0
N_10_62,10.0,62.0
N_10_63,10.0,63.0
N_10_64,10.0,64.0
N_10_65,10.0,65.0
N_10_66,10.0,66.0
N_10_67,10.0,67.0
N_10_68,10.0,68.0
N_10_69,10.0,69.0
N_10_7,10.0,7.0
N_10_70,10.0,70.0
N_10_71,10.0,71.0
N_10_72,10.0,72.0
N_10_73,10.0,73.0
N_10_74,10.0,74.0
N_10_75,10.0,75.0
N_10_76,10.0,76.0
N_10_77,10.0,77.0
N_10_78,10.0,78.0
N_10_79,10.0,79.0
N_10_8,10.0,8.0
N_10_80,10.0,80.0
N_10_81,10.0,81.0
N_10_82,10.0,82.0
N_10_83,10.0,83.0
N_10_84,10.0,84.0
N_10_85,10.0,85.0
N_10_86,10.0,86.0
N_10_87,10.0,87.0
N_10_88,10.0,88.0
N_10_89,10.0,89.0
N_10_9,10.0,9.0
N_10_90,10.0,90.0
N_10_91,10.0,91.0
N_10_92,10.0,92.0
N_10_93,10.0,93.0
N_10_94,10.0,94.0
N_10_95,10.0,95.0
N_10_96,10.0,96.0
N_10_97,10.0,97.0
N_10_98,10.0,98.0
N_10_99,10.0,99.0
N_11_0,11.0,0.0
N_11_1,11.0,1.0
N_11_10,11.0,10.0
N_11_11,11.0,11.0
N_11_12,11.0,12.0
N_11_13,11.0,13.0
N_11_14,11.0,14.0
N_11_15,11.0,15.0
N_11_16,11.0,16.0
N_11_17,11.0,17.0
N_11_18,11.0,18.0
N_11_19,11.0,19.0
N_11_2,11.0,2.0
N_11_20,11.0,20.0
N_11_21,11.0,21.0
N_11_22,11.0,22.0
N_11_23,11.0,23.0
N_11_24,11.0,24.0
N_11_25,11.0,25.0
N_11_26,11.0,26.0
N_11_27,11.0,27.0
N_11_28,11.0,28.0
N_11_29,11.0,29.0
N_11_3,11.0,3.0
N_11_30,11.0,30.0
N_11_31,11.0,31.0
N_11_32,11.0,32.0
N_11_33,11.0,33.0
N_11_34,11.0,34.0
N_11_35,11.0,35.0
N_11_36,11.0,36.0
N_11_37,11.0,37.0
N_11_38,11.0,38.0
N_11_39,11.0,39.0
N_11_4,11.0,4.0
N_11_40,11.0,40.0
N_11_41,11.0,41.0
N_11_42,11.0,42.0
N_11_43,11.0,43.0
N_11_44,11.0,44.0
N_11_45,11.0,45.0
N_11_46,11.0,46.0
N_11_47,11.0,47.0
N_11_48,11.0,48.0
N_11_49,11.0,49.0
N_11_5,11.0,5.0
N_11_50,11.0,50.0
N_11_51,11.0,51.0
N_11_52,11.0,52.0
N_11_53,11.0,53.0
N_11_54,11.0,54.0
N_11_55,11.0,55.0
N_11_56,11.0,56.0
N_11_57,11.0,57.0
N_11_58,11.0,58.0
N_11_59,11.0,59.0
N_11_6,11.0,6.0
N_11_60,11.0,60.0
N_11_61,11.0,61.0
N_11_62,11.0,62.0
N_11_63,11.0,63.0
N_11_64,11.0,64.0
N_11_65,11.0,65.0
N_11_66,11.0,66.0
N_11_67,11.0,67.0
N_11_68,11.0,68.0
N_11_69,11.0,69.0
N_11_7,11.0,7.0
N_11_70,11.0,70.0
N_11_71,11.0,71.0
N_11_72,11.0,72.0
N_11_73,11.0,73.0
N_11_74,11.0,74.0
N_11_75,11.0,75.0
N_11_76,11.0,76.0
N_11_77,11.0,77.0
N_11_78,11.0,78.0
N_11_79,11.0,79.0
N_11_8,11.0,8.0
N_11_80,11.0,80.0
N_11_81,11.0,81.0
N_11_82,11.0,82.0
N_11_83,11.0,83.0
N_11_84,11.0,84.0
N_11_85,11.0,85.0
N_11_86,11.0,86.0
N_11_87,11.0,87.0
N_11_88,11.0,88.0
N_11_89,11.0,89.0
N_11_9,11.0,9.0
N_11_90,11.0,90.0
N_11_91,11.0,91.0
N_11_92,11.0,92.0
N_11_93,11.0,93.0
N_11_94,11.0,94.0
N_11_95,11.0,95.0
N_11_96,11.0,96.0
N_11_97,11.0,97.0
N_11_98,11.0,98.0
N_11_99,11.0,99.0
N_12_0,12.0,0.0
N_12_1,12.0,1.0
N_12_10,12.0,10.0
N_12_11,12.0,11.0
N_12_12,12.0,12.0
N_12_13,12.0,13.0
N_12_14,12.0,14.0
N_12_15,12.0,15.0
N_12_16,12.0,16.0
N_12_17,12.0,17.0
N_12_18,12.0,18.0
N_12_19,12.0,19.0
N_12_2,12.0,2.0
N_12_20,12.0,20.0
N_12_21,12.0,21.0
N_12_22,12.0,22.0
N_12_23,12.0,23.0
N_12_24,12.0,24.0
N_12_25,12.0,25.0
N_12_26,12.0,26.0
N_12_27,12.0,27.0
N_12_28,12.0,28.0
N_12_29,12.0,29.0
N_12_3,12.0,3.0
N_12_30,12.0,30.0
N_12_31,12.0,31.0
N_12_32,12.0,32.0
N_12_33,12.0,33.0
N_12_34,12.0,34.0
N_12_35,12.0,35.0
N_12_36,12.0,36.0
N_12_37,12.0,37.0
N_12_38,12.0,38.0
N_12_39,12.0,39.0
N_12_4,12.0,4.0
N_12_40,12.0,40.0
N_12_41,12.0,41.0
N_12_42,12.0,42.0
N_12_43,12.0,43.0
N_12_44,12.0,44.0
N_12_45,12.0,45.0
N_12_46,12.0,46.0
N_12_47,12.0,47.0
N_12_48,12.0,48.0
N_12_49,12.0,49.0
N_12_5,12.0,5.0
N_12_50,12.0,50.0
N_12_51,12.0,51.0
N_12_52,12.0,52.0
N_12_53,12.0,53.0
N_12_54,12.0,54.0
N_12_55,12.0,55.0
N_12_56,12.0,56.0
N_12_57,12.0,57.0
N_12_58,12.0,58.0
N_12_59,12.0,59.0
N_12_6,12.0,6.0
N_12_60,12.0,60.0
N_12_61,12.0,61.0
N_12_62,12.0,62.0
N_12_63,12.0,63.0
N_12_64,12.0,64.0
N_12_65,12.0,65.0
N_12_66,12.0,66.0
N_12_67,12.0,67.0
N_12_68,12.0,68.0
N_12_69,12.0,69.0
N_12_7,12.0,7.0
N_12_70,12.0,70.0
N_12_71,12.0,71.0
N_12_72,12.0,72.0
N_12_73,12.0,73.0
N_12_74,12.0,74.0
N_12_75,12.0,75.0
N_12_76,12.0,76.0
N_12_77,12.0,77.0
N_12_78,12.0,78.0
N_12_79,12.0,79.0
N_12_8,12.0,8.0
N_12_80,12.0,80.0
N_12_81,12.0,81.0
N_12_82,12.0,82.0
N_12_83,12.0,83.0
N_12_84,12.0,84.0
N_12_85,12.0,85.0
N_12_86,12.0,86.0
N_12_87,12.0,87.0
N_12_88,12.0,88.0
N_12_89,12.0,89.0
N_12_9,12.0,9.0
N_12_90,12.0,90.0
N_12_91,12.0,91.0
N_12_92,12.0,92.0
N_12_93,12.0,93.0
N_12_94,12.0,94.0
N_12_95,12.0,95.0
N_12_96,12.0,96.0
N_12_97,12.0,97.0
N_12_98,12.0,98.0
N_12_99,12.0,99.0
N_13_0,13.0,0.0
N_13_1,13.0,1.0
N_13_10,13.0,10.0
N_13_11,13.0,11.0
N_13_12,13.0,12.0
N_13_13,13.0,13.0
N_13_14,13.0,14.0
N_13_15,13.0,15.0
N_13_16,13.0,16.0
N_13_17,13.0,17.0
N_13_18,13.0,18.0
N_13_19,13.0,19.0
N_13_2,13.0,2.0
N_13_20,13.0,20.0
N_13_21,13.0,21.0
N_13_22,13.0,22.0
N_13_23,13.0,23.0
N_13_24,13.0,24.0
N_13_25,13.0,25.0
N_13_26,13.0,26.0
N_13_27,13.0,27.0
N_13_28,13.0,28.0
N_13_29,13.0,29.0
N_13_3,13.0,3.0
N_13_30,13.0,30.0
N_13_31,13.0,31.0
N_13_32,13.0,32.0
N_13_33,13.0,33.0
N_13_34,13.0,34.0
N_13_35,13.0,35.0
N_13_36,13.0,36.0
N_13_37,13.0,37.0
N_13_38,13.0,38.0
N_13_39,13.0,39.0
N_13_4,13.0,4.0
N_13_40,13.0,40.0
N_13_41,13.0,41.0
N_13_42,13.0,42.0
N_13_43,13.0,43.0
N_13_44,13.0,44.0
N_13_45,13.0,45.0
N_13_46,13.0,46.0
N_13_47,13.0,47.0
N_13_48,13.0,48.0
N_13_49,13.0,49.0
N_13_5,13.0,5.0
N_13_50,13.0,50.0
N_13_51,13.0,51.0
N_13_52,13.0,52.0
N_13_53,13.0,53.0
N_13_54,13.0,54.0
N_13_55,13.0,55.0
N_13_56,13.0,56.0
N_13_57,13.0,57.0
N_13_58,13.0,58.0
N_13_59,13.0,59.0
N_13_6,13.0,6.0
N_13_60,13.0,60.0
N_13_61,13.0,61.0
N_13_62,13.0,62.0
N_13_63,13.0,63.0
N_13_64,13.0,64.0
N_13_65,13.0,65.0
N_13_66,13.0,66.0
N_13_67,13.0,67.0
N_13_68,13.0,68.0
N_13_69,13.0,69.0
N_13_7,13.0,7.0
N_13_70,13.0,70.0
N_13_71,13.0,71.0
N_13_72,13.0,72.0
N_13_73,13.0,73.0
N_13_74,13.0,74.0
N_13_75,13.0,75.0
N_13_76,13.0,76.0
N_13_77,13.0,77.0
N_13_78,13.0,78.0
N_13_79,13.0,79.0
N_13_8,13.0,8.0
N_13_80,13.0,80.0
N_13_81,13.0,81.0
N_13_82,13.0,82.0
N_13_83,13.0,83.0
N_13_84,13.0,84.0
N_13_85,13.0,85.0
N_13_86,13.0,86.0
N_13_87,13.0,87.0
N_13_88,13.0,88.0
N_13_89,13.0,89.0
N_13_9,13.0,9.0
N_13_90,13.0,90.0
N_13_91,13.0,91.0
N_13_92,13.0,92.0
N_13_93,13.0,93.0
N_13_94,13.0,94.0
N_13_95,13.0,95.0
N_13_96,13.0,96.0
N_13_97,13.0,97.0
N_13_98,13.0,98.0
N_13_99,13.0,99.0
N_14_0,14.0,0.0
N_14_1,14.0,1.0
N_14_10,14.0,10.0
N_14_11,14.0,11.0
N_14_12,14.0,12.0
N_14_13,14.0,13.0
N_14_14,14.0,14.0
N_14_15,14.0,15.0
N_14_16,14.0,16.0
N_14_17,14.0,17.0
N_14_18,14.0,18.0
N_14_19,14.0,19.0
N_14_2,14.0,2.0
N_14_20,14.0,20.0
N_14_21,14.0,21.0
N_14_22,14.0,22.0
N_14_23,14.0,23.0
N_14_24,14.0,24.0
N_14_25,14.0,25.0
N_14_26,14.0,26.0
N_14_27,14.0,27.0
N_14_28,14.0,28.0
N_14_29,14.0,29.0
N_14_3,14.0,3.0
N_14_30,14.0,30.0
N_14_31,14.0,31.0
N_14_32,14.0,32.0
N_14_33,14.0,33.0
N_14_34,14.0,34.0
N_14_35,14.0,35.0
N_14_36,14.0,36.0
N_14_37,14.0,37.0
N_14_38,14.0,38.0
N_14_39,14.0,39.0
N_14_4,14.0,4.0
N_14_40,14.0,40.0
N_14_41,14.0,41.0
N_14_42,14.0,42.0
N_14_43,14.0,43.0
N_14_44,14.0,44.0
N_14_45,14.0,45.0
N_14_46,14.0,46.0
N_14_47,14.0,47.0
N_14_48,14.0,48.0
N_14_49,14.0,49.0
N_14_5,14.0,5.0
N_14_50,14.0,50.0
N_14_51,14.0,51.0
N_14_52,14.0,52.0
N_14_53,14.0,53.0
N_14_54,14.0,54.0
N_14_55,14.0,55.0
N_14_56,14.0,56.0
N_14_57,14.0,57.0
N_14_58,14.0,58.0
N_14_59,14.0,59.0
N_14_6,14.0,6.0
N_14_60,14.0,60.0
N_14_61,14.0,61.0
N_14_62,14.0,62.0
N_14_63,14.0,63.0
N_14_64,14.0,64.0
N_14_65,14.0,65.0
N_14_66,14.0,66.0
N_14_67,14.0,67.0
N_14_68,14.0,68.0
N_14_69,14.0,69.0
N_14_7,14.0,7.0
N_14_70,14.0,70.0
N_14_71,14.0,71.0
N_14_72,14.0,72.0
N_14_73,14.0,73.0
N_14_74,14.0,74.0
N_14_75,14.0,75.0
N_14_76,14.0,76.0
N_14_77,14.0,77.0
N_14_78,14.0,78.0
N_14_79,14.0,79.0
N_14_8,14.0,8.0
N_14_80,14.0,80.0
N_14_81,14.0,81.0
N_14_82,14.0,82.0
N_14_83,14.0,83.0
N_14_84,14.0,84.0
N_14_85,14.0,85.0
N_14_86,14.0,86.0
N_14_87,14.0,87.0
N_14_88,14.0,88.0
N_14_89,14.0,89.0
N_14_9,14.0,9.0
N_14_90,14.0,90.0
N_14_91,14.0,91.0
N_14_92,14.0,92.0
N_14_93,14.0,93.0
N_14_94,14.0,94.0
N_14_95,14.0,95.0
N_14_96,14.0,96.0
N_14_97,14.0,97.0
N_14_98,14.0,98.0
N_14_99,14.0,99.0
N_15_0,15.0,0.0
N_15_1,15.0,1.0
N_15_10,15.0,10.0
N_15_11,15.0,11.0
N_15_12,15.0,12.0
N_15_13,15.0,13.0
N_15_14,15.0,14.0
N_15_15,15.0,15.0
N_15_16,15.0,16.0
N_15_17,15.0,17.0
N_15_18,15.0,18.0
N_15_19,15.0,19.0
N_15_2,15.0,2.0
N_15_20,15.0,20.0
N_15_21,15.0,21.0
N_15_22,15.0,22.0
N_15_23,15.0,23.0
N_15_24,15.0,24.0
N_15_25,15.0,25.0
N_15_26,15.0,26.0
N_15_27,15.0,27.0
N_15_28,15.0,28.0
N_15_29,15.0,29.0
N_15_3,15.0,3.0
N_15_30,15.0,30.0
N_15_31,15.0,31.0
N_15_32,15.0,32.0
N_15_33,15.0,33.0
N_15_34,15.0,34.0
N_15_35,15.0,35.0
N_15_36,15.0,36.0
N_15_37,15.0,37.0
N_15_38,15.0,38.0
N_15_39,15.0,39.0
N_15_4,15.0,4.0
N_15_40,15.0,40.0
N_15_41,15.0,41.0
N_15_42,15.0,42.0
N_15_43,15.0,43.0
N_15_44,15.0,44.0
N_15_45,15.0,45.0
N_15_46,15.0,46.0
N_15_47,15.0,47.0
N_15_48,15.0,48.0
N_15_49,15.0,49.0
N_15_5,15.0,5.0
N_15_50,15.0,50.0
N_15_51,15.0,51.0
N_15_52,15.0,52.0
N_15_53,15.0,53.0
N_15_54,15.0,54.0
N_15_55,15.0,55.0
N_15_56,15.0,56.0
N_15_57,15.0,57.0
N_15_58,15.0,58.0
N_15_59,15.0,59.0
N_15_6,15.0,6.0
N_15_60,15.0,60.0
N_15_61,15.0,61.0
N_15_62,15.0,62.0
N_15_63,15.0,63.0
N_15_64,15.0,64.0
N_15_65,15.0,65.0
N_15_66,15.0,66.0
N_15_67,15.0,67.0
N_15_68,15.0,68.0
N_15_69,15.0,69.0
N_15_7,15.0,7.0
N_15_70,15.0,70.0
N_15_71,15.0,71.0
N_15_72,15.0,72.0
N_15_73,15.0,73.0
N_15_74,15.0,74.0
N_15_75,15.0,75.0
N_15_76,15.0,76.0
N_15_77,15.0,77.0
N_15_78,15.0,78.0
N_15_79,15.0,79.0
N_15_8,15.0,8.0
N_15_80,15.0,80.0
N_15_81,15.0,81.0
N_15_82,15.0,82.0
N_15_83,15.0,83.0
N_15_84,15.0,84.0
N_15_85,15.0,85.0
N_15_86,15.0,86.0
N_15_87,15.0,87.0
N_15_88,15.0,88.0
N_15_89,15.0,89.0
N_15_9,15.0,9.0
N_15_90,15.0,90.0
N_15_91,15.0,91.0
N_15_92,15.0,92.0
N_15_93,15.0,93.0
N_15_94,15.0,94.0
N_15_95,15.0,95.0
N_15_96,15.0,96.0
N_15_97,15.0,97.0
N_15_98,15.0,98.0
N_15_99,15.0,99.0
N_16_0,16.0,0.0
N_16_1,16.0,1.0
N_16_10,16.0,10.0
N_16_11,16.0,11.0
N_16_12,16.0,12.0
N_16_13,16.0,13.0
N_16_14,16.0,14.0
N_16_15,16.0,15.0
N_16_16,16.0,16.0
N_16_17,16.0,17.0
N_16_18,16.0,18.0
N_16_19,16.0,19.0
N_16_2,16.0,2.0
N_16_20,16.0,20.0
N_16_21,16.0,21.0
N_16_22,16.0,22.0
N_16_23,16.0,23.0
N_16_24,16.0,24.0
N_16_25,16.0,25.0
N_16_26,16.0,26.0
N_16_27,16.0,27.0
N_16_28,16.0,28.0
N_16_29,16.0,29.0
N_16_3,16.0,3.0
N_16_30,16.0,30.0
N_16_31,16.0,31.0
N_16_32,16.0,32.0
N_16_33,16.0,33.0
N_16_34,16.0,34.0
N_16_35,16.0,35.0
N_16_36,16.0,36.0
N_16_37,16.0,37.0
N_16_38,16.0,38.0
N_16_39,16.0,39.0
N_16_4,16.0,4.0
N_16_40,16.0,40.0
N_16_41,16.0,41.0
N_16_42,16.0,42.0
N_16_43,16.0,43.0
N_16_44,16.0,44.0
N_16_45,16.0,45.0
N_16_46,16.0,46.0
N_16_47,16.0,47.0
N_16_48,16.0,48.0
N_16_49,16.0,49.0
N_16_5,16.0,5.0
N_16_50,16.0,50.0
N_16_51,16.0,51.0
N_16_52,16.0,52.0
N_16_53,16.0,53.0
N_16_54,16.0,54.0
N_16_55,16.0,55.0
N_16_56,16.0,56.0
N_16_57,16.0,57.0
N_16_58,16.0,58.0
N_16_59,16.0,59.0
N_16_6,16.0,6.0
N_16_60,16.0,60.0
N_16_61,16.0,61.0
N_16_62,16.0,62.0
N_16_63,16.0,63.0
N_16_64,16.0,64.0
N_16_65,16.0,65.0
N_16_66,16.0,66.0
N_16_67,16.0,67.0
N_16_68,16.0,68.0
N_16_69,16.0,69.0
N_16_7,16.0,7.0
N_16_70,16.0,70.0
N_16_71,16.0,71.0
N_16_72,16.0,72.0
N_16_73,16.0,73.0
N_16_74,16.0,74.0
N_16_75,16.0,75.0
N_16_76,16.0,76.0
N_16_77,16.0,77.0
N_16_78,16.0,78.0
N_16_79,16.0,79.0
N_16_8,16.0,8.0
N_16_80,16.0,80.0
N_16_81,16.0,81.0
N_16_82,16.0,82.0
N_16_83,16.0,83.0
N_16_84,16.0,84.0
N_16_85,16.0,85.0
N_16_86,16.0,86.0
N_16_87,16.0,87.0
N_16_88,16.0,88.0
N_16_89,16.0,89.0
N_16_9,16.0,9.0
N_16_90,16.0,90.0
N_16_91,16.0,91.0
N_16_92,16.0,92.0
N_16_93,16.0,93.0
N_16_94,16.0,94.0
N_16_95,16.0,95.0
N_16_96,16.0,96.0
N_16_97,16.0,97.0
N_16_98,16.0,98.0
N_16_99,16.0,99.0
N_17_0,17.0,0.0
N_17_1,17.0,1.0
N_17_10,17.0,10.0
N_17_11,17.0,11.0
N_17_12,17.0,12.0
N_17_13,17.0,13.0
N_17_14,17.0,14.0
N_17_15,17.0,15.0
N_17_16,17.0,16.0
N_17_17,17.0,17.0
N_17_18,17.0,18.0
N_17_19,17.0,19.0
N_17_2,17.0,2.0
N_17_20,17.0,20.0
N_17_21,17.0,21.0
N_17_22,17.0,22.0
N_17_23,17.0,23.0
N_17_24,17.0,24.0
N_17_25,17.0,25.0
N_17_26,17.0,26.0
N_17_27,17.0,27.0
N_17_28,17.0,28.0
N_17_29,17.0,29.0
N_17_3,17.0,3.0
N_17_30,17.0,30.0
N_17_31,17.0,31.0
N_17_32,17.0,32.0
N_17_33,17.0,33.0
N_17_34,17.0,34.0
N_17_35,17.0,35.0
N_17_36,17.0,36.0
N_17_37,17.0,37.0
N_17_38,17.0,38.0
N_17_39,17.0,39.0
N_17_4,17.0,4.0
N_17_40,17.0,40.0
N_17_41,17.0,41.0
N_17_42,17.0,42.0
N_17_43,17.0,43.0
N_17_44,17.0,44.0
N_17_45,17.0,45.0
N_17_46,17.0,46.0
N_17_47,17.0,47.0
N_17_48,17.0,48.0
N_17_49,17.0,49.0
N_17_5,17.0,5.0
N_17_50,17.0,50.0
N_17_51,17.0,51.0
N_17_52,17.0,52.0
N_17_53,17.0,53.0
N_17_54,17.0,54.0
N_17_55,17.0,55.0
N_17_56,17.0,56.0
N_17_57,17.0,57.0
N_17_58,17.0,58.0
N_17_59,17.0,59.0
N_17_6,17.0,6.0
N_17_60,17.0,60.0
N_17_61,17.0,61.0
N_17_62,17.0,62.0
N_17_63,17.0,63.0
N_17_64,17.0,64.0
N_17_65,17.0,65.0
N_17_66,17.0,66.0
N_17_67,17.0,67.0
N_17_68,17.0,68.0
N_17_69,17.0,69.0
N_17_7,17.0,7.0
N_17_70,17.0,70.0
N_17_71,17.0,71.0
N_17_72,17.0,72.0
N_17_73,17.0,73.0
N_17_74,17.0,74.0
N_17_75,17.0,75.0
N_17_76,17.0,76.0
N_17_77,17.0,77.0
N_17_78,17.0,78.0
N_17_79,17.0,79.0
N_17_8,17.0,8.0
N_17_80,17.0,80.0
N_17_81,17.0,81.0
N_17_82,17.0,82.0
N_17_83,17.0,83.0
N_17_84,17.0,84.0
N_17_85,17.0,85.0
N_17_86,17.0,86.0
N_17_87,17.0,87.0
N_17_88,17.0,88.0
N_17_89,17.0,89.0
N_17_9,17.0,9.0
N_17_90,17.0,90.0
N_17_91,17.0,91.0
N_17_92,17.0,92.0
N_17_93,17.0,93.0
N_17_94,17.0,94.0
N_17_95,17.0,95.0
N_17_96,17.0,96.0
N_17_97,17.0,97.0
N_17_98,17.0,98.0
N_17_99,17.0,99.0
N_18_0,18.0,0.0
N_18_1,18.0,1.0
N_18_10,18.0,10.0
N_18_11,18.0,11.0
N_18_12,18.0,12.0
N_18_13,18.0,13.0
N_18_14,18.0,14.0
N_18_15,18.0,15.0
N_18_16,18.0,16.0
N_18_17,18.0,17.0
N_18_18,18.0,18.0
N_18_19,18.0,19.0
N_18_2,18.0,2.0
N_18_20,18.0,20.0
N_18_21,18.0,21.0
N_18_22,18.0,22.0
N_18_23,18.0,23.0
N_18_24,18.0,24.0
N_18_25,18.0,25.0
N_18_26,18.0,26.0
N_18_27,18.0,27.0
N_18_28,18.0,28.0
N_18_29,18.0,29.0
N_18_3,18.0,3.0
N_18_30,18.0,30.0
N_18_31,18.0,31.0
N_18_32,18.0,32.0
N_18_33,18.0,33.0
N_18_34,18.0,34.0
N_18_35,18.0,35.0
N_18_36,18.0,36.0
N_18_37,18.0,37.0
N_18_38,18.0,38.0
N_18_39,18.0,39.0
N_18_4,18.0,4.0
N_18_40,18.0,40.0
N_18_41,18.0,41.0
N_18_42,18.0,42.0
N_18_43,18.0,43.0
N_18_44,18.0,44.0
N_18_45,18.0,45.0
N_18_46,18.0,46.0
N_18_47,18.0,47.0
N_18_48,18.0,48.0
N_18_49,18.0,49.0
N_18_5,18.0,5.0
N_18_50,18.0,50.0
N_18_51,18.0,51.0
N_18_52,18.0,52.0
N_18_53,18.0,53.0
N_18_54,18.0,54.0
N_18_55,18.0,55.0
N_18_56,18.0,56.0
N_18_57,18.0,57.0
N_18_58,18.0,58.0
N_18_59,18.0,59.0
N_18_6,18.0,6.0
N_18_60,18.0,60.0
N_18_61,18.0,61.0
N_18_62,18.0,62.0
N_18_63,18.0,63.0
N_18_64,18.0,64.0
N_18_65,18.0,65.0
N_18_66,18.0,66.0
N_18_67,18.0,67.0
N_18_68,18.0,68.0
N_18_69,18.0,69.0
N_18_7,18.0,7.0
N_18_70,18.0,70.0
N_18_71,18.0,71.0
N_18_72,18.0,72.0
N_18_73,18.0,73.0
N_18_74,18.0,74.0
N_18_75,18.0,75.0
N_18_76,18.0,76.0
N_18_77,18.0,77.0
N_18_78,18.0,78.0
N_18_79,18.0,79.0
N_18_8,18.0,8.0
N_18_80,18.0,80.0
N_18_81,18.0,81.0
N_18_82,18.0,82.0
N_18_83,18.0,83.0
N_18_84,18.0,84.0
N_18_85,18.0,85.0
N_18_86,18.0,86.0
N_18_87,18.0,87.0
N_18_88,18.0,88.0
N_18_89,18.0,89.0
N_18_9,18.0,9.0
N_18_90,18.0,90.0
N_18_91,18.0,91.0
N_18_92,18.0,92.0
N_18_93,18.0,93.0
N_18_94,18.0,94.0
N_18_95,18.0,95.0
N_18_96,18.0,96.0
N_18_97,18.0,97.0
