source,destination,distance,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_20,time_21,time_22,time_23
N_0_20,N_1_19,5.007574284815023,5.11,5.11,5.11,5.11,5.11,5.11,7.81,7.81,9.01,9.01,6.01,6.01,6.01,6.01,6.01,6.01,8.41,9.61,9.61,8.41,5.41,5.41,5.41,5.41
N_0_21,N_2_22,4.122650468024924,4.21,4.21,4.21,4.21,4.21,4.21,6.43,6.43,7.42,7.42,4.95,4.95,4.95,4.95,4.95,4.95,6.93,7.92,7.92,6.93,4.45,4.45,4.45,4.45
N_0_21,N_1_19,10.099061502044767,5.6,5.6,5.6,5.6,5.6,5.6,6.97,6.97,7.57,7.57,6.06,6.06,6.06,6.06,6.06,6.06,7.27,7.88,7.88,7.27,5.76,5.76,5.76,5.76
N_0_21,N_2_21,6.9663875958890955,7.11,7.11,7.11,7.11,7.11,7.11,10.87,10.87,12.54,12.54,8.36,8.36,8.36,8.36,8.36,8.36,11.7,13.38,13.38,11.7,7.52,7.52,7.52,7.52
N_0_21,N_1_20,3.088945140364799,3.15,3.15,3.15,3.15,3.15,3.15,4.82,4.82,5.56,5.56,3.71,3.71,3.71,3.71,3.71,3.71,5.19,5.93,5.93,5.19,3.34,3.34,3.34,3.34
N_0_22,N_1_20,5.584961656183438,5.7,5.7,5.7,5.7,5.7,5.7,8.71,8.71,10.05,10.05,6.7,6.7,6.7,6.7,6.7,6.7,9.38,10.72,10.72,9.38,6.03,6.03,6.03,6.03
N_0_22,N_0_21,3.6771625919622912,3.75,3.75,3.75,3.75,3.75,3.75,5.74,5.74,6.62,6.62,4.41,4.41,4.41,4.41,4.41,4.41,6.18,7.06,7.06,6.18,3.97,3.97,3.97,3.97
N_0_22,N_2_21,1.314998428125193,2.16,2.16,2.16,2.16,2.16,2.16,3.58,3.58,4.21,4.21,2.63,2.63,2.63,2.63,2.63,2.63,3.89,4.52,4.52,3.89,2.31,2.31,2.31,2.31
N_0_23,N_1_24,3.6924302483547438,3.77,3.77,3.77,3.77,3.77,3.77,5.76,5.76,6.65,6.65,4.43,4.43,4.43,4.43,4.43,4.43,6.2,7.09,7.09,6.2,3.99,3.99,3.99,3.99
N_0_23,N_2_22,3.4628265404198353,3.53,3.53,3.53,3.53,3.53,3.53,5.4,5.4,6.23,6.23,4.16,4.16,4.16,4.16,4.16,4.16,5.82,6.65,6.65,5.82,3.74,3.74,3.74,3.74
N_0_23,N_0_25,2.1677814030432403,3.56,3.56,3.56,3.56,3.56,3.56,5.9,5.9,6.94,6.94,4.34,4.34,4.34,4.34,4.34,4.34,6.42,7.46,7.46,6.42,3.82,3.82,3.82,3.82
N_0_23,N_0_21,3.5272471036818422,3.6,3.6,3.6,3.6,3.6,3.6,5.5,5.5,6.35,6.35,4.23,4.23,4.23,4.23,4.23,4.23,5.93,6.77,6.77,5.93,3.81,3.81,3.81,3.81
N_0_24,N_0_23,5.962983449889319,6.08,6.08,6.08,6.08,6.08,6.08,9.3,9.3,10.73,10.73,7.16,7.16,7.16,7.16,7.16,7.16,10.02,11.45,11.45,10.02,6.44,6.44,6.44,6.44
N_0_24,N_2_23,4.404351355342419,4.49,4.49,4.49,4.49,4.49,4.49,6.87,6.87,7.93,7.93,5.29,5.29,5.29,5.29,5.29,5.29,7.4,8.46,8.46,7.4,4.76,4.76,4.76,4.76
N_0_24,N_0_26,6.478454440313621,6.61,6.61,6.61,6.61,6.61,6.61,10.11,10.11,11.66,11.66,7.77,7.77,7.77,7.77,7.77,7.77,10.88,12.44,12.44,10.88,7.0,7.0,7.0,7.0
N_0_25,N_0_23,2.1677814030432403,3.56,3.56,3.56,3.56,3.56,3.56,5.9,5.9,6.94,6.94,4.34,4.34,4.34,4.34,4.34,4.34,6.42,7.46,7.46,6.42,3.82,3.82,3.82,3.82
N_0_25,N_0_27,12.107468886546144,6.72,6.72,6.72,6.72,6.72,6.72,8.35,8.35,9.08,9.08,7.26,7.26,7.26,7.26,7.26,7.26,8.72,9.44,9.44,8.72,6.9,6.9,6.9,6.9
N_0_25,N_1_26,1.7462782463631765,2.86,2.86,2.86,2.86,2.86,2.86,4.75,4.75,5.59,5.59,3.49,3.49,3.49,3.49,3.49,3.49,5.17,6.01,6.01,5.17,3.07,3.07,3.07,3.07
N_0_25,N_2_24,8.970594129105,4.98,4.98,4.98,4.98,4.98,4.98,6.19,6.19,6.73,6.73,5.38,5.38,5.38,5.38,5.38,5.38,6.46,7.0,7.0,6.46,5.11,5.11,5.11,5.11
N_0_25,N_1_25,6.522524903199049,6.65,6.65,6.65,6.65,6.65,6.65,10.18,10.18,11.74,11.74,7.83,7.83,7.83,7.83,7.83,7.83,10.96,12.52,12.52,10.96,7.04,7.04,7.04,7.04
N_0_26,N_0_24,6.478454440313621,6.61,6.61,6.61,6.61,6.61,6.61,10.11,10.11,11.66,11.66,7.77,7.77,7.77,7.77,7.77,7.77,10.88,12.44,12.44,10.88,7.0,7.0,7.0,7.0
N_0_26,N_1_25,6.49058842287795,6.62,6.62,6.62,6.62,6.62,6.62,10.13,10.13,11.68,11.68,7.79,7.79,7.79,7.79,7.79,7.79,10.9,12.46,12.46,10.9,7.01,7.01,7.01,7.01
N_0_26,N_2_27,1.032774415308698,1.69,1.69,1.69,1.69,1.69,1.69,2.81,2.81,3.3,3.3,2.07,2.07,2.07,2.07,2.07,2.07,3.06,3.55,3.55,3.06,1.82,1.82,1.82,1.82
N_0_26,N_1_26,3.8018588400868674,3.88,3.88,3.88,3.88,3.88,3.88,5.93,5.93,6.84,6.84,4.56,4.56,4.56,4.56,4.56,4.56,6.39,7.3,7.3,6.39,4.11,4.11,4.11,4.11
N_0_27,N_0_25,12.107468886546144,6.72,6.72,6.72,6.72,6.72,6.72,8.35,8.35,9.08,9.08,7.26,7.26,7.26,7.26,7.26,7.26,8.72,9.44,9.44,8.72,6.9,6.9,6.9,6.9
N_0_27,N_1_25,8.458819092992986,4.69,4.69,4.69,4.69,4.69,4.69,5.84,5.84,6.34,6.34,5.08,5.08,5.08,5.08,5.08,5.08,6.09,6.6,6.6,6.09,4.82,4.82,4.82,4.82
N_0_27,N_0_26,5.185579495655938,5.29,5.29,5.29,5.29,5.29,5.29,8.09,8.09,9.33,9.33,6.22,6.22,6.22,6.22,6.22,6.22,8.71,9.96,9.96,8.71,5.6,5.6,5.6,5.6
N_0_28,N_2_28,5.393390492602624,5.5,5.5,5.5,5.5,5.5,5.5,8.41,8.41,9.71,9.71,6.47,6.47,6.47,6.47,6.47,6.47,9.06,10.36,10.36,9.06,5.82,5.82,5.82,5.82
N_0_28,N_0_27,8.889847312118555,4.93,4.93,4.93,4.93,4.93,4.93,6.13,6.13,6.67,6.67,5.33,5.33,5.33,5.33,5.33,5.33,6.4,6.93,6.93,6.4,5.07,5.07,5.07,5.07
N_0_28,N_1_27,1.99668601281456,3.27,3.27,3.27,3.27,3.27,3.27,5.43,5.43,6.39,6.39,3.99,3.99,3.99,3.99,3.99,3.99,5.91,6.87,6.87,5.91,3.51,3.51,3.51,3.51
N_0_29,N_1_29,1.9006652010433303,3.12,3.12,3.12,3.12,3.12,3.12,5.17,5.17,6.08,6.08,3.8,3.8,3.8,3.8,3.8,3.8,5.63,6.54,6.54,5.63,3.35,3.35,3.35,3.35
N_0_29,N_1_30,13.222801790445757,7.34,7.34,7.34,7.34,7.34,7.34,9.12,9.12,9.92,9.92,7.93,7.93,7.93,7.93,7.93,7.93,9.52,10.31,10.31,9.52,7.54,7.54,7.54,7.54
N_0_3,N_0_1,4.968099724465908,5.07,5.07,5.07,5.07,5.07,5.07,7.75,7.75,8.94,8.94,5.96,5.96,5.96,5.96,5.96,5.96,8.35,9.54,9.54,8.35,5.37,5.37,5.37,5.37
N_0_3,N_0_2,2.3338114257438,3.83,3.83,3.83,3.83,3.83,3.83,6.35,6.35,7.47,7.47,4.67,4.67,4.67,4.67,4.67,4.67,6.91,8.03,8.03,6.91,4.11,4.11,4.11,4.11
N_0_30,N_0_29,13.088029409691,7.26,7.26,7.26,7.26,7.26,7.26,9.03,9.03,9.82,9.82,7.85,7.85,7.85,7.85,7.85,7.85,9.42,10.21,10.21,9.42,7.46,7.46,7.46,7.46
N_0_30,N_2_29,14.850092638471768,8.24,8.24,8.24,8.24,8.24,8.24,10.25,10.25,11.14,11.14,8.91,8.91,8.91,8.91,8.91,8.91,10.69,11.58,11.58,10.69,8.46,8.46,8.46,8.46
N_0_31,N_1_29,4.112094753805858,4.19,4.19,4.19,4.19,4.19,4.19,6.41,6.41,7.4,7.4,4.93,4.93,4.93,4.93,4.93,4.93,6.91,7.9,7.9,6.91,4.44,4.44,4.44,4.44
N_0_31,N_0_29,2.2127175262102936,3.63,3.63,3.63,3.63,3.63,3.63,6.02,6.02,7.08,7.08,4.43,4.43,4.43,4.43,4.43,4.43,6.55,7.61,7.61,6.55,3.89,3.89,3.89,3.89
N_0_32,N_2_31,4.059004092143878,4.14,4.14,4.14,4.14,4.14,4.14,6.33,6.33,7.31,7.31,4.87,4.87,4.87,4.87,4.87,4.87,6.82,7.79,7.79,6.82,4.38,4.38,4.38,4.38
N_0_32,N_0_31,12.142652205135805,6.74,6.74,6.74,6.74,6.74,6.74,8.38,8.38,9.11,9.11,7.29,7.29,7.29,7.29,7.29,7.29,8.74,9.47,9.47,8.74,6.92,6.92,6.92,6.92
N_0_32,N_2_32,13.150153679573174,7.3,7.3,7.3,7.3,7.3,7.3,9.07,9.07,9.86,9.86,7.89,7.89,7.89,7.89,7.89,7.89,9.47,10.26,10.26,9.47,7.5,7.5,7.5,7.5
N_0_33,N_2_34,6.9649290614649075,7.1,7.1,7.1,7.1,7.1,7.1,10.87,10.87,12.54,12.54,8.36,8.36,8.36,8.36,8.36,8.36,11.7,13.37,13.37,11.7,7.52,7.52,7.52,7.52
N_0_33,N_1_32,3.245397279165913,3.31,3.31,3.31,3.31,3.31,3.31,5.06,5.06,5.84,5.84,3.89,3.89,3.89,3.89,3.89,3.89,5.45,6.23,6.23,5.45,3.51,3.51,3.51,3.51
N_0_34,N_2_33,12.620033688346396,7.0,7.0,7.0,7.0,7.0,7.0,8.71,8.71,9.47,9.47,7.57,7.57,7.57,7.57,7.57,7.57,9.09,9.84,9.84,9.09,7.19,7.19,7.19,7.19
N_0_34,N_0_33,4.635847035523198,4.73,4.73,4.73,4.73,4.73,4.73,7.23,7.23,8.34,8.34,5.56,5.56,5.56,5.56,5.56,5.56,7.79,8.9,8.9,7.79,5.01,5.01,5.01,5.01
N_0_35,N_2_36,3.313876894772443,3.38,3.38,3.38,3.38,3.38,3.38,5.17,5.17,5.96,5.96,3.98,3.98,3.98,3.98,3.98,3.98,5.57,6.36,6.36,5.57,3.58,3.58,3.58,3.58
N_0_35,N_2_35,6.871238246979958,7.01,7.01,7.01,7.01,7.01,7.01,10.72,10.72,12.37,12.37,8.25,8.25,8.25,8.25,8.25,8.25,11.54,13.19,13.19,11.54,7.42,7.42,7.42,7.42
N_0_35,N_0_36,6.100637399422573,6.22,6.22,6.22,6.22,6.22,6.22,9.52,9.52,10.98,10.98,7.32,7.32,7.32,7.32,7.32,7.32,10.25,11.71,11.71,10.25,6.59,6.59,6.59,6.59
N_0_35,N_2_34,6.507955950768446,6.64,6.64,6.64,6.64,6.64,6.64,10.15,10.15,11.71,11.71,7.81,7.81,7.81,7.81,7.81,7.81,10.93,12.5,12.5,10.93,7.03,7.03,7.03,7.03
N_0_35,N_1_35,4.978645889294086,5.08,5.08,5.08,5.08,5.08,5.08,7.77,7.77,8.96,8.96,5.97,5.97,5.97,5.97,5.97,5.97,8.36,9.56,9.56,8.36,5.38,5.38,5.38,5.38
N_0_35,N_0_34,13.935491078150015,7.73,7.73,7.73,7.73,7.73,7.73,9.62,9.62,10.45,10.45,8.36,8.36,8.36,8.36,8.36,8.36,10.03,10.87,10.87,10.03,7.94,7.94,7.94,7.94
N_0_36,N_1_36,3.238279739523514,3.3,3.3,3.3,3.3,3.3,3.3,5.05,5.05,5.83,5.83,3.89,3.89,3.89,3.89,3.89,3.89,5.44,6.22,6.22,5.44,3.5,3.5,3.5,3.5
N_0_36,N_2_36,6.975282705893387,7.11,7.11,7.11,7.11,7.11,7.11,10.88,10.88,12.56,12.56,8.37,8.37,8.37,8.37,8.37,8.37,11.72,13.39,13.39,11.72,7.53,7.53,7.53,7.53
N_0_36,N_0_38,3.941558881082566,4.02,4.02,4.02,4.02,4.02,4.02,6.15,6.15,7.09,7.09,4.73,4.73,4.73,4.73,4.73,4.73,6.62,7.57,7.57,6.62,4.26,4.26,4.26,4.26
N_0_36,N_2_37,0.6616264469073798,1.09,1.09,1.09,1.09,1.09,1.09,1.8,1.8,2.12,2.12,1.32,1.32,1.32,1.32,1.32,1.32,1.96,2.28,2.28,1.96,1.16,1.16,1.16,1.16
N_0_37,N_2_37,5.105194666682944,5.21,5.21,5.21,5.21,5.21,5.21,7.96,7.96,9.19,9.19,6.13,6.13,6.13,6.13,6.13,6.13,8.58,9.8,9.8,8.58,5.51,5.51,5.51,5.51
N_0_37,N_0_39,6.2848628844879135,6.41,6.41,6.41,6.41,6.41,6.41,9.8,9.8,11.31,11.31,7.54,7.54,7.54,7.54,7.54,7.54,10.56,12.07,12.07,10.56,6.79,6.79,6.79,6.79
N_0_37,N_2_38,11.527869352735909,6.4,6.4,6.4,6.4,6.4,6.4,7.95,7.95,8.65,8.65,6.92,6.92,6.92,6.92,6.92,6.92,8.3,8.99,8.99,8.3,6.57,6.57,6.57,6.57
N_0_38,N_0_36,3.941558881082566,4.02,4.02,4.02,4.02,4.02,4.02,6.15,6.15,7.09,7.09,4.73,4.73,4.73,4.73,4.73,4.73,6.62,7.57,7.57,6.62,4.26,4.26,4.26,4.26
N_0_38,N_1_38,9.573153584732955,5.31,5.31,5.31,5.31,5.31,5.31,6.61,6.61,7.18,7.18,5.74,5.74,5.74,5.74,5.74,5.74,6.89,7.47,7.47,6.89,5.46,5.46,5.46,5.46
N_0_39,N_2_38,6.301770057582965,6.43,6.43,6.43,6.43,6.43,6.43,9.83,9.83,11.34,11.34,7.56,7.56,7.56,7.56,7.56,7.56,10.59,12.1,12.1,10.59,6.81,6.81,6.81,6.81
N_0_39,N_1_37,4.589064805077747,4.68,4.68,4.68,4.68,4.68,4.68,7.16,7.16,8.26,8.26,5.51,5.51,5.51,5.51,5.51,5.51,7.71,8.81,8.81,7.71,4.96,4.96,4.96,4.96
N_0_39,N_2_39,2.1452682403317285,3.52,3.52,3.52,3.52,3.52,3.52,5.84,5.84,6.86,6.86,4.29,4.29,4.29,4.29,4.29,4.29,6.35,7.38,7.38,6.35,3.78,3.78,3.78,3.78
N_0_4,N_0_5,6.927042372335511,7.07,7.07,7.07,7.07,7.07,7.07,10.81,10.81,12.47,12.47,8.31,8.31,8.31,8.31,8.31,8.31,11.64,13.3,13.3,11.64,7.48,7.48,7.48,7.48
N_0_4,N_0_2,11.510682805972554,6.39,6.39,6.39,6.39,6.39,6.39,7.94,7.94,8.63,8.63,6.91,6.91,6.91,6.91,6.91,6.91,8.29,8.98,8.98,8.29,6.56,6.56,6.56,6.56
N_0_4,N_1_3,3.221585011011352,3.29,3.29,3.29,3.29,3.29,3.29,5.03,5.03,5.8,5.8,3.87,3.87,3.87,3.87,3.87,3.87,5.41,6.19,6.19,5.41,3.48,3.48,3.48,3.48
N_0_4,N_1_6,14.352240374093189,7.97,7.97,7.97,7.97,7.97,7.97,9.9,9.9,10.76,10.76,8.61,8.61,8.61,8.61,8.61,8.61,10.33,11.19,11.19,10.33,8.18,8.18,8.18,8.18
N_0_40,N_0_41,3.745120354891508,3.82,3.82,3.82,3.82,3.82,3.82,5.84,5.84,6.74,6.74,4.49,4.49,4.49,4.49,4.49,4.49,6.29,7.19,7.19,6.29,4.04,4.04,4.04,4.04
